,blank,objectid,seating_interest,restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,nta
0,1,33,roadway,Nerai,Koureli Restaurant Group Inc,Nerai,55,East 54th Street,Manhattan,10022,"55 East 54th Street, Manhattan, NY",06/19/2020,40.760117,-73.973162,Midtown-Midtown South
1,11,43,roadway,Khe-Yo,KioRestaurant,Khe-Yo,157,Duane St.,Manhattan,10013,"157 Duane St., Manhattan, NY",06/19/2020,40.716761,-74.008744,SoHo-TriBeCa-Civic Center-Little Italy
2,16,48,both,Aunt Jake's,133 Mulberry Operating Corp Inc,Aunt Jake's,133,Mulberry Street,Manhattan,10013,"133 Mulberry Street, Manhattan, NY",06/19/2020,40.718455,-73.99776,SoHo-TriBeCa-Civic Center-Little Italy
3,28,60,sidewalk,Blossom on Columbus,Blossom West Inc,Blossom on Columbus,507,Columbus Ave,Manhattan,10024,"507 Columbus Ave, Manhattan, NY",06/19/2020,40.78546,-73.97291,Upper West Side
4,36,68,both,Jean Claude restaurant,Serena Wah Inc,Jean Claude 2,1343,2nd Avenue,Manhattan,10021,"1343  2nd Avenue , Manhattan, NY",06/19/2020,40.767933,-73.959011,Lenox Hill-Roosevelt Island
5,47,79,both,Nom Wah Tea Parlor,Nom Wah Dim Sum Parlor Inc,Nom Wah Tea Parlor,13,Doyers Street,Manhattan,10013,"13 Doyers Street, Manhattan, NY",06/19/2020,40.714558000000004,-73.99812800000001,Chinatown
6,62,94,roadway,e's BAR,EE BAR LLC,e's BAR,511,Amsterdam Ave,Manhattan,10024,"511  Amsterdam Ave, Manhattan, NY",06/19/2020,40.786706,-73.97571500000001,Upper West Side
7,72,104,both,Monk McGinn's,Murray 57 LLC,Monk McGinn's,57,Murray Street,Manhattan,10007,"57 Murray Street , Manhattan, NY",06/19/2020,40.714220000000005,-74.00974699999999,SoHo-TriBeCa-Civic Center-Little Italy
8,74,106,both,Il Piccolo Bufalo Restaurant,Buffanna Inc.,Il Piccolo Bufalo Restaurant,141,Mulberry Street,Manhattan,10013,"141 Mulberry Street, Manhattan, NY",06/19/2020,40.718705,-73.997619,SoHo-TriBeCa-Civic Center-Little Italy
9,76,108,both,jaya 888,jaya 888 inc,jaya 888,90,baxter street,Manhattan,10013,"90 baxter street, Manhattan, NY",06/19/2020,40.71685,-73.99975500000001,Chinatown
10,78,110,sidewalk,The Original Buddha Bodai,Buddha Bodai One Vegetarian Restaurant Inc.,Buddha Bodai One Vegetarian Restaurant Inc.,5,Mott Street,Manhattan,10013,"5 Mott Street, Manhattan, NY",06/19/2020,40.713882,-73.99870899999999,Chinatown
11,95,127,both,Tomi Jazz,Tomi New York Inc,Tomi Jazz,239,East 53rd Street,Manhattan,10022,"239 East 53rd Street, Manhattan, NY",06/19/2020,40.757314,-73.96844499999999,Turtle Bay-East Midtown
12,110,142,both,Pappadella,Pappardella Rest Corp,Pappardella Rest Corp,316,Columbus Ave,Manhattan,10023,"316 Columbus Ave , Manhattan, NY",06/19/2020,40.779227,-73.97748,Upper West Side
13,113,145,both,EIGHTEEN Restaurant,Tov Taam,Tov Taam DBA EIGHTEEN Restaurant,240,East 81 Street,Manhattan,10028,"240 East 81 Street, Manhattan, NY",06/19/2020,40.77518,-73.955363,Yorkville
14,121,153,sidewalk,Primola Restaurant,1226 Second Avenue Realty Corp,Primola Restaurant,1226,Second Avenue,Manhattan,10065,"1226 Second Avenue, Manhattan, NY",06/19/2020,40.763938,-73.961905,Lenox Hill-Roosevelt Island
15,128,160,sidewalk,SUSHI SASABUNE NEW YORK,NEW CREATORS INC,SUSHI SASABUNE NEW YORK,401,East 73rd street,Manhattan,10021,"401 East 73rd street, Manhattan, NY",06/19/2020,40.768352,-73.955158,Lenox Hill-Roosevelt Island
16,133,165,roadway,Sofia’s of Little Italy,PSSP NY INC,PSSP NY INC,143,Mulberry Street,Manhattan,10013,"143 Mulberry Street, Manhattan, NY",06/19/2020,40.718768,-73.997587,SoHo-TriBeCa-Civic Center-Little Italy
17,141,173,both,Barnacho,920 Second Avenue Tavern Corp,Barnacho,920,Second Ave,Manhattan,10017,"920 Second Ave, Manhattan, NY",06/19/2020,40.754111,-73.96906800000001,Turtle Bay-East Midtown
18,154,186,sidewalk,Jubilee First Avenue Corporation,Jubilee,Jubilee,946948,1st avenue,Manhattan,10022,"946948 1st avenue, Manhattan, NY",06/19/2020,,,
19,156,188,sidewalk,Gracie mews diner,Gracie muse rest. Corp,Gracie muse rest. Corp,1550,1st avenue,Manhattan,10028,"1550  1st avenue, Manhattan, NY",06/19/2020,40.773447,-73.95186600000001,Yorkville
20,165,197,sidewalk,SASABUNE EXPRESS NEW YORK,SASABUNE EXPRESS NEW YORK INC,SASABUNE EXPRESS NEW YORK,322,East 59th street,Manhattan,10022,"322  East 59th street, Manhattan, NY",06/19/2020,40.760131,-73.963213,Turtle Bay-East Midtown
21,167,199,both,Snafu,127 East Restaurant Corp,Snafu,127,E 47th St,Manhattan,10017,"127  E 47th St, Manhattan, NY",06/19/2020,40.754488,-73.97340200000001,Turtle Bay-East Midtown
22,170,202,both,Houseman,Windy Point East LLC II,Windy Point East LLC II,508,Greenwich Street,Manhattan,10013,"508  Greenwich Street, Manhattan, NY",06/19/2020,40.725722999999995,-74.009149,SoHo-TriBeCa-Civic Center-Little Italy
23,182,214,sidewalk,BUBBY'S,BUBBY'S PIE CO INC,BUBBY'S,120,HUDSON ST,Manhattan,10013,"120 HUDSON ST, Manhattan, NY",06/19/2020,40.719854999999995,-74.00859,SoHo-TriBeCa-Civic Center-Little Italy
24,183,215,roadway,Barkogi,Golden Abacus Inc.,Barkogi,957,Second Ave,Manhattan,10022,"957  Second Ave, Manhattan, NY",06/19/2020,40.755316,-73.968215,Turtle Bay-East Midtown
25,188,220,both,Belle Reve,Mexma LLC,Belle Reve,305,church street,Manhattan,10013,"305 church street, Manhattan, NY",06/19/2020,40.71955,-74.004297,SoHo-TriBeCa-Civic Center-Little Italy
26,197,229,sidewalk,Match 65,PK & SON LLC,PK & SON LLC,27 E,65TH STREET,Manhattan,10065,"27 E 65TH STREET, Manhattan, NY",06/19/2020,40.767255,-73.968441,Upper East Side-Carnegie Hill
27,211,243,both,Mudville 9,Captain Mikes Seafood Restaurant,Mudville 9,126,Chambers Street,Manhattan,10007,"126 Chambers Street, Manhattan, NY",06/19/2020,40.715307,-74.008791,SoHo-TriBeCa-Civic Center-Little Italy
28,224,256,sidewalk,BUBBYS,BUBBYS PIE CO INC,BUBBYS,120,HUDSON ST,Manhattan,10013,"120 HUDSON ST, Manhattan, NY",06/19/2020,40.719854999999995,-74.00859,SoHo-TriBeCa-Civic Center-Little Italy
29,228,260,both,Connolly’s Restaurant,Connolly’s Pub & Restaurant,14E 47th Pub Inc,14E,47th st,Manhattan,10017,"14E 47th st, Manhattan, NY",06/19/2020,40.756289,-73.977719,Midtown-Midtown South
30,233,265,both,The Consulate,The Consulate NYC LLC,The Consulate,519,Columbus Avenue,Manhattan,10024,"519 Columbus Avenue, Manhattan, NY",06/19/2020,40.785903999999995,-73.972588,Upper West Side
31,245,277,both,Macao Trading company,Tangeir LLC,Macao Trading Company,311,church street,Manhattan,10013,"311  church street, Manhattan, NY",06/19/2020,40.71972,-74.004159,SoHo-TriBeCa-Civic Center-Little Italy
32,248,280,both,Mad River Bar and Grille,River Lounge Inc,Mad River Bar and Grille,1442,Third Ave,Manhattan,10028,"1442  Third Ave , Manhattan, NY",06/19/2020,40.776034,-73.95603,Upper East Side-Carnegie Hill
33,252,284,both,Dulce Vida Latin Bistro,MHH 1590 LLC,Dulce Vida Latin Bistro,1219,Lexington Ave,Manhattan,10028,"1219 Lexington Ave, Manhattan, NY",06/19/2020,40.777223,-73.957228,Upper East Side-Carnegie Hill
34,253,285,roadway,Noi Due,Noi Due Inc.,Noi Due,143,West 69th St,Manhattan,10023,"143 West 69th St, Manhattan, NY",06/19/2020,40.776055,-73.981536,Lincoln Square
35,254,286,roadway,Luke’s Bar and Grill,Lira of New York Inc.,Luke’s Bar and Grill,1394,Third Ave.,Manhattan,10075,"1394 Third Ave., Manhattan, NY",06/19/2020,40.774509,-73.957144,Upper East Side-Carnegie Hill
36,277,309,sidewalk,Nyonya,Petaling Corp,Nyonya,199,Grand Street,Manhattan,10013,"199 Grand Street, Manhattan, NY",06/19/2020,40.719147,-73.996797,SoHo-TriBeCa-Civic Center-Little Italy
37,280,312,both,Noi Due Carne,Noi Due Carne Inc.,Noi Due Carne,141,West 69th Street,Manhattan,10023,"141 West 69th Street, Manhattan, NY",06/19/2020,40.776033,-73.98148499999999,Lincoln Square
38,281,313,both,Nello,Madison Global LLC,Nello,696,Madison Avenue,Manhattan,10065,"696 Madison Avenue , Manhattan, NY",06/19/2020,40.765713,-73.969874,Upper East Side-Carnegie Hill
39,282,314,both,Eat here now,DCK Tradings CO,Eat here now,839,Lexington Ave,Manhattan,10065,"839  Lexington Ave , Manhattan, NY",06/19/2020,40.765259,-73.965958,Upper East Side-Carnegie Hill
40,298,330,sidewalk,Bustan NYC,Hey Mambo LLC,Bustan NYC,487,Amsterdam Ave,Manhattan,10024,"487 Amsterdam Ave, Manhattan, NY",06/19/2020,40.785973999999996,-73.976253,Upper West Side
41,307,339,both,Amici Ristorante,Cekaj Corp,Amici Ristorante,165,Mulberry Street,Manhattan,10013,"165 Mulberry Street , Manhattan, NY",06/19/2020,40.719836,-73.99710999999999,SoHo-TriBeCa-Civic Center-Little Italy
42,310,342,sidewalk,Little Ways,"B&G Hospitality, LLC",Little Ways,343,West Broadway,Manhattan,10013,"343 West Broadway, Manhattan, NY",06/19/2020,40.722693,-74.00349200000001,SoHo-TriBeCa-Civic Center-Little Italy
43,325,357,both,Balade Your Way,Balade Your Way 2 Inc,Balade Your Way,8,E 41st,Manhattan,10017,"8 E 41st, Manhattan, NY",06/19/2020,,,
44,333,365,sidewalk,BARACHOU,BARACHOU NYC LLC,BARACHOU,449,Amsterdam Avenue,Manhattan,10024,"449 Amsterdam Avenue, Manhattan, NY",06/19/2020,40.784777000000005,-73.977124,Upper West Side
45,338,370,both,Two Hands Tribeca,Two Hands Tribeca LLC,Two Hands Tribeca,251,Church St,Manhattan,10013,"251 Church St, Manhattan, NY",06/19/2020,40.717868,-74.00562,SoHo-TriBeCa-Civic Center-Little Italy
46,339,371,both,Broome Street Bar,"Broome Street Bar, Inc.",Broome Street Bar,361-363,West Broadway,Manhattan,10013,"361-363 West Broadway, Manhattan, NY",06/19/2020,40.723079999999996,-74.00316,SoHo-TriBeCa-Civic Center-Little Italy
47,341,373,sidewalk,La Compagnie des Vins Surnaturels,Supernatural Wine Inc.,Supernatural Wine Inc.,249,Centre Street,Manhattan,10013,"249 Centre Street, Manhattan, NY",06/19/2020,40.720396,-73.99803,SoHo-TriBeCa-Civic Center-Little Italy
48,352,384,both,Toscana49,143cafe inc,Toscana49,143,East 49th street,Manhattan,10017,"143 East 49th street , Manhattan, NY",06/19/2020,40.755651,-73.972279,Turtle Bay-East Midtown
49,355,387,both,Wolf and lamb Steakhouse,Didan Netzach LLC.,Wolf and Lamb Steakhouse,16,east 48th street,Manhattan,10017,"16 east 48th street, Manhattan, NY",06/19/2020,40.756899,-73.97721999999999,Midtown-Midtown South
50,369,401,both,BARKING DOG,EASTSIDE BARKING DOG INC,EASTSIDE BARKING DOG,1678,3RD AVE,Manhattan,10028,"1678 3RD AVE, Manhattan, NY",06/19/2020,40.783989,-73.950226,Upper East Side-Carnegie Hill
51,384,416,both,Bar Coastal NYC,C&C First Ave Corp.,Bar Coastal NYC,1495,First Ave,Manhattan,10075,"1495 First Ave, Manhattan, NY",06/19/2020,40.771765,-73.953123,Lenox Hill-Roosevelt Island
52,392,424,both,MATSUNOYA,"MATSUYA NEW YORK, INC.",MATSUNOYA,131 EAST,45TH STREET,Manhattan,10017,"131 EAST 45TH STREET, Manhattan, NY",06/19/2020,40.753237,-73.974312,Turtle Bay-East Midtown
53,406,438,sidewalk,Gracies on 2nd,T & S restaurant LLC,Gracies on 2nd,300,E 86th Street,Manhattan,10028,"300 E 86th Street, Manhattan, NY",06/19/2020,40.777638,-73.95168199999999,Yorkville
54,415,447,both,BARKING DOG,EASTSIDE BARKING DOG INC,EASTSIDE BARKING DOG,1678,3RD AVE,Manhattan,10028,"1678  3RD AVE, Manhattan, NY",06/19/2020,40.783989,-73.950226,Upper East Side-Carnegie Hill
55,424,456,roadway,The Viand,EGS LLC,EGS LLC,517,Columbus Avenue,Manhattan,10024,"517 Columbus Avenue, Manhattan, NY",06/19/2020,40.785706,-73.97273299999999,Upper West Side
56,445,477,both,Osteria Delbianco,22 cafe inc,Osteria Delbianco,22,East 49th street,Manhattan,10017,"22  East 49th street , Manhattan, NY",06/19/2020,40.757486,-73.976664,Midtown-Midtown South
57,446,478,sidewalk,Lexington Candy Shop,Lexington Candy Shop Inc,Lexington Candy Shop Inc,1226,Lexington Avenue,Manhattan,10028,"1226  Lexington Avenue, Manhattan, NY",06/19/2020,40.777454,-73.957087,Upper East Side-Carnegie Hill
58,448,480,sidewalk,Ess-a-Bagel,"Ess-a-Bagel, Inc.",Ess-a-Bagel,831,3rd Ave,Manhattan,10022,"831 3rd Ave , Manhattan, NY",06/19/2020,40.756221999999994,-73.970467,Turtle Bay-East Midtown
59,452,484,both,mansion rest,yorkville mansion inc,yorkville mansion inc,1634,york ave,Manhattan,10028,"1634 york ave, Manhattan, NY",06/19/2020,40.775991999999995,-73.94706500000001,Yorkville
60,464,496,sidewalk,Mission Ceviche,Mission Ceviche UES Inc.,Mission Ceviche,1400,Second Avenue,Manhattan,10021,"1400 Second Avenue, Manhattan, NY",06/19/2020,40.76928,-73.957999,Lenox Hill-Roosevelt Island
61,472,504,both,harolds,HM Food Trade,Harold's,2,renwick street,Manhattan,10013,"2 renwick street, Manhattan, NY",06/19/2020,40.724463,-74.00859,SoHo-TriBeCa-Civic Center-Little Italy
62,477,509,both,Shoo Shoo Nolita,shoo shoo nolita LLC,Root Nolita LLC dba shoo shoo nolita LLC,371,Broome Street,Manhattan,10013,"371  Broome Street , Manhattan, NY",06/19/2020,40.720223,-73.996158,SoHo-TriBeCa-Civic Center-Little Italy
63,486,518,both,Sola Pasta Bar,330 WB Operations LLC,Sola Pasta Bar,330,West Broadway,Manhattan,10013,"330 West Broadway, Manhattan, NY",06/19/2020,40.722114000000005,-74.004008,SoHo-TriBeCa-Civic Center-Little Italy
64,488,520,both,EJ's Luncheonette,CSLL Rest Corp.,EJ's Luncheonette,1271,Third Ave,Manhattan,10021,"1271 Third Ave, Manhattan, NY",06/19/2020,40.770573999999996,-73.95999499999999,Lenox Hill-Roosevelt Island
65,501,533,both,IL Cortile Restaurant,Carmine Restaurant,IL Cortile Restaurant,125,Mulberry Street,Manhattan,10013,"125  Mulberry Street, Manhattan, NY",06/19/2020,40.71795,-73.99807,SoHo-TriBeCa-Civic Center-Little Italy
66,532,564,both,nish nush,tribeca hummus inc,nish nush,88,reade st,Manhattan,10013,"88 reade st, Manhattan, NY",06/19/2020,40.715559000000006,-74.007799,SoHo-TriBeCa-Civic Center-Little Italy
67,552,584,both,Sala Thai Restaurant,Sala Thai Restaurant,Sala Thai Restaurant,307,Amsterdam Ave,Manhattan,10023,"307 Amsterdam Ave, Manhattan, NY",06/19/2020,40.780194,-73.980466,Upper West Side
68,553,585,both,Sefton,Host 1373 llc DBA Sefton Bar,Sefton,1373,1st Avenue,Manhattan,10021,"1373 1st Avenue, Manhattan, NY",06/19/2020,40.768725,-73.955339,Lenox Hill-Roosevelt Island
69,558,590,sidewalk,"Five and Dime Hospitality, LLC","Five and Dime Hospitality, LLC","Five and Dime Hospitality, LLC",8,Park Place,Manhattan,10007,"8 Park Place, Manhattan, NY",06/19/2020,40.712709999999994,-74.008076,SoHo-TriBeCa-Civic Center-Little Italy
70,559,591,sidewalk,Restaurant Nippon,Wako Internarional Corporation,restaurant nippon,155,E52nd St,Manhattan,10022,"155  E52nd St, Manhattan, NY",06/19/2020,40.757518,-73.97088199999999,Turtle Bay-East Midtown
71,561,593,both,The Stags Head,Elevated Entertainment,Elevated Entertainment DBA The Stags Head,252,E 51 St,Manhattan,10022,"252 E 51 St, Manhattan, NY",06/19/2020,40.755953000000005,-73.96915,Turtle Bay-East Midtown
72,565,597,both,Caledonia,Brington Road LLC,Caledonia,424,Amsterdam Avenue,Manhattan,10024,"424 Amsterdam Avenue, Manhattan, NY",06/19/2020,40.784077,-73.977659,Upper West Side
73,567,599,roadway,Il Violino,COBP CORP,COBP CORP,180,Columbus Ave,Manhattan,10023,"180 Columbus Ave, Manhattan, NY",06/19/2020,40.774951,-73.98060100000001,Lincoln Square
74,579,611,sidewalk,Il Divo,"Valentino Milano UES, LLC",Il Divo,1347,2nd Avenue,Manhattan,10021,"1347 2nd Avenue, Manhattan, NY",06/19/2020,40.768029,-73.95894200000001,Lenox Hill-Roosevelt Island
75,585,617,both,Sushi Tsushima,"Go Nobu, Inc.",Sushi Tsushima,210,East 44th Street,Manhattan,10017,"210 East 44th Street, Manhattan, NY",06/19/2020,40.751847,-73.973014,Turtle Bay-East Midtown
76,591,623,sidewalk,Ateaz Organic Coffee and Tea,Gurupalah Inc,Ateaz Organic Coffee and Tea,1575,1575 Second ave,Manhattan,10028,"1575 1575 Second ave , Manhattan, NY",06/19/2020,,,
77,592,624,both,THE KATI ROLL COMPANY,TKRC6 LLC,THE KATI ROLL COMPANY,685,THIRD AVENUE,Manhattan,10017,"685 THIRD AVENUE, Manhattan, NY",06/19/2020,40.751616999999996,-73.97381899999999,Turtle Bay-East Midtown
78,598,630,sidewalk,Mexicoma,229 Restaurant Group LLC,Mexicoma,1633,2nd Avenue,Manhattan,10028,"1633  2nd Avenue, Manhattan, NY",06/19/2020,40.777004999999996,-73.95239000000001,Yorkville
79,604,636,both,Lazypoint NYC,"sprbar,inc",LazyPoint NYC,310,Spring Street,Manhattan,10013,"310 Spring Street, Manhattan, NY",06/19/2020,40.725932,-74.00859799999999,SoHo-TriBeCa-Civic Center-Little Italy
80,612,644,sidewalk,Sushi Azabu,Plan Do See Corporation,Sushi Azabu,428,Greenwich St,Manhattan,10013,"428 Greenwich St, Manhattan, NY",06/19/2020,40.722377,-74.009737,SoHo-TriBeCa-Civic Center-Little Italy
81,623,655,roadway,Laughing Man Coffee,"LM coffee & tea, llc",Laughing Man Coffee,184,Duane Street,Manhattan,10013,"184  Duane Street, Manhattan, NY",06/19/2020,40.717403000000004,-74.010245,SoHo-TriBeCa-Civic Center-Little Italy
82,626,658,sidewalk,Amaze,58asiancorp,Amaze,1066,First avenue,Manhattan,10022,"1066  First avenue , Manhattan, NY",06/19/2020,40.759071,-73.962355,Turtle Bay-East Midtown
83,637,669,both,BELLA LUNA RESTAURANT,BLTG PIZZA INC DBA BELLA LUNA,BLTG PIZZA INC DBA BELLA LUNA,574,574 Columbus Avenue,Manhattan,10024,"574 574 Columbus Avenue, Manhattan, NY",06/19/2020,,,
84,639,671,sidewalk,Hometown Hotpot & BBQ,Emmanuel NY Corp,Hometown Hotpot & BBQ,194,Grand Street,Manhattan,10013,"194 Grand Street, Manhattan, NY",06/19/2020,40.719218,-73.996955,SoHo-TriBeCa-Civic Center-Little Italy
85,649,681,sidewalk,Zawa Japanese,Zawa Japanese LLC,Zawa Japanese LLC,354 E,66th street,Manhattan,10065,"354 E  66th street, Manhattan, NY",06/19/2020,40.764447,-73.959886,Lenox Hill-Roosevelt Island
86,651,683,sidewalk,le cafe coffee,le cafe coffee 661 llc,le cafe coffee,611,lexington av,Manhattan,10022,"611 lexington av, Manhattan, NY",06/19/2020,40.758593,-73.97081999999999,Turtle Bay-East Midtown
87,655,687,both,Flame,Flame West 1 INC,Flame West 1 INC,100,West 82,Manhattan,10024,"100 West 82, Manhattan, NY",06/19/2020,,,
88,669,701,both,pasha turkish restaurant,pasha inc,pasha turkish restaurant,70 west,71st street,Manhattan,10023,"70 west 71st street , Manhattan, NY",06/19/2020,40.776414,-73.97856800000001,Lincoln Square
89,674,706,both,Carmines,Alicart,Alicart,2450,broadway,Manhattan,10024,"2450 broadway , Manhattan, NY",06/19/2020,40.791174,-73.97430899999999,Upper West Side
90,678,710,both,Cornerstone Tavern,Elevated Entertainment Restaurants LLC,Elevated Entertainment Restaurants LLC Cornerstone Tavern,961,2nd Ave,Manhattan,10022,"961  2nd Ave, Manhattan, NY",06/19/2020,40.755414,-73.968147,Turtle Bay-East Midtown
91,679,711,both,Hi-Life Bar & Grill,83/Amsterdam Restaurant Corp.,Hi-Life Bar & Grill,477,Amsterdam Avenue,Manhattan,10024,"477 Amsterdam Avenue, Manhattan, NY",06/19/2020,40.785592,-73.976535,Upper West Side
92,686,718,sidewalk,Le Moulin a Cafe,"Sequoia Tree, LLC",Le Moulin a Cafe,1439,York Avenue,Manhattan,10075,"1439 York Avenue, Manhattan, NY",06/19/2020,40.769706,-73.951677,Lenox Hill-Roosevelt Island
93,716,748,both,Maman Nomad,Maman Nomad LLC,Maman Nomad LLC,22W.,25th Street,Manhattan,10013,"22W. 25th Street, Manhattan, NY",06/19/2020,40.743365999999995,-73.989964,Hudson Yards-Chelsea-Flatiron-Union Square
94,725,757,sidewalk,Pizza Petes,Pizza Pete's LLC,Pizza Petes,528,Columbus Ave,Manhattan,10024,"528 Columbus Ave, Manhattan, NY",06/19/2020,40.786124,-73.972451,Upper West Side
95,731,763,both,The Odeon,"The Odeon, Inc",The Odeon,143-145,West Broadway,Manhattan,10013,"143-145  West Broadway, Manhattan, NY",06/19/2020,40.716945,-74.008088,SoHo-TriBeCa-Civic Center-Little Italy
96,740,772,sidewalk,PuTawn Local Thai Kitchen,KUMRAIMARC LLC,PUTAWN,1584,1st. Ave.,Manhattan,10028,"1584 1st. Ave. , Manhattan, NY",06/19/2020,40.774531,-73.951074,Yorkville
97,750,782,roadway,Tiny's & The Bar Upstairs,135 West B Food & Drink LLC,135 West B Food & Drink LLC,135,West Broadway,Manhattan,10013,"135  West Broadway , Manhattan, NY",06/19/2020,40.716759,-74.00823199999999,SoHo-TriBeCa-Civic Center-Little Italy
98,755,787,roadway,The Dead Poet,"Gumbull, LLC",The Dead Poet,450,Amsterdam Ave,Manhattan,10024,"450 Amsterdam Ave, Manhattan, NY",06/19/2020,40.784859000000004,-73.977092,Upper West Side
99,764,796,sidewalk,LAND THAI KITCHEN,MEE TUNG LLC,LAND THAI KITCHEN,450,AMSTERDAM AVE,Manhattan,10024,"450  AMSTERDAM AVE, Manhattan, NY",06/19/2020,40.784859000000004,-73.977092,Upper West Side
100,769,801,both,Kaffe 1668,Kaffe 2 Inc.,Kaffe 1668,401,Greenwich Street,Manhattan,10013,"401 Greenwich Street, Manhattan, NY",06/19/2020,40.720931,-74.01002199999999,SoHo-TriBeCa-Civic Center-Little Italy
101,776,808,roadway,Tomiño Taberna Gallega,TominoLLC,Tomiño Taberna Gallega,192,Grand Street,Manhattan,10013,"192 Grand Street, Manhattan, NY",06/19/2020,40.719243,-73.997027,SoHo-TriBeCa-Civic Center-Little Italy
102,778,810,both,Tony's DiNapoli,64th & 3rd Enterprises LLC,Tony's DiNapoli,1081,3rd Avenue,Manhattan,10065,"1081 3rd Avenue, Manhattan, NY",06/19/2020,40.764389,-73.9645,Lenox Hill-Roosevelt Island
103,779,811,both,Maman,Sugar Beets Inc.,Maman,237-239,Centre Street,Manhattan,10013,"237-239 Centre Street, Manhattan, NY",06/19/2020,40.720151,-73.998232,SoHo-TriBeCa-Civic Center-Little Italy
104,789,821,sidewalk,SUTTON CAFE RESTAURANT,JASEM RESTAURANT INC,SUTTON CAFE,1026,FIRST AVENUE,Manhattan,10022,"1026 FIRST AVENUE, Manhattan, NY",06/19/2020,40.757782,-73.96329399999999,Turtle Bay-East Midtown
105,795,827,both,3 Guys Restaurant,Zanimad food corp,3 guys restaurant,960,Madison ave,Manhattan,10021,"960 Madison ave, Manhattan, NY",06/19/2020,40.773981,-73.963841,Upper East Side-Carnegie Hill
106,797,829,sidewalk,Antonucci Cafe,"Virgilia Cafe, Inc",Antonucci Cafe,168-70,E 81st St,Manhattan,10028,"168-70 E 81st St, Manhattan, NY",06/19/2020,40.775911,-73.957092,Upper East Side-Carnegie Hill
107,814,846,both,Grotta Azzurra,"Grotta Azzurra Inn, Inc.","Grotta Azzurra Inn, Inc.",177,Mulberry Street,Manhattan,10013,"177   Mulberry Street, Manhattan, NY",06/19/2020,40.72033,-73.996916,SoHo-TriBeCa-Civic Center-Little Italy
108,815,847,both,eats,mjaj food corp,eats,1055,LEXINGTON AVE,Manhattan,10021,"1055 LEXINGTON AVE, Manhattan, NY",06/19/2020,40.772273,-73.96084599999999,Upper East Side-Carnegie Hill
109,829,861,both,Mudville 9,Captain Mike's Seafood Restaurant,Mudville 9,126,Chambers Street,Manhattan,10007,"126 Chambers Street, Manhattan, NY",06/19/2020,40.715307,-74.008791,SoHo-TriBeCa-Civic Center-Little Italy
110,832,864,both,Cafe Luxembourg,"Streator, Inc",Cafe Luxembourg,200,West 70th St,Manhattan,10013,"200 West 70th St, Manhattan, NY",06/19/2020,40.777471999999996,-73.983016,Lincoln Square
111,843,875,both,Ward III,"Ward 3, LLC",Ward III,111,Reade Street,Manhattan,10013,"111 Reade Street, Manhattan, NY",06/19/2020,40.715817,-74.00841199999999,SoHo-TriBeCa-Civic Center-Little Italy
112,850,882,roadway,Randolph Beer,"343 Broome Street Restaurant, Inc.",Randolph Beer,343,Broome Street,Manhattan,10013,"343 Broome Street, Manhattan, NY",06/19/2020,40.719657,-73.99476899999999,SoHo-TriBeCa-Civic Center-Little Italy
113,860,892,both,EL MITOTE,BIROTE CORPORATION,EL MITOTE,208,COLUMBUS AVE,Manhattan,10023,"208 COLUMBUS AVE, Manhattan, NY",06/19/2020,40.775799,-73.979987,Lincoln Square
114,865,897,both,Tomiño Taberna Gallega,Tomino LLC,Tomiño Taberna Gallega,192,Grand Street,Manhattan,10013,"192 Grand Street, Manhattan, NY",06/19/2020,40.719243,-73.997027,SoHo-TriBeCa-Civic Center-Little Italy
115,866,898,both,Italian Village Pizza & Restaurant,JGL Restaurant Corp,Italian Village Pizza,1494,1st Ave,Manhattan,10075,"1494  1st Ave, Manhattan, NY",06/19/2020,40.771559,-73.953246,Lenox Hill-Roosevelt Island
116,873,905,sidewalk,Ateaz Organic Coffee and Tea,Guru Palah Inc,Ateaz Organic Coffee and Tea,1575,1575 second avenue,Manhattan,10028,"1575 1575 second avenue , Manhattan, NY",06/19/2020,,,
117,884,916,sidewalk,Gregorys Coffee,1273 First Coffee and Bakery LLC,1273 First Coffee and Bakery LLC,1273,First Avenue,Manhattan,10065,"1273 First Avenue, Manhattan, NY",06/19/2020,40.765615999999994,-73.957608,Lenox Hill-Roosevelt Island
118,894,926,roadway,L’angolo Ristorante,Thana Rest Inc,L’angolo Ristorante,190a,Duane Street,Manhattan,10013,"190a  Duane Street , Manhattan, NY",06/19/2020,40.717423,-74.01039300000001,SoHo-TriBeCa-Civic Center-Little Italy
119,915,947,sidewalk,Friedmans Restaurant,"PAG 72, LLC.",Friedmans Restaurant,130,West 72nd Street,Manhattan,10023,"130 West 72nd Street, Manhattan, NY",06/19/2020,40.777938,-73.980065,Lincoln Square
120,930,962,sidewalk,Uva,"By The Glass, Inc",Uva,1486,Second Avenue,Manhattan,10075,"1486  Second Avenue, Manhattan, NY",06/19/2020,40.772334,-73.955773,Lenox Hill-Roosevelt Island
121,935,967,roadway,da Gennaro restaurant,akram restaurant management,da gennaro,129,mulberry,Manhattan,10013,"129  mulberry, Manhattan, NY",06/19/2020,,,
