,blank,objectid,seating_interest,restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,nta
856,7539,7592,sidewalk,Mulberry & Vine,"Yummy Meep, LLC",Mulberry & Vine,71,Warren Street,Manhattan,10007,"71 Warren Street, Manhattan, NY",07/07/2020,40.715078999999996,-74.009989,SoHo-TriBeCa-Civic Center-Little Italy
857,7540,7593,both,BUBBY'S,BUBBY'S PIE CO INC,BUBBY'S,1120,HUDSON ST,Manhattan,10013,"1120 HUDSON ST, Manhattan, NY",07/07/2020,,,
858,7543,7596,both,Parm,"Parm Upper West, LLC","Parm Upper West, LLC",235,Columbus,Manhattan,10023,"235 Columbus, Manhattan, NY",07/07/2020,,,
859,7553,7606,both,Mumtaz Indinan Cusine,Jhorna Restaurant INC,Mumtaz Indian Cusine,1582,York Avenue,Manhattan,10028,"1582 York Avenue, Manhattan, NY",07/07/2020,40.774236,-73.948349,Yorkville
860,7559,7613,both,Dai Hachi Sushi & Bar Corp.,Dai Hachi Sushi & Bar Corp.,Dai Hachi Sushi & Bar Corp.,1074,Second Ave.,Manhattan,10022,"1074 Second Ave., Manhattan, NY",07/07/2020,40.758967999999996,-73.965528,Turtle Bay-East Midtown
861,7573,7627,sidewalk,Yiwanmen,Chongqing Noodle Inc,Chongqing Noodle Inc,150-152,Mott Street,Manhattan,10013,"150-152 Mott Street, Manhattan, NY",07/07/2020,40.719281,-73.996374,SoHo-TriBeCa-Civic Center-Little Italy
862,7581,7635,both,Luna Rossa,347East85Partners LLC,Luna Rossa,347 East,347 East 85 Street 347 East 85 Street,Manhattan,10028,"347 East 347 East 85 Street 347 East 85 Street, Manhattan, NY",07/07/2020,,,
863,7583,7637,sidewalk,Bel Ami,VL Delights LLC,Bel Ami,30,East 68th Street,Manhattan,10065,"30 East 68th Street, Manhattan, NY",07/07/2020,40.769121000000005,-73.967086,Upper East Side-Carnegie Hill
864,7589,7643,both,Celeste Restaurant,Romagica Corp,Romagica Corp,502,Amsterdam Ave,Manhattan,10024,"502 Amsterdam Ave, Manhattan, NY",07/07/2020,40.786555,-73.975852,Upper West Side
865,7601,7655,roadway,Panca,Panzi Enterprises llc,Panca,92,7th ave south,Manhattan,10013,"92 7th ave south, Manhattan, NY",07/07/2020,40.732796,-74.003262,West Village
866,7603,7657,both,Nargila Grill,Nargila Grill NYC Inc,Nargila Grill NYC Inc,1599,York Avenue,Manhattan,10028,"1599 York Avenue , Manhattan, NY",07/07/2020,40.77495,-73.94785,Yorkville
867,7606,7660,both,ELI'S ESSENTIALS,EAT MADISON LLC,ELI'S ESSENTIALS,922,MADISON AVE,Manhattan,10021,"922  MADISON AVE, Manhattan, NY",07/08/2020,40.772696999999994,-73.964781,Upper East Side-Carnegie Hill
868,7610,7664,both,Friedman's,PAG 72nd street inc,Friedman's,130,W 72nd street,Manhattan,10023,"130 W 72nd street, Manhattan, NY",07/08/2020,40.777938,-73.980065,Lincoln Square
869,7614,7668,sidewalk,Macchiato Espresso Bar,"Macchiato III, LLC",Macchiato Espresso Bar,565,5th Avenue,Manhattan,10017,"565 5th Avenue, Manhattan, NY",07/08/2020,40.755883000000004,-73.97850600000001,Midtown-Midtown South
870,7615,7669,sidewalk,Macchiato,"Macchiato III, LLC",Macchiato Espresso Bar,565,5th Avenue,Manhattan,10017,"565  5th Avenue, Manhattan, NY",07/08/2020,40.755883000000004,-73.97850600000001,Midtown-Midtown South
871,7632,7686,sidewalk,ESSEN,NY H&H 1990 Corp.,ESSEN,290,Madison Ave,Manhattan,10017,"290 Madison Ave, Manhattan, NY",07/08/2020,40.751835,-73.980005,Murray Hill-Kips Bay
872,7656,7710,roadway,Bondurants,KEVRYN LLC,Bondurants,303,E 85TH STREET,Manhattan,10028,"303 E 85TH STREET, Manhattan, NY",07/08/2020,40.777037,-73.95184499999999,Yorkville
873,7662,7716,roadway,Takeshi Sushi,Takeshi Sushi LLC,Kintsugi,28,Grand Street,Manhattan,10013,"28  Grand Street, Manhattan, NY",07/08/2020,40.722840999999995,-74.004719,SoHo-TriBeCa-Civic Center-Little Italy
874,7669,7723,sidewalk,Eclair bakery,Eclair bakery Corp,Eclair bakery Corp,305,East 53rd street,Manhattan,10022,"305 East 53rd street, Manhattan, NY",07/08/2020,40.756591,-73.966724,Turtle Bay-East Midtown
875,7677,7731,both,Roxy Hotel,"Tribeca Grand Hotel, Inc.","Tribeca Grand Hotel, Inc.",2,Avenue of Americas - Church Street Frontage,Manhattan,10013,"2 Avenue of Americas - Church Street Frontage , Manhattan, NY",07/08/2020,,,
876,7685,7739,roadway,Isle of Capri,Caffe Isle of Capri Inc.,Isle of Capri,1028,3rd Avenue,Manhattan,10065,"1028  3rd Avenue, Manhattan, NY",07/08/2020,40.762715,-73.96575,Upper East Side-Carnegie Hill
877,7689,7743,sidewalk,Tauro Restaurant,Masster Restaurant Corp,Masster Restaurant Corp,284,Hudson,Manhattan,10013,"284 Hudson, Manhattan, NY",07/08/2020,,,
878,7691,7745,sidewalk,Pret A Manger,Pret A Manger (USA) Limited,Pret A Manger,1320,York Avenue,Manhattan,10021,"1320 York Avenue, Manhattan, NY",07/08/2020,40.765826000000004,-73.954481,Lenox Hill-Roosevelt Island
879,7692,7746,sidewalk,Pret A Manger,Pret A Manger (USA) Limited,Pret A Manger,639,Third Avenue,Manhattan,10017,"639 Third Avenue, Manhattan, NY",07/08/2020,40.750196,-73.974851,Turtle Bay-East Midtown
880,7703,7757,both,prince tea house,bowery tea house inc,prince tea house,134,bowery,Manhattan,10013,"134 bowery , Manhattan, NY",07/08/2020,40.7189,-73.994639,SoHo-TriBeCa-Civic Center-Little Italy
881,7706,7760,both,Noodle Village,W & G Noodle Village inc,W & G Noodle Village inc,13,Mott st.,Manhattan,10013,"13 Mott st., Manhattan, NY",07/08/2020,40.714127000000005,-73.99874799999999,Chinatown
882,7746,7800,both,t bar,lenox room corp,tbar,1408,1278 third avenue,Manhattan,10021,"1408 1278 third avenue, Manhattan, NY",07/08/2020,,,
883,7761,7815,both,Sushi Ishikawa,DH and Sons Inc,Sushi Ishikawa,419,E 74th St,Manhattan,10021,"419 E 74th St, Manhattan, NY",07/08/2020,40.768862,-73.95440699999999,Lenox Hill-Roosevelt Island
884,7768,7822,sidewalk,SUSHIGAMA,SUSHIGAMA,SUSHIGAMA,1403,2nd Ave,Manhattan,10021,"1403 2nd Ave, Manhattan, NY",07/08/2020,40.769632,-73.957768,Lenox Hill-Roosevelt Island
885,7779,7833,roadway,KO Sushi,Great Lakes NY NY Inc,Great Lakes NY NY Inc,1329,2nd Ave,Manhattan,10021,"1329 2nd Ave, Manhattan, NY",07/09/2020,40.767593,-73.959263,Lenox Hill-Roosevelt Island
886,7806,7860,roadway,Udon West 46,"Sakaba, Inc.",Udon West 46,150,East 46th Street,Manhattan,10017,"150 East 46th Street, Manhattan, NY",07/09/2020,40.753719,-73.973561,Turtle Bay-East Midtown
887,7810,7864,both,Udon West 46,"Sakaba, Inc.",Udon West 46,150,East 46th Street,Manhattan,10017,"150 East 46th Street, Manhattan, NY",07/09/2020,40.753719,-73.973561,Turtle Bay-East Midtown
888,7815,7869,sidewalk,URBANSPACE 570 LEX FOODHALL,URBANSPACE 570 LEXINGTON LLC,URBANSPACE 570 LEX,570,LEXINGTON,Manhattan,10022,"570 LEXINGTON, Manhattan, NY",07/09/2020,,,
889,7817,7871,sidewalk,ADYAR ANANDA BHAVAN,ADYAR ANANDA BHAVAN CORP,ADYAR ANANDA BHAVAN CORP,1071,1ST AVENUE,Manhattan,10022,"1071  1ST AVENUE, Manhattan, NY",07/09/2020,40.759246999999995,-73.96225,Turtle Bay-East Midtown
890,7820,7874,both,Amura Japanese restaurant,Amura Japanese restaurant,Amura Japanese restaurant,1567,Second Avenue,Manhattan,10028,"1567  Second Avenue, Manhattan, NY",07/09/2020,40.774903,-73.953923,Yorkville
891,7827,7881,both,Barbaresco,L’antico inc,Barbaresco,843,Lexington Avenue,Manhattan,10065,"843 Lexington Avenue , Manhattan, NY",07/09/2020,40.765484,-73.965795,Upper East Side-Carnegie Hill
892,7839,7893,sidewalk,CHOPT,CHOPT CREATIVE SALAD COMPANY,CHOPT CREATIVE SALAD COMPANY,1376,3rd Avenue,Manhattan,10075,"1376 3rd Avenue, Manhattan, NY",07/09/2020,40.773776,-73.957678,Upper East Side-Carnegie Hill
893,7865,7919,sidewalk,the ribbon,"the ribbon worldwide ,llc","the ribbon worldwide ,llc",20 west,72 str,Manhattan,10023,"20 west 72 str, Manhattan, NY",07/09/2020,40.776727,-73.977188,Lincoln Square
894,7877,7931,sidewalk,Quality Eats,"Bacon & Bagels, LLC",Quality Eats,1496,Second Avenue,Manhattan,10075,"1496  Second Avenue, Manhattan, NY",07/09/2020,40.772557,-73.955614,Lenox Hill-Roosevelt Island
895,7911,7965,both,SOUVLAKI GR KOUZINA,"SOUVLAKERIE, LLC",SOUVLAKI GR KOUZINA,231,EAST 53RD STREET,Manhattan,10022,"231 EAST 53RD STREET, Manhattan, NY",07/09/2020,40.757366,-73.968572,Turtle Bay-East Midtown
896,7916,7970,both,Budapest Cafe,B&E Pastries Inc,B&E Pastries Inc (DBA) Andre's Cafe,1631,2nd Ave.,Manhattan,10028,"1631  2nd Ave., Manhattan, NY",07/09/2020,40.776955,-73.952426,Yorkville
897,7922,7976,both,Yiwanmen,Chongqin Noodle Inc,Chongqin Noodle Inc,150-152,Mott Street,Manhattan,10013,"150-152 Mott Street, Manhattan, NY",07/09/2020,40.719281,-73.996374,SoHo-TriBeCa-Civic Center-Little Italy
898,7924,7978,sidewalk,Daniel,65th Street Restaurant LLC,Daniel,60,East 65th Street,Manhattan,10065,"60 East 65th Street, Manhattan, NY",07/09/2020,40.767036,-73.96797099999999,Upper East Side-Carnegie Hill
899,7941,7995,roadway,new york canton lounge,ming li,ming li,70,mott street,Manhattan,10013,"70 mott street, Manhattan, NY",07/10/2020,40.716246000000005,-73.998103,Chinatown
900,7944,7998,roadway,Now or Never Coffee,Bell's LLC,Now or Never Coffee,30,Grand Street,Manhattan,10013,"30  Grand Street, Manhattan, NY",07/10/2020,40.722817,-74.00465799999999,SoHo-TriBeCa-Civic Center-Little Italy
901,7955,8009,both,Bodhi Kosher Vegetarian,Buddha Bodai Two Kosher Vegetarian Restaurant,Buddha Bodai Two Kosher Vegetarian Restaurant,77,Mulberry Street,Manhattan,10013,"77 Mulberry Street, Manhattan, NY",07/10/2020,40.716336,-73.999077,Chinatown
902,7959,8013,sidewalk,Ten westside corp.,Ten westside corp.,Essen,160,Varick street,Manhattan,10013,"160 Varick street, Manhattan, NY",07/10/2020,40.726615,-74.005617,SoHo-TriBeCa-Civic Center-Little Italy
903,7975,8029,roadway,Deux  Amis,Thafath inc,Thafath inc,356 E 51,51st Str,Manhattan,10022,"356 E 51 51st Str, Manhattan, NY",07/10/2020,,,
904,8008,8062,both,Green Cafe,36 East 58 Street  New York Food Co Inc,Green Cafe,36 East,58 Street,Manhattan,10022,"36 East 58 Street, Manhattan, NY",07/10/2020,40.762834000000005,-73.971583,Midtown-Midtown South
905,8010,8064,sidewalk,Little italy pizza,little italy 23 inc,little italy pizza,958,3rd ave,Manhattan,10022,"958 3rd ave, Manhattan, NY",07/11/2020,40.760489,-73.967292,Turtle Bay-East Midtown
906,8023,8077,roadway,Buona notte,Mahant 118,Mahant 118,118,Mulberry,Manhattan,10013,"118 Mulberry , Manhattan, NY",07/11/2020,,,
907,8027,8081,roadway,Thai Son,Thai Son Restaurant Inc.,Thai Son Restaurant Inc.,89,Baxter Street,Manhattan,10013,"89 Baxter Street, Manhattan, NY",07/11/2020,40.716904,-73.999697,Chinatown
908,8034,8088,both,Wo Hop,Wo Hop 17,Wo Hop 17,17,Mott St,Manhattan,10013,"17 Mott St, Manhattan, NY",07/11/2020,40.71425,-73.998766,Chinatown
909,8035,8089,both,Wo Hop Next Door,Wo Hop Next Door,Wo Hop Next Door,15,Mott St,Manhattan,10013,"15 Mott St, Manhattan, NY",07/11/2020,40.714187,-73.998756,Chinatown
910,8036,8090,sidewalk,Little Italy Pizza,Chambers Church Pizza Inc,Little Italy Pizza,154,Church St,Manhattan,10007,"154  Church St, Manhattan, NY",07/11/2020,40.715007,-74.007889,SoHo-TriBeCa-Civic Center-Little Italy
911,8037,8091,sidewalk,little italy pizza,sherman square pizza inc,little italy pizza,2047,broadway,Manhattan,10023,"2047 broadway, Manhattan, NY",07/11/2020,40.777642,-73.98238,Lincoln Square
912,8041,8095,sidewalk,SUSHI ANN,SUSHI EM LLC,SUSHI ANN,38 East,51st Street,Manhattan,10022,"38 East 51st Street, Manhattan, NY",07/11/2020,40.758281,-73.97466800000001,Midtown-Midtown South
913,8049,8103,both,Wonton Noodle Garden,Sunrise 56 Corp,Wonton Noodle Garden,56,Mott St,Manhattan,10013,"56 Mott St, Manhattan, NY",07/11/2020,40.715905,-73.998312,Chinatown
914,8071,8126,both,Friedmans Restaurant,PAG 72 STREET,FRIEDMANS,132,72,Manhattan,10023,"132 72, Manhattan, NY",07/12/2020,,,
915,8086,8141,both,San matteo pizzeria e cucina,Campania Felix,Campania Felix,1559,2nd Avenue,Manhattan,10028,"1559 2nd Avenue , Manhattan, NY",07/12/2020,40.774565,-73.954172,Yorkville
916,8090,8145,both,The Daisy,The Tequila Gastropub LLC,The Daisy,251,East 85th Street,Manhattan,10028,"251 East 85th Street, Manhattan, NY",07/12/2020,40.777665999999996,-73.953339,Yorkville
917,8091,8146,both,The Daisy,The Tequila Gastropub LLC,The Daisy,1641,2nd Avenue,Manhattan,10028,"1641 2nd Avenue, Manhattan, NY",07/12/2020,40.777353000000005,-73.952134,Yorkville
918,8094,8149,sidewalk,West side cafe corp,West side cafe corp,West side cafe corp,323,Church st,Manhattan,10013,"323 Church st, Manhattan, NY",07/12/2020,40.72016,-74.003813,SoHo-TriBeCa-Civic Center-Little Italy
919,8098,8153,roadway,Tiramisu Restaurant,Tiramisu Restaurant LLC,Tiramisu Restaurant LLC,1410,Third Avenue,Manhattan,10028,"1410  Third Avenue, Manhattan, NY",07/12/2020,40.77511,-73.956703,Upper East Side-Carnegie Hill
920,8101,8156,sidewalk,Zucker's Bagels,Zucker's Bagels Grand Central LLC,Zucker's Bagels Grand Central LLC,370,Lexington Ave,Manhattan,10017,"370  Lexington Ave , Manhattan, NY",07/13/2020,40.750646,-73.976641,Murray Hill-Kips Bay
921,8103,8158,sidewalk,The Little Beet,"LB 320 Park, LLC","LB 320 Park, LLC",320,Park Ave,Manhattan,10022,"320  Park Ave, Manhattan, NY",07/13/2020,40.75745,-73.973798,Midtown-Midtown South
922,8113,8168,both,Smiley's deli,"Lexington Fresh Farm, inc.","Lexington Fresh Farm, inc.",802 #1,lexington avenye,Manhattan,10065,"802 #1 lexington avenye, Manhattan, NY",07/13/2020,,,
923,8114,8169,both,PATSY'S PIZZERIA,1279 1ST AVE LLC,PATSY'S PIZZERIA,1279,1ST AVE,Manhattan,10065,"1279  1ST AVE, Manhattan, NY",07/13/2020,40.765781,-73.957488,Lenox Hill-Roosevelt Island
924,8122,8177,both,tiramisu restaurant,tiramisu restaurant llc,tiramisu restaurant llc,1410,Third Avenue,Manhattan,10028,"1410 Third Avenue, Manhattan, NY",07/13/2020,40.77511,-73.956703,Upper East Side-Carnegie Hill
925,8127,8182,sidewalk,Elim Deli Cafe,"Elim Deli Cafe, Inc.",Elim Deli Cafe,851,Lexington Avenue,Manhattan,10065,"851 Lexington Avenue, Manhattan, NY",07/13/2020,40.76563,-73.965691,Upper East Side-Carnegie Hill
926,8133,8188,sidewalk,Subway,"Trading post of Broadway, inc",SUBWAY,250,Park Place,Manhattan,10007,"250 Park Place, Manhattan, NY",07/13/2020,,,
927,8135,8190,sidewalk,Elim Bistro,"Elim Bistro, Inc.",Elim Bistro,11,Park Place,Manhattan,10007,"11 Park Place, Manhattan, NY",07/13/2020,40.712828,-74.008296,SoHo-TriBeCa-Civic Center-Little Italy
928,8136,8191,both,Campagna Quattro Gatti,Tonino 205 East Inc,Tonino 205 East Inc,205,East 81st Street,Manhattan,10028,"205  East 81st Street, Manhattan, NY",07/13/2020,40.775439,-73.955926,Yorkville
929,8151,8206,sidewalk,PureKtchn,H&H PureKtchn,PureKtchn,649,Lexington Ave.,Manhattan,10022,"649 Lexington Ave., Manhattan, NY",07/13/2020,40.759381,-73.970246,Turtle Bay-East Midtown
930,8166,8221,roadway,Bayard Sushi,Bayard Sushi,Bayard Sushi,83,Bayard St.,Manhattan,10013,"83 Bayard St., Manhattan, NY",07/13/2020,40.715754,-73.998871,Chinatown
931,8176,8231,both,Galli,45 Mercer Restaurant LLC,Galli,45,Mercer St,Manhattan,10013,"45  Mercer St, Manhattan, NY",07/13/2020,40.721573,-74.001187,SoHo-TriBeCa-Civic Center-Little Italy
932,8178,8233,sidewalk,Allora,Vuthaj LLC,Allora,145,E 47 th Street,Manhattan,10017,"145  E 47 th Street, Manhattan, NY",07/13/2020,,,
933,8202,8257,both,SUSHI ANN,SUSHI EM LLC,SUSHI ANN,38 East,51 Street,Manhattan,10022,"38 East 51 Street, Manhattan, NY",07/13/2020,40.758281,-73.97466800000001,Midtown-Midtown South
934,8203,8258,both,Delizia Restaurant Corp.,Delizia Restaurant Corp.,Delizia Restaurant Corp.,1374,1avenue,Manhattan,10021,"1374  1avenue, Manhattan, NY",07/13/2020,40.768755,-73.955292,Lenox Hill-Roosevelt Island
935,8227,8282,sidewalk,jardino italian cafe,Skyrose Inc,Skyrose Inc,1159,Third Avenue,Manhattan,10065,"1159 Third Avenue, Manhattan, NY",07/13/2020,40.766845,-73.96270799999999,Lenox Hill-Roosevelt Island
936,8229,8284,sidewalk,Civic Deli,Elim Eatery Corp.,Civic Deli,111,Worth Street,Manhattan,10013,"111 Worth Street, Manhattan, NY",07/14/2020,40.715828,-74.003539,SoHo-TriBeCa-Civic Center-Little Italy
937,8231,8286,both,SOUP & GYRO,SOUP & GYRO,SOUP & GYRO,178,CHURCH ATREET,Manhattan,10013,"178 CHURCH ATREET, Manhattan, NY",07/14/2020,,,
938,8242,8297,both,Oaxaca,Oaxaca Amsterdam LLC,Oaxaca Amsterdam LLC,424,Amsterdam Ave,Manhattan,10024,"424 Amsterdam Ave, Manhattan, NY",07/14/2020,40.784077,-73.977659,Upper West Side
939,8243,8298,both,Caladonia,Caladonia,Caladonia,424,Amsterdam Ave,Manhattan,10024,"424 Amsterdam Ave, Manhattan, NY",07/14/2020,40.784077,-73.977659,Upper West Side
940,8244,8299,both,Island Burgers,Island Burgers,Island Burgers,422,Amsterdam Ave,Manhattan,10024,"422 Amsterdam Ave, Manhattan, NY",07/14/2020,40.784028,-73.977695,Upper West Side
941,8265,8320,both,Allora,Vuthaj LLC,Allora,145,E 47 th street,Manhattan,10017,"145 E 47 th street, Manhattan, NY",07/14/2020,,,
942,8280,8335,both,Oda House,Oda House UES INC,Oda House UES INC,406,East 73rd street,Manhattan,10021,"406 East 73rd street, Manhattan, NY",07/14/2020,40.768297,-73.955072,Lenox Hill-Roosevelt Island
943,8282,8337,roadway,Kong Sihk Tong,Emma s place inc,Kong Sihk Tong,65,Bayard Street,Manhattan,10013,"65 Bayard Street, Manhattan, NY",07/14/2020,40.715477,-73.998081,Chinatown
944,8300,8355,sidewalk,Hampton Chutney Co.,Dosa LLC,Hampton Chutney Co.,143,Grand St,Manhattan,10013,"143 Grand St, Manhattan, NY",07/14/2020,40.720217,-73.999437,SoHo-TriBeCa-Civic Center-Little Italy
945,8310,8365,both,Ravagh Persian Grill,"First Avenue Persian Grille, Inc",Ravagh Persian Grill,1135,First Ave,Manhattan,10065,"1135 First Ave, Manhattan, NY",07/14/2020,40.761632,-73.960502,Lenox Hill-Roosevelt Island
946,8313,8368,sidewalk,Chalait,Chalait UWS LLC,Chalait UWS LLC,461,Amsterdam Avenue,Manhattan,10024,"461 Amsterdam Avenue, Manhattan, NY",07/14/2020,40.785235,-73.976792,Upper West Side
947,8316,8371,roadway,Xian Famous Foods,Lou Guan Tai Inc,Xian Famous Foods,328,E 78th St,Manhattan,10075,"328 E 78th St, Manhattan, NY",07/14/2020,40.772298,-73.95473,Lenox Hill-Roosevelt Island
948,8321,8376,roadway,Friedmans,PAG 72 Street,Friedmans,134,72,Manhattan,10023,"134 72, Manhattan, NY",07/14/2020,,,
949,8327,8382,both,Flor de Mayo,Flor de Mar Inc,Flor de Mar Inc,484,Amsterdam Ave,Manhattan,10024,"484 Amsterdam Ave , Manhattan, NY",07/14/2020,40.785942999999996,-73.9763,Upper West Side
950,8340,8395,both,Her Name Was Carmen,Paraiso Group LLC,Her Name Was Carmen,525,Broome St,Manhattan,10013,"525 Broome St, Manhattan, NY",07/14/2020,40.723862,-74.004015,SoHo-TriBeCa-Civic Center-Little Italy
951,8344,8399,sidewalk,matsu sushi,purple sushi,matsu sushi,483,483 Columbus Avenue,Manhattan,10024,"483  483 Columbus Avenue, Manhattan, NY",07/14/2020,,,
952,8354,8409,both,Anand Indian cuisine,Anand restaurant Nyc inc,Anand restaurant Nyc inc,304,E 78,Manhattan,10075,"304 E 78, Manhattan, NY",07/14/2020,,,
953,8357,8412,both,Sophie's Restaurant,MM Enterprises LLC,MM Enterprises LLC,369,Lexington Ave,Manhattan,10017,"369 Lexington Ave, Manhattan, NY",07/14/2020,40.750583,-73.976663,Murray Hill-Kips Bay
954,8359,8414,both,Sophie's Restaurant,MM Enterprises LLC,Sophie's Cuban Cuisine,369,Lexington Ave,Manhattan,10017,"369  Lexington Ave, Manhattan, NY",07/14/2020,40.750583,-73.976663,Murray Hill-Kips Bay
955,8371,8426,sidewalk,Gregorys Coffee,880 Third Coffee and Bakery LLC,880 Third Coffee and Bakery LLC,880,Third Avenue,Manhattan,10022,"880 Third Avenue, Manhattan, NY",07/15/2020,40.757909999999995,-73.969254,Turtle Bay-East Midtown
956,8375,8430,roadway,Greecologies,Broome LLC,Broome LLC,379,Broome Street,Manhattan,10013,"379 Broome Street, Manhattan, NY",07/15/2020,40.720352,-73.99647900000001,SoHo-TriBeCa-Civic Center-Little Italy
957,8376,8431,roadway,Greecologies,Broome LLC,Broome LLC,379,Broome Street,Manhattan,10013,"379 Broome Street, Manhattan, NY",07/15/2020,40.720352,-73.99647900000001,SoHo-TriBeCa-Civic Center-Little Italy
958,8378,8433,sidewalk,Da Raffaele,Raffanna LLC,Da Raffaele,883,1st Ave,Manhattan,10017,"883 1st Ave, Manhattan, NY",07/15/2020,40.753525,-73.966426,Turtle Bay-East Midtown
959,8395,8450,both,Francesco's Pizza,FAV PIzza,FAV PIzza,186,Columbus Ave,Manhattan,10023,"186 Columbus Ave, Manhattan, NY",07/15/2020,40.775096999999995,-73.980496,Lincoln Square
960,8396,8451,roadway,Tamam,Veg On Lex LLC,Tamam,1108,Lexington Ave,Manhattan,10075,"1108 Lexington Ave, Manhattan, NY",07/15/2020,40.773939,-73.959653,Upper East Side-Carnegie Hill
961,8398,8453,both,Apotheke,Apotheke LLC,Apotheke LLC,9,Doyers St,Manhattan,10013,"9 Doyers St, Manhattan, NY",07/15/2020,40.714448,-73.998131,Chinatown
962,8410,8466,sidewalk,Ralph's Coffee,Ralph Lauren Retail Inc.,Ralph Lauren Retail Inc.,888,Madison Avenue,Manhattan,10022,"888 Madison Avenue, Manhattan, NY",07/15/2020,40.77163,-73.96555699999999,Upper East Side-Carnegie Hill
963,8424,8480,roadway,Bodrum,TB 584 AMSTERDAM REST. CORP,Bodrum,584,AMSTERDAM AVE,Manhattan,10024,"584   AMSTERDAM AVE, Manhattan, NY",07/15/2020,40.789159999999995,-73.973952,Upper West Side
964,8460,8516,both,SUSHIGAMA,SUSHIGAMA,SUSHIGAMA,1403,2nd Ave,Manhattan,10021,"1403 2nd Ave , Manhattan, NY",07/15/2020,40.769632,-73.957768,Lenox Hill-Roosevelt Island
965,8478,8534,both,FYAHBUN CREATIVE LLC,FYAHBUN CREATIVE LLC,FYAHBUN CREATIVE LLC,325,48TH STREET,Manhattan,10017,"325 48TH STREET, Manhattan, NY",07/15/2020,,,
966,8482,8538,sidewalk,Bua Thai Ramen & Robata Grill,Sirichai Inc,Bua Thai Ramen & Robata Grill,1611,2nd ave,Manhattan,10028,"1611 2nd ave, Manhattan, NY",07/16/2020,40.776302,-73.952907,Yorkville
967,8510,8566,roadway,Nice Matin,Renolta LLC,Renolta LLC,201,West 79th Street,Manhattan,10024,"201  West 79th Street, Manhattan, NY",07/16/2020,40.783251,-73.978555,Upper West Side
968,8521,8577,roadway,456 New Shanghai Inc,456 New Shanghai Inc,456 New Shanghai Inc,69,Mott Street,Manhattan,10013,"69 Mott Street, Manhattan, NY",07/16/2020,40.716174,-73.998171,Chinatown
969,8524,8580,both,Don Filippo Restaurant,Don Filippo Restaurant Corp,Don Filippo Restaurant  and Pizza,1133,Lexington Ave,Manhattan,10075,"1133  Lexington Ave, Manhattan, NY",07/16/2020,40.774649,-73.959108,Upper East Side-Carnegie Hill
970,8527,8583,both,Antique Garage,Antique Garage Inc.,Antique Garage,41,Mercer,Manhattan,10013,"41  Mercer, Manhattan, NY",07/16/2020,,,
971,8540,8596,both,Sushi Noz,Sushi Noz LLC,Sushi Noz,181,East 78th street,Manhattan,10021,"181 East 78th street, Manhattan, NY",07/16/2020,40.773853,-73.958364,Upper East Side-Carnegie Hill
972,8595,8651,roadway,New York Boky,Kimberly Phung,Kimberly Phung,94,Baxter Street,Manhattan,10013,"94 Baxter Street, Manhattan, NY",07/16/2020,40.71697,-73.999679,Chinatown
973,8630,8686,roadway,Wok Wok Southeast Asian Kitchen,11 Kitchen INC,Wok Wok,11,Mott Street,Manhattan,10013,"11 Mott Street, Manhattan, NY",07/16/2020,40.714065999999995,-73.998737,Chinatown
974,8631,8687,roadway,Wok Wok Southeast Asian Kitchen,11 KITCHEN INC,WOK WOK,11,Mott Street,Manhattan,10013,"11 Mott Street, Manhattan, NY",07/16/2020,40.714065999999995,-73.998737,Chinatown
975,8667,8723,sidewalk,Tal Bagels,Tal Bagels,Tal Bagels,977-979,1st ave,Manhattan,10022,"977-979 1st ave , Manhattan, NY",07/17/2020,40.756146,-73.964511,Turtle Bay-East Midtown
976,8695,8751,roadway,Sole Di Capri,Sole Di Capri LLC,Sole Di Capri LLC,165,Church Street,Manhattan,10007,"165 Church Street, Manhattan, NY",07/17/2020,40.71515,-74.007752,SoHo-TriBeCa-Civic Center-Little Italy
977,8718,8774,both,Morton's The Steakhouse 5th Ave,Mortons of Chicago/5th Ave INC,Mortons of Chicago/5th Ave INC,551,5th Ave,Manhattan,10017,"551  5th Ave, Manhattan, NY",07/17/2020,40.755617,-73.979318,Midtown-Midtown South
978,8722,8778,roadway,Salvo's Pizzabar,Saltoto Inc.,Salvo's Pizzabar,1477,York Avenue,Manhattan,10075,"1477 York Avenue, Manhattan, NY",07/17/2020,40.770922,-73.950788,Lenox Hill-Roosevelt Island
979,8752,8809,both,Nha Trang One Restaurant,Nha Trang One Inc.,Nha Trang One Inc.,87,Baxter Street,Manhattan,10013,"87  Baxter Street, Manhattan, NY",07/17/2020,40.716840999999995,-73.999737,Chinatown
980,8762,8819,roadway,Ollies To Go,Ollies 44 LLC,Ollies 44 LLC,307,Esast 77th St,Manhattan,10075,"307 Esast 77th St, Manhattan, NY",07/17/2020,,,
981,8785,8842,sidewalk,The Penrose,Crown Alley LLC,The Penrose,1590,Second Avenue,Manhattan,10028,"1590 Second Avenue, Manhattan, NY",07/18/2020,40.775605,-73.953388,Yorkville
982,8801,8858,both,Persepolis Restaurant,Persepolis Restaurant,Persepolis Restaurant,1407,1407 2nd ave,Manhattan,10021,"1407 1407 2nd ave, Manhattan, NY",07/18/2020,,,
