,blank,objectid,seating_interest,restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,nta
0,50,82,both,Bar Meridian,Prospective Crown LLC,Bar Meridian,406,Prospect Place,Brooklyn,11238,"406 Prospect Place, Brooklyn, NY",06/19/2020,40.676419,-73.962971,Prospect Heights
1,60,92,both,5 burro cafe,Marla’s food corp,5 burro cafe,7205,Austin Street,Queens,11375,"7205 Austin Street , Queens, NY",06/19/2020,40.719248,-73.84236999999999,Forest Hills
2,108,140,sidewalk,Empellon Al Pastor,"SADA 3, LLC",Empellon Al Pastor,132,St. Marks Place,Manhattan,10009,"132 St. Marks Place, Manhattan, NY",06/19/2020,40.727196,-73.98437,East Village
3,109,141,both,Otway,St james 930 LLC,Otway,930,Fulton street,Brooklyn,11238,"930 Fulton street, Brooklyn, NY",06/19/2020,40.682833,-73.963833,Clinton Hill
4,143,175,both,Laila restaurant,Laila restaurant & lounge inc,Laila restaurant & lounge inc,45,Page ave,Staten Island,10309,"45  Page ave , Staten Island, NY",06/19/2020,40.522783000000004,-74.23491700000001,Charleston-Richmond Valley-Tottenville
5,144,176,both,Fiaschetteria Pistoia,Fiaschetteria LTD,Fiaschetteria Pistoia,647,East 11th street,Manhattan,10009,"647 East 11th street, Manhattan, NY",06/19/2020,40.72672,-73.977678,Lower East Side
6,200,232,sidewalk,Iconyc Brewing Company,Iconyc Brewing Company LLC,Iconyc Brewing Company LLC,43-63,11th street,Queens,11101,"43-63 11th street, Queens, NY",06/19/2020,40.750483,-73.948984,Hunters Point-Sunnyside-West Maspeth
7,206,238,sidewalk,Eleven b,East River Restaurant Group Ltd,Eleven b,174,Avenue B,Manhattan,10009,"174  Avenue B, Manhattan, NY",06/19/2020,40.727382,-73.979543,East Village
8,209,241,sidewalk,LUCIEN,"Requisite Bootie, Inc",LUCIEN,14,1st Avenie,Manhattan,10009,"14  1st Avenie, Manhattan, NY",06/19/2020,,,
9,210,242,sidewalk,Hanoi House,King Me Kong LLC,Hanoi House,119,St Marks Place,Manhattan,10009,"119 St Marks Place, Manhattan, NY",06/19/2020,40.727268,-73.98449699999999,East Village
10,215,247,roadway,Bearded Lady,Bogman LLC,Bearded Lady,686A,Washington Avenue,Brooklyn,11238,"686A Washington Avenue, Brooklyn, NY",06/19/2020,40.67738,-73.96369200000001,Prospect Heights
11,241,273,both,Bearded Lady,Bogman LLC,Bearded Lady,686A,Washington Avenue,Brooklyn,11238,"686A Washington Avenue, Brooklyn, NY",06/19/2020,40.67738,-73.96369200000001,Prospect Heights
12,250,282,sidewalk,RIVIERA RISTORANTE,17-12 RIVIERA RESTAURANT CORP.,17-12 RIVIERA RESTAURANT CORP.,1712,UTOPIA PKWY,Queens,11357,"1712 UTOPIA PKWY, Queens, NY",06/19/2020,40.781944,-73.794327,Ft. Totten-Bay Terrace-Clearview
13,273,305,both,Locanda Vini e Olii,Francat Inc,Locanda Vini e Olii,129,Gates Ave,Brooklyn,11238,"129 Gates Ave, Brooklyn, NY",06/19/2020,40.684804,-73.96292700000001,Clinton Hill
14,294,326,sidewalk,Chuko,Bar Chuko LLC,Chuko,565,Vanderbilt Ave,Brooklyn,11238,"565 Vanderbilt Ave, Brooklyn, NY",06/19/2020,40.680839,-73.96771,Prospect Heights
15,302,334,both,The shannon pot 2,Farah2004 inc,Farah2004 inc,10 50,44th drive long island citu,Queens,11101,"10 50  44th drive long island citu, Queens, NY",06/19/2020,40.748725,-73.95062,Hunters Point-Sunnyside-West Maspeth
16,322,354,sidewalk,BierWax,BierWax LLC,BierWax,556,Vanderbilt Avenue,Brooklyn,11238,"556  Vanderbilt Avenue , Brooklyn, NY",06/19/2020,40.679966,-73.968046,Prospect Heights
17,331,363,sidewalk,Jerusalem Bagels,Jerusalem Bagels Inc.,Jerusalem Bagels Inc.,64-48,108 Street,Queens,11375,"64-48 108 Street, Queens, NY",06/19/2020,40.732042,-73.849152,Forest Hills
18,373,405,both,Tap house,Eire Corp,Eire Corp,72-07,Austin Street,Queens,11375,"72-07 Austin Street, Queens, NY",06/19/2020,40.719228,-73.842327,Forest Hills
19,390,422,both,The Local NY,Sunlite Avenue Holdings LLC,The Local NYC,13-02,44th Avenue,Queens,11101,"13-02 44th Avenue, Queens, NY",06/19/2020,40.749651,-73.947487,Hunters Point-Sunnyside-West Maspeth
20,404,436,sidewalk,Health Kitchen,"LS Health Foods, Inc.",Health Kitchen,10-17A,154th Street,Queens,11357,"10-17A 154th Street, Queens, NY",06/19/2020,40.792825,-73.80714,Whitestone
21,431,463,both,Acey Ducey’s,Acey Ducey’s Rest. Corp.,Acey Ducey’s Rest. Corp.,101-17,Metropolitan Avenue,Queens,11375,"101-17 Metropolitan Avenue, Queens, NY",06/19/2020,40.710595,-73.851632,Forest Hills
22,442,474,both,The Gutter Bar LIC,The Gutter Bar LIC LLC,The Gutter Bar LIC LLC,2020-10-22T00:00:00.000,46th Ave,Queens,11101,"10-22 46th Ave, Queens, NY",06/19/2020,40.746727,-73.951993,Hunters Point-Sunnyside-West Maspeth
23,465,497,both,Baby Jane,Fulton Brothers Tavern and Lounge,Baby Jane,899,Fulton Street,Brooklyn,11238,"899  Fulton Street, Brooklyn, NY",06/19/2020,40.683595000000004,-73.967348,Clinton Hill
24,468,500,sidewalk,Colina Cuervo,Cuatro Rios LLC,Colina Cuervo,759,Nostrand Avenue,Brooklyn,11238,"759 Nostrand Avenue , Brooklyn, NY",06/19/2020,40.671333000000004,-73.950353,Crown Heights North
25,496,528,both,Gnocco,Food in Italy LLC,Food in Italy LLC,337,East10th street,Manhattan,10009,"337 East10th street, Manhattan, NY",06/19/2020,40.727123999999996,-73.980499,East Village
26,500,532,sidewalk,Dutch Kills Bar,27-24 Tavern Corp.,27-24 Tavern Corp.,2724,Jackson Ave.,Queens,11101,"2724  Jackson Ave. , Queens, NY",06/19/2020,40.747896000000004,-73.940173,Hunters Point-Sunnyside-West Maspeth
27,509,541,sidewalk,Centro Pizza Bar & Italian Kitchen,SFL Pizza Corp,Centro Pizza Bar & Italian Kitchen,47-23,Vernon Boulevard,Queens,11101,"47-23 Vernon Boulevard, Queens, NY",06/19/2020,40.744944,-73.953352,Hunters Point-Sunnyside-West Maspeth
28,515,547,roadway,Miss Lily's 7A,Seven A Cafe,Miss Lily's 7A,130,East 7th St,Manhattan,10009,"130  East 7th St, Manhattan, NY",06/19/2020,40.726186,-73.983869,East Village
29,518,550,sidewalk,nourish,Heng Heng Group INC,Heng Heng Group INC,637A,Vanderbilt Ave,Brooklyn,11238,"637A Vanderbilt Ave, Brooklyn, NY",06/19/2020,40.678042,-73.968714,Prospect Heights
30,519,551,both,Gantry Bar & Kitchen,Bellwether LIC Corp,Gantry Bar & KItchen,47-02,Vernon Blvd,Queens,11101,"47-02  Vernon Blvd, Queens, NY",06/19/2020,40.745342,-73.953236,Hunters Point-Sunnyside-West Maspeth
31,530,562,sidewalk,Augurs Well,BAC 115 Corp,Augurs Well,115,ST Marks Pl,Manhattan,10009,"115  ST Marks Pl, Manhattan, NY",06/19/2020,40.727292,-73.984551,East Village
32,545,577,both,Joyface,"104 Avenue C Partners, LLC",Joyface,104,Avenue C,Manhattan,10009,"104 Avenue C, Manhattan, NY",06/19/2020,40.724031,-73.978884,Lower East Side
33,568,600,both,Dian Kitchen,"Dian Kitchen, LLC","Dian Kitchen, LLC",435,435 East 9th St,Manhattan,10009,"435 435 East 9th St, Manhattan, NY",06/19/2020,,,
34,570,602,both,POST,Stackleather LLC,POST,42,Avenue B,Manhattan,10009,"42 Avenue B, Manhattan, NY",06/19/2020,40.722873,-73.982831,East Village
35,590,622,both,La Vigna Restaurant and Bar,"La Vigna, Inc",La Vigna Restaurant and Bar,10011,Metropolitan Avenue,Queens,11375,"10011 Metropolitan Avenue, Queens, NY",06/19/2020,40.710791,-73.852876,Forest Hills
36,601,633,both,z two restaurant,Z two restaurant and lounge,Z two restaurant and lounge,2925,Veterans road west,Staten Island,10309,"2925  Veterans road west , Staten Island, NY",06/19/2020,40.527704,-74.230963,Charleston-Richmond Valley-Tottenville
37,607,639,sidewalk,Avant Garden,Derossi Veg LLC,Avant Garden,130,East 7th Street,Manhattan,10009,"130 East 7th Street, Manhattan, NY",06/19/2020,40.726186,-73.983869,East Village
38,613,645,both,Tallgrass Burger,TGBG Inc,Tallgrass Burger,214,1st ave,Manhattan,10009,"214 1st ave, Manhattan, NY",06/19/2020,40.730503000000006,-73.983168,East Village
39,618,650,both,Olde  Brooklyn bagel shoppe,645 bagels Corp,645 bagels Corp,645,Vanderbilt ave,Brooklyn,11238,"645  Vanderbilt ave , Brooklyn, NY",06/19/2020,40.677795,-73.9688,Prospect Heights
40,630,662,both,Olea,Gayseahourse Llc,Olea Mediterranean Taverna,171,Lafayette Avenue,Brooklyn,11238,"171  Lafayette Avenue, Brooklyn, NY",06/19/2020,40.687672,-73.970552,Fort Greene
41,634,666,both,Belli Osteria,Bellionfulton Corp,Belli Osteria,860,Fulton Street,Brooklyn,11238,"860 Fulton Street, Brooklyn, NY",06/19/2020,40.683440999999995,-73.966739,Clinton Hill
42,647,679,both,Doris,Andrew J Andrews LLC,Doris,1088,Fulton St,Brooklyn,11238,"1088  Fulton St, Brooklyn, NY",06/19/2020,40.681422999999995,-73.957102,Clinton Hill
43,657,689,sidewalk,Dai Hachi Suchi Corp.,Dai Hachi Suchi Corp.,Dai Hachi Suchi Corp.,4618,Vernon Blvd.,Queens,11101,"4618 Vernon Blvd., Queens, NY",06/19/2020,40.746338,-73.952907,Hunters Point-Sunnyside-West Maspeth
44,658,690,both,Kafana,Kafana LLC,Kafana LLC,116,Avenue C,Manhattan,10009,"116 Avenue C, Manhattan, NY",06/19/2020,40.724409,-73.97861,Lower East Side
45,673,705,sidewalk,Milk Bar,"Casual cafe partners, LLC",Milk Bar,620,Vanderbilt Avenue,Brooklyn,11238,"620 Vanderbilt Avenue , Brooklyn, NY",06/19/2020,40.677797999999996,-73.968822,Prospect Heights
46,676,708,both,Antiochia Grill,Antiochia Grill,Oba Grill,70-35,Austin Street,Queens,11375,"70-35 Austin Street, Queens, NY",06/19/2020,40.720498,-73.845679,Forest Hills
47,694,726,sidewalk,Ladybird,Derossi Mac LLC,Ladybird,111,East 7th Street,Manhattan,10009,"111 East 7th Street, Manhattan, NY",06/19/2020,40.726576,-73.98476,East Village
48,715,747,both,ROYALE,JEFLO & CO,JEFLO & CO,157,AVENUE C,Manhattan,10009,"157 AVENUE C, Manhattan, NY",06/19/2020,40.725688,-73.977689,Lower East Side
49,737,769,both,Black Seed Bagels,First Avenue Bagel Ventures LLC,Black Seed Bagels,176,First Avenue,Manhattan,10009,"176 First Avenue, Manhattan, NY",06/19/2020,40.729172,-73.984128,East Village
50,753,785,sidewalk,Desnuda,Warlord Enterprises LLC,Warlord Enterprises LLC,122,East 7th Street,Manhattan,10009,"122 East 7th Street, Manhattan, NY",06/19/2020,40.726312,-73.984179,East Village
51,754,786,both,The Huntress Bar,The Huntress Bar LLC,The Huntress Bar LLC,24-03,41st Avenue,Queens,11101,"24-03  41st Avenue, Queens, NY",06/19/2020,40.752581,-73.939739,Queensbridge-Ravenswood-Long Island City
52,761,793,sidewalk,Emily,EMH 919 Inc,EMH 919 Inc,919,Fulton St,Brooklyn,11238,"919  Fulton St, Brooklyn, NY",06/19/2020,40.683389,-73.96640699999999,Clinton Hill
53,763,795,both,LIKKLE JAMAICAN DUMPLING HOUSE & LIBRARY,LIKKLE FOODS LLC,Likkle Jamaican Dumpling House,884,Fulton Street,Brooklyn,11238,"884  Fulton Street, Brooklyn, NY",06/19/2020,40.683226,-73.96570799999999,Clinton Hill
54,771,803,both,Portofino restaurant,Portovino. Restaurant,Portovino. Restaurant,109 32,As an ave. Forest hills,Queens,11375,"109 32 As an ave. Forest hills, Queens, NY",06/19/2020,,,
55,792,824,sidewalk,The Baroness Bar,41-26 Crescent Street Wine & Craft Restaurant LLC,The Baroness Bar,41-26,Crescent Street,Queens,11101,"41-26  Crescent Street, Queens, NY",06/19/2020,40.75181,-73.939502,Queensbridge-Ravenswood-Long Island City
56,803,835,both,Ginger and Lemongrass,Ginger and Lemongrass LLC,Ginger and Lemongrass LLC,1953-12-01T00:00:00.000,150th street,Queens,11357,"12-53 150th street, Queens, NY",06/19/2020,40.789636,-73.814111,Whitestone
57,808,840,sidewalk,Night Music,Derossi Asia LLC,Derossi Asia LLC,111,"East 7th Street, Store East",Manhattan,10009,"111 East 7th Street, Store East, Manhattan, NY",06/19/2020,40.726576,-73.98476,East Village
58,817,849,roadway,Mojo Restaurant,"2k Cafe Ole, INC.",Mojo Restaurant,7020,Austin Street,Queens,11375,"7020 Austin Street, Queens, NY",06/19/2020,40.720696999999994,-73.846274,Forest Hills
59,831,863,both,Speedy Romeo,Speedy Romeo,Speedy Romeo,376,Classon Avenue,Brooklyn,11238,"376  Classon Avenue, Brooklyn, NY",06/19/2020,40.687526,-73.959745,Clinton Hill
60,842,874,sidewalk,Uno,NY Deep LLC,Uno Pazzeria & Grill,37-11,35th Ave,Queens,11101,"37-11 35th Ave, Queens, NY",06/19/2020,40.755802,-73.923519,Astoria
61,846,878,sidewalk,Proletariat,Derossi Chelsea LLC,Proletariat,102,St. Marks Place,Manhattan,10009,"102 St. Marks Place, Manhattan, NY",06/19/2020,40.727375,-73.984796,East Village
62,869,901,sidewalk,Hops Hill,Bar Chain LLC,Hops Hill,886,Fulton Street,Brooklyn,11238,"886 Fulton Street, Brooklyn, NY",06/19/2020,40.683209999999995,-73.965639,Clinton Hill
63,891,923,both,Kool Bloo,188 Avenue A Take Out Food Corp,188 Avenue A Take Out Food Corp,188,Avenue A,Manhattan,10009,"188 Avenue A, Manhattan, NY",06/19/2020,40.72893,-73.981426,East Village
64,897,929,both,Xochitl Taqueria,Nessa10corp,Xochitl Taqueria,1015,Fulton street,Brooklyn,11238,"1015 Fulton street , Brooklyn, NY",06/19/2020,40.682322,-73.961324,Clinton Hill
65,902,934,sidewalk,Panera Bread,Doherty Breads NYC LLC,Panera Bread,38-01,35th street,Queens,11101,"38-01 35th street, Queens, NY",06/19/2020,,,
66,910,942,both,The Hairy Lemon,Galmac LLC,The Hairy Lemon,28/30,Avenue B,Manhattan,10009,"28/30 Avenue B, Manhattan, NY",06/19/2020,,,
67,923,955,sidewalk,Dee's,Dee's Brick Oven Pizza,Dee's Brick Oven Pizza,107-23,Metropolitan Ave,Queens,11375,"107-23  Metropolitan Ave, Queens, NY",06/19/2020,40.709579,-73.845311,Forest Hills
68,936,968,sidewalk,Panera Bread,Doherty Breads NYC LLC,Panera Bread,23-58,Bell Blvd,Queens,11360,"23-58  Bell Blvd, Queens, NY",06/19/2020,40.780998,-73.775499,Ft. Totten-Bay Terrace-Clearview
69,945,977,sidewalk,Beny’s delice,M2m f&b llc,Beny’s delice,903,Fulton st,Brooklyn,11238,"903 Fulton st, Brooklyn, NY",06/19/2020,40.683562,-73.967197,Clinton Hill
70,959,991,both,Taco Azul,Taco Azul Inc,Taco Azul Inc,1008,Clintonville street,Queens,11357,"1008  Clintonville street, Queens, NY",06/19/2020,40.792766,-73.812893,Whitestone
71,987,1019,roadway,Supper Restaurant,Raguboy Corp,Raguboy Corp,156,East 2nd Street,Manhattan,10009,"156 East 2nd Street, Manhattan, NY",06/19/2020,40.722774,-73.98518,East Village
72,993,1025,both,THE IZAKAYA NYC on East 4th,SHIAWASE FACTORY LTD,THE IZAKAYA,215,East 4th street,Manhattan,10009,"215  East 4th street , Manhattan, NY",06/19/2020,40.723715999999996,-73.98352299999999,East Village
73,1007,1039,sidewalk,Goodfellas  of long island city,Yanez corp,Andre's  pizza,2519,40th Avenue,Queens,11101,"2519  40th Avenue , Queens, NY",06/19/2020,40.753429,-73.937811,Queensbridge-Ravenswood-Long Island City
74,1050,1082,both,Levante,Cibo 2621 LLC,Levante,26-21,Jackson Avenue,Queens,11101,"26-21 Jackson Avenue, Queens, NY",06/19/2020,40.747411,-73.941588,Hunters Point-Sunnyside-West Maspeth
75,1064,1096,sidewalk,Agra Palace Restaurant & Party Hall,Agra Palace Inc.,Agra Palace Inc.,11633,Queens Blvd,Queens,11375,"11633 Queens Blvd , Queens, NY",06/19/2020,40.715973999999996,-73.83333499999999,Forest Hills
76,1087,1119,sidewalk,Good Night Sonny,Little Rebel Inc,Good Night Sonny,134,1st Avenue,Manhattan,10009,"134 1st Avenue, Manhattan, NY",06/19/2020,40.727677,-73.985218,East Village
77,1088,1120,both,Station House,FH Station House LLC,Forest Hills Station House,106-11,71st Avenue,Queens,11375,"106-11 71st Avenue, Queens, NY",06/19/2020,40.719795,-73.845035,Forest Hills
78,1090,1122,roadway,Levante,Cibo 2621 LLC,Levante,26-19,Jackson Avenue,Queens,11101,"26-19 Jackson Avenue, Queens, NY",06/19/2020,40.747398,-73.94163499999999,Hunters Point-Sunnyside-West Maspeth
79,1094,1126,both,TUSCAN HILLS,NEJU INC,TUSCAN HILLS,110-60,QUEENS BOULEVARD,Queens,11375,"110-60 QUEENS BOULEVARD , Queens, NY",06/19/2020,40.71921,-73.838954,Forest Hills
80,1102,1134,roadway,Levante,Cibo 2621 LLC,Levante,26-15,Jackson Avenue,Queens,11101,"26-15 Jackson Avenue, Queens, NY",06/19/2020,40.747343,-73.94179399999999,Hunters Point-Sunnyside-West Maspeth
81,1105,1137,both,Cabana,Cabana 70 Associates LP,Cabana 70 Associates LP,107-10,70th Road,Queens,11375,"107-10  70th Road , Queens, NY",06/19/2020,40.721058,-73.845573,Forest Hills
82,1109,1141,both,Concettina Restaurant,Concettina Inc.,Concettina Inc.,5744,Willets Point Blvd,Queens,11357,"5744 Willets Point Blvd, Queens, NY",06/19/2020,,,
83,1115,1147,both,The Wayland,"Eldridge Bistro, Inc",The Wayland,700,East 9th Street,Manhattan,10009,"700 East 9th Street, Manhattan, NY",06/19/2020,40.725224,-73.977848,Lower East Side
84,1126,1158,both,Ama Raw Bar,Ama food Group llc,Ama raw bar,190,12th street ave b,Manhattan,10009,"190  12th street ave b, Manhattan, NY",06/19/2020,,,
85,1142,1174,sidewalk,Jameson's Pub,Magnet Tavern & Rest Inc,Magnet Tavern & Rest Inc,421,Beach 129th Street,Queens,11694,"421 Beach 129th Street, Queens, NY",06/19/2020,40.578367,-73.84939200000001,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
86,1146,1178,sidewalk,Corazon de Mexico Restaurant & Bar,Corazon de Mexico Corp,Corazon de Mexico Corp,1009,50th ave,Queens,11101,"1009  50th ave, Queens, NY",06/19/2020,40.742638,-73.953581,Hunters Point-Sunnyside-West Maspeth
87,1173,1205,both,St DYMPHNAS,St Dymphnas LLC,St Dymphnas LLC,117,Avenue A,Manhattan,10009,"117  Avenue A, Manhattan, NY",06/19/2020,40.726312,-73.98336,East Village
88,1179,1211,sidewalk,Keuka Kafe a Wine Bar,Keuka Kafe Inc.,Keuka Kafe a Wine Bar,112-04,QUEENS BLVD,Queens,11375,"112-04 QUEENS BLVD, Queens, NY",06/19/2020,40.718078000000006,-73.836515,Forest Hills
89,1187,1219,both,LIC BAR,ACROSS THE CREEK INC,ACROSS THE CREEK INC,4558,VERNON BLVD,Queens,11101,"4558 VERNON BLVD, Queens, NY",06/19/2020,40.747252,-73.952596,Hunters Point-Sunnyside-West Maspeth
90,1195,1227,sidewalk,The Phoenix,Hughes Murray Walsh LLC,The Phoenix,447,East 13th Street,Manhattan,10009,"447 East 13th Street, Manhattan, NY",06/19/2020,40.730215,-73.982003,East Village
91,1210,1242,both,Bamboo Ya,Bamboo Ya Sushi Inc.,Bamboo Ya Sushi Inc.,6912,Austin Street,Queens,11375,"6912 Austin Street, Queens, NY",06/19/2020,40.721523,-73.848523,Forest Hills
92,1218,1250,sidewalk,Nowon,Nowon Inc,Nowon,507,E 6th st,Manhattan,10009,"507  E 6th st, Manhattan, NY",06/19/2020,40.725291,-73.98350500000001,East Village
93,1277,1309,both,Bella Via Restaurant,Sal & vik corporation,Sal & vik corporation,4746,Vernon blvd,Queens,11101,"4746 Vernon blvd, Queens, NY",06/19/2020,40.744547999999995,-73.953503,Hunters Point-Sunnyside-West Maspeth
94,1279,1311,both,Thai Direct Bowls,Thai Direct Inc,Thai Direct Bowls,131,Avenue A,Manhattan,10009,"131  Avenue A, Manhattan, NY",06/19/2020,40.726820000000004,-73.98299200000001,East Village
95,1313,1345,both,Domo Taco,Domo Taco LLC,Domo Taco LLC,733,Franklin Avenue,Brooklyn,11238,"733 Franklin Avenue, Brooklyn, NY",06/19/2020,40.673628,-73.956887,Crown Heights North
96,1319,1351,sidewalk,51st Bakery and Cafe,Stirling Hess Inc,DBA 51st Bakery and Cafe,1933-05-01T00:00:00.000,51st Avenue,Queens,11101,"5-33  51st Avenue, Queens, NY",06/19/2020,40.742428000000004,-73.95630899999999,Hunters Point-Sunnyside-West Maspeth
97,1344,1376,both,El Camion Cantina,Monolith Inc,El Camion Cantina,194 Ave A,12 St,Manhattan,10009,"194 Ave A 12 St, Manhattan, NY",06/19/2020,40.729234999999996,-73.981206,East Village
98,1355,1387,both,RIVIERA,ASPL CAFE INC,RIVIERA,34-48,STEINWAY STREET,Queens,11101,"34-48 STEINWAY STREET, Queens, NY",06/19/2020,40.755924,-73.92149,Astoria
99,1360,1392,both,Pylos Restaurant,128 Mac Corp,Pylos Restaurant,128,E 7th,Manhattan,10009,"128 E 7th, Manhattan, NY",06/19/2020,,,
100,1366,1398,both,Kura,Seiei LLC,Kura,130,St Marks Pl.,Manhattan,10009,"130 St Marks Pl., Manhattan, NY",06/19/2020,40.727207,-73.98439599999999,East Village
101,1380,1412,sidewalk,Secchu Yokota,"Ethiopian Meskel, Inc.","Ethiopian Meskel, Inc.",199,East 3rd street,Manhattan,10009,"199 East 3rd street, Manhattan, NY",06/19/2020,40.722901,-73.98348399999999,East Village
102,1406,1438,sidewalk,ADDA,Thomson Hospitality LLC,ADDA,3131,Thomson Avenue,Queens,11101,"3131 Thomson Avenue, Queens, NY",06/19/2020,40.744825,-73.93429300000001,Hunters Point-Sunnyside-West Maspeth
103,1413,1445,sidewalk,Dua Kafe,DUA BYREK INC,DUA BYREK INC,520,E 14TH ST,Manhattan,10009,"520  E 14TH ST, Manhattan, NY",06/19/2020,40.730072,-73.97950300000001,East Village
104,1420,1452,both,Manducatis Rustica,"Manducatis Rustica VIG, LTD","Manducatis Rustica VIG, LTD",4635,Vernon Blvd,Queens,11101,"4635 Vernon Blvd, Queens, NY",06/19/2020,40.745995,-73.952997,Hunters Point-Sunnyside-West Maspeth
105,1437,1469,sidewalk,Villaggio,150-07 RESTAURANT CORP,Villaggio,150-07,14th road,Queens,11357,"150-07  14th road, Queens, NY",06/19/2020,40.787589000000004,-73.812889,Whitestone
106,1447,1479,both,Khiladi,Khiladi LLC,Khiladi LLC,175,Avenue B,Manhattan,10009,"175  Avenue B , Manhattan, NY",06/19/2020,40.727558,-73.979391,Lower East Side
107,1450,1482,both,Pineapple Club,Pineapple Club llc,Pineapple Club LLC,509,6th street,Manhattan,10009,"509 6th street, Manhattan, NY",06/19/2020,,,
108,1462,1494,both,San Loco EV Inc,San Loco EV Inc,San Loco EV Inc,111,Avenue C,Manhattan,10009,"111 Avenue C, Manhattan, NY",06/19/2020,40.724275,-73.978732,Lower East Side
109,1466,1498,both,The Lost Lady,"Seaside Beach, Inc",The Lost Lady,171,Avenue C,Manhattan,10009,"171 Avenue C, Manhattan, NY",06/19/2020,40.726203999999996,-73.977299,Lower East Side
110,1491,1523,both,Mary O’s,Rolo Rest LLC,Mary O’s,32,Avenue A,Manhattan,10009,"32 Avenue A, Manhattan, NY",06/19/2020,40.723337,-73.985501,East Village
111,1515,1547,sidewalk,Fonda,Fonda Avenue B LLC,Fonda Avenue B LLC,40,Avenue B,Manhattan,10009,"40  Avenue B , Manhattan, NY",06/19/2020,40.722821,-73.982871,East Village
112,1521,1553,both,The Wild Son,"Animals Group, Inc",The Wild Son,132,1st Avenue,Manhattan,10009,"132 1st Avenue, Manhattan, NY",06/19/2020,40.727495000000005,-73.985352,East Village
113,1535,1567,both,Agora Taverna,Ploutarxos Inc,Agora Taverna,7009,Austin Street,Queens,11375,"7009 Austin Street , Queens, NY",06/19/2020,40.720828999999995,-73.846588,Forest Hills
114,1536,1568,both,Test,Test,Testtest,133,Avenue D,Manhattan,10009,"133 Avenue D , Manhattan, NY",06/19/2020,40.724379,-73.975536,Lower East Side
115,1544,1576,both,Giano Restaurant,Giano Inc.,Giano Inc.,126,East 7th street,Manhattan,10009,"126 East 7th street, Manhattan, NY",06/19/2020,40.726248999999996,-73.984024,East Village
116,1548,1580,both,Jora Restaurant & Bar,ROMA CREW INC,Jora Restaurant & Bar,47-46,11th street,Queens,11101,"47-46 11th street, Queens, NY",06/19/2020,40.744111,-73.951086,Hunters Point-Sunnyside-West Maspeth
117,1550,1582,both,Paratha Wala Inc.,Paratha Wala Inc.,Paratha Wala Inc.,103-09,Metropolitan Avenue,Queens,11375,"103-09 Metropolitan Avenue , Queens, NY",06/19/2020,40.710268,-73.849577,Forest Hills
118,1552,1584,sidewalk,Casa Adela Restaurant,Casa Adela Restaurant Corp.,Casa Adela Restaurant,66,Avenue C,Manhattan,10009,"66 Avenue C, Manhattan, NY",06/19/2020,40.722768,-73.979804,Lower East Side
119,1553,1585,sidewalk,Chilo's,Three and a Half Men LLC,Chilo's,323,franklin ave,Brooklyn,11238,"323 franklin ave, Brooklyn, NY",06/19/2020,40.688354,-73.957098,Bedford
120,1579,1611,sidewalk,Bierocracy,Monarchie 1 inc,Bierocracy,1223,1223 jackson ave,Queens,11101,"1223 1223 jackson ave, Queens, NY",06/19/2020,,,
121,1580,1612,both,weather up & co,ward 8 LLC,weather up,589,vanderbilt avenue,Brooklyn,11238,"589 vanderbilt avenue, Brooklyn, NY",06/19/2020,40.679936,-73.968035,Prospect Heights
122,1593,1625,sidewalk,"Ciao, Gloria","Ciao, Gloria LLC","Ciao, Gloria",550,Vanderbilt Avenue,Brooklyn,11238,"550 Vanderbilt Avenue, Brooklyn, NY",06/19/2020,40.680309,-73.967923,Prospect Heights
123,1633,1665,sidewalk,Luthun,Luthun LLC,Luthun,432,E 13 st,Manhattan,10009,"432  E 13 st, Manhattan, NY",06/19/2020,40.730295,-73.982237,East Village
124,1637,1669,both,Liola,LiolaLLC,Liola,15-01,149st.,Queens,11357,"15-01 149st., Queens, NY",06/19/2020,40.787067,-73.816177,Whitestone
125,1693,1725,both,Avant Garden,Derossi Veg LLC,Avant Garden,130,E 7th Street,Manhattan,10009,"130 E 7th Street, Manhattan, NY",06/19/2020,40.726186,-73.983869,East Village
126,1697,1729,both,7B Horseshoe Bar,August Vazac Rest. Inc.,7B Horseshoe Bar,108,Avenue B,Manhattan,10009,"108 Avenue B, Manhattan, NY",06/19/2020,40.724992,-73.98128299999999,East Village
127,1703,1735,both,Night Music,Derossi Asia LLC,Night Music,111,East 7th Street,Manhattan,10009,"111 East 7th Street, Manhattan, NY",06/19/2020,40.726576,-73.98476,East Village
128,1705,1737,sidewalk,Gomi Korean Wine Bar,186 A Enterprises Inc.,dba Cork and Fork,186,Avenue A,Manhattan,10009,"186 Avenue A, Manhattan, NY",06/19/2020,40.728876,-73.981466,East Village
129,1709,1741,both,Reef,10802 72nd rest llc,Reef,108-02,72nd Ave,Queens,11375,"108-02 72nd Ave, Queens, NY",06/19/2020,40.719508000000005,-73.84250300000001,Forest Hills
130,1716,1748,both,Cabo,Cabo Page Avenue Associates LLC,Cabo Page Avenue Associates LLC,96,Page Avenue,Staten Island,10309,"96 Page Avenue , Staten Island, NY",06/19/2020,40.521899,-74.235025,Charleston-Richmond Valley-Tottenville
