,blank,objectid,seating_interest,restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,nta
517,7698,7752,sidewalk,Banter,Old Vienna Cafe LLC,Banter,108-22,Queens Boulevard,Queens,11375,"108-22 Queens Boulevard, Queens, NY",07/08/2020,40.721123,-73.843261,Forest Hills
518,7714,7768,roadway,Yuca Bar & Restaurant Inc.,Yuca Bar & Restaurant Inc,Yuca Bar & Restaurant Inc,111,Avenue A,Manhattan,10009,"111 Avenue A, Manhattan, NY",07/08/2020,40.72615,-73.983476,East Village
519,7824,7878,both,St Dymphnas,St Dymphans LLC,St Dymphans,117,Avenue A,Manhattan,10009,"117 Avenue A, Manhattan, NY",07/09/2020,40.726312,-73.98336,East Village
520,7832,7885,both,El Pollo Inka Peru,"El Pollo Inka Peru II, Inc.","El Pollo Inka Peru II, Inc.",112-20,Queens Blvd. 1 Floor,Queens,11375,"112-20 Queens Blvd. 1 Floor, Queens, NY",07/09/2020,40.7178,-73.836,Forest Hills
521,7855,7909,both,Parkside Pub,Howem Entertainment Corp,Parkside Pub,24-14,149th Street,Queens,11357,"24-14 149th Street, Queens, NY",07/09/2020,40.776928000000005,-73.817588,Murray Hill
522,7882,7936,both,Haile Ethiopian Cuisin,Haile Bistro Inc,Haile Bistro Inc,182,Avenue b,Manhattan,10009,"182   Avenue b, Manhattan, NY",07/09/2020,40.727717,-73.979298,East Village
523,8003,8057,roadway,Dumpling Man,New Dumpling Man Inc.,Dumpling Man,100,Stain Marks Place,Manhattan,10009,"100  Stain Marks Place, Manhattan, NY",07/10/2020,,,
524,8051,8106,both,Good Life BK,Good Life BK llc,Good Life BK llc,706,Washington Avenue,Brooklyn,11238,"706  Washington Avenue, Brooklyn, NY",07/11/2020,40.676891,-73.963605,Prospect Heights
525,8053,8108,both,Good Life BK llc.,Good Life BK llc.,Good Life BK llc.,706,washington Avenue,Brooklyn,11238,"706 washington Avenue, Brooklyn, NY",07/11/2020,40.676891,-73.963605,Prospect Heights
526,8062,8117,both,Gen,Gen Restaurant Inc,Gen Restaurant Inc,659,Washington Ave,Brooklyn,11238,"659 Washington Ave, Brooklyn, NY",07/11/2020,40.677673,-73.963728,Prospect Heights
527,8064,8119,sidewalk,Mama Fina’s,Mama Fina’s NY Inc,Mama Fina’s,167,Avenue A,Manhattan,10009,"167 Avenue A, Manhattan, NY",07/11/2020,40.728151000000004,-73.98201800000001,East Village
528,8067,8122,both,hupo,shuang inc,hupo,2020-10-07T00:00:00.000,50th Ave,Queens,11101,"10-07 50th Ave, Queens, NY",07/11/2020,40.742649,-73.95365600000001,Hunters Point-Sunnyside-West Maspeth
529,8068,8123,both,Via Caramico,Caramico 33 Corp,Caramico 33 Corp,3300,Northern Blvd,Queens,11101,"3300 Northern Blvd, Queens, NY",07/12/2020,40.751985999999995,-73.931099,Hunters Point-Sunnyside-West Maspeth
530,8102,8157,both,LITTLE MISS MUFFIN 'N' HER STUFFIN,LITTLE MISS MUFFIN 'N' HER STUFFIN CORP,LITTLE MISS MUFFIN 'N' HER STUFFIN CORP,768,WASHINGTON AVENUE,Brooklyn,11238,"768 WASHINGTON AVENUE, Brooklyn, NY",07/13/2020,40.674887,-73.96321,Prospect Heights
531,8110,8165,sidewalk,Dee's,Deenora Corp,Deenora Corp,107-15,Metropolitan Ave,Queens,11375,"107-15  Metropolitan Ave, Queens, NY",07/13/2020,40.709629,-73.845611,Forest Hills
532,8120,8175,roadway,moca asian bistro,kang yue usa corp,kang yue usa corp,107-18,70th rd,Queens,11375,"107-18 70th rd, Queens, NY",07/13/2020,40.721327,-73.845403,Forest Hills
533,8126,8181,both,Van Da,Gosling Inc,Van Da,234,4th Street,Manhattan,10009,"234 4th Street , Manhattan, NY",07/13/2020,,,
534,8171,8226,sidewalk,L.A Burrito III Inc.,L.A Burrito III Inc.,L.A Burrito III Inc.,43,Underhill Avenue,Brooklyn,11238,"43  Underhill Avenue, Brooklyn, NY",07/13/2020,40.679699,-73.965017,Prospect Heights
535,8173,8228,sidewalk,Yuca Bar & Restaurant Inc.,Yuca Bar & Restaurant Inc.,Yuca Bar & Restaurant Inc.,111,Avenue A,Manhattan,10009,"111 Avenue A, Manhattan, NY",07/13/2020,40.72615,-73.983476,East Village
536,8179,8234,sidewalk,coffee monster,2230 CAFE INC,2230 CAFE INC,22-30 154,2230 154th st coffee monster,Queens,11357,"22-30 154 2230 154th st coffee monster, Queens, NY",07/13/2020,,,
537,8180,8235,both,BCakeNY,BCakeNY,BCakeNY,702,Washington Avenue,Brooklyn,11238,"702 Washington Avenue, Brooklyn, NY",07/13/2020,40.676987,-73.963623,Prospect Heights
538,8196,8251,both,"TGI Fridays  NY, LLC",TGI Fridays,TGI Fridays,7000,Austin Street,Queens,11375,"7000 Austin Street, Queens, NY",07/13/2020,40.720892,-73.846811,Forest Hills
539,8201,8256,both,chairman sun llc,chairman sun llc,the sun bistro,4730,vernon blvd,Queens,11101,"4730 vernon blvd, Queens, NY",07/13/2020,40.74465,-73.953471,Hunters Point-Sunnyside-West Maspeth
540,8206,8261,both,Numero 28,MCRB Corp,MCRB Corp,10712,70 th road,Queens,11375,"10712 70 th road, Queens, NY",07/13/2020,,,
541,8214,8269,both,MisFits Nutrition,"MisFits Nutrition, LLC","MisFits Nutrition, LLC",115-14,Queens blvd,Queens,11375,"115-14 Queens blvd, Queens, NY",07/13/2020,40.716312,-73.833803,Forest Hills
542,8226,8281,roadway,Sushi Daizen,Sushi Daizen INC,Sushi Daizen INC,47-38,Vernon Blvd,Queens,11101,"47-38 Vernon Blvd , Queens, NY",07/13/2020,40.744601,-73.953489,Hunters Point-Sunnyside-West Maspeth
543,8248,8303,both,Buka,Buka New York Corp,Buka New York Corp,946,Fulton Street,Brooklyn,11238,"946 Fulton Street, Brooklyn, NY",07/14/2020,40.682688,-73.96313,Clinton Hill
544,8254,8309,both,Finn's Corner,Finnister LLC.,Finn's Corner,660,"Washington Ave, Storefront",Brooklyn,11238,"660 Washington Ave, Storefront, Brooklyn, NY",07/14/2020,40.678365,-73.963882,Prospect Heights
545,8255,8310,both,Rue B,Rue B Corp,Rue B Corp,188,Avenue B,Manhattan,10009,"188 Avenue B, Manhattan, NY",07/14/2020,40.727865,-73.979189,East Village
546,8257,8312,sidewalk,Daily Press,Bedford Corners Cafe LLC,Daily Press Bed-Stuy,505,Franklin Ave,Brooklyn,11238,"505 Franklin Ave, Brooklyn, NY",07/14/2020,40.68142,-73.955714,Clinton Hill
547,8258,8313,both,The Bakery on Bergen,The Bakery on Bergen LLC.,The Bakery on Bergen LLC.,740,Bergen Street,Brooklyn,11238,"740 Bergen Street, Brooklyn, NY",07/14/2020,40.678576,-73.964235,Prospect Heights
548,8260,8315,both,LSC,Latino Sports Club,Latino Sports Club,665,Franklin Avenue,Brooklyn,11238,"665  Franklin Avenue , Brooklyn, NY",07/14/2020,40.6757,-73.95614,Crown Heights North
549,8377,8432,sidewalk,Fresco Deli Cafe,GVVK Corp.,GVVK Corp.,33-06,Queens Boulevard,Queens,11101,"33-06  Queens Boulevard, Queens, NY",07/15/2020,40.744642,-73.931507,Hunters Point-Sunnyside-West Maspeth
550,8390,8445,both,Sharlene's,"GFD 353, LLC",Sharlene's,353,Flatbush Avenue,Brooklyn,11238,"353 Flatbush Avenue, Brooklyn, NY",07/15/2020,40.676924,-73.972262,Prospect Heights
551,8391,8446,both,Sharlene's,GFD 353 LLC,Sharlene's,353,Flatbush Avenue,Brooklyn,11238,"353 Flatbush Avenue, Brooklyn, NY",07/15/2020,40.676924,-73.972262,Prospect Heights
552,8401,8456,roadway,Cafe Social 68,ALR90 HOLDINGS INC.,Cafe Social 68,68,Avenue A,Manhattan,10009,"68 Avenue A, Manhattan, NY",07/15/2020,40.724649,-73.984548,East Village
553,8421,8477,sidewalk,Mayfield,North Side LLC,Mayfield,688,Franklin avenue,Brooklyn,11238,"688 Franklin avenue , Brooklyn, NY",07/15/2020,40.674873999999996,-73.956461,Crown Heights North
554,8431,8487,openstreets,Eastpoint,25 B Group Rest Ave LLC,25 B Group Rest Ave LLC,25,Avenue B,Manhattan,10009,"25 Avenue B, Manhattan, NY",07/15/2020,40.722316,-73.983214,Lower East Side
555,8434,8490,openstreets,2020-06-02T00:00:00.000,Tasty Taiwan LLC,2020-06-02T00:00:00.000,26,Saint Marks Place,Manhattan,11101,"26 Saint Marks Place, Manhattan, NY",07/15/2020,40.728929,-73.988472,East Village
556,8437,8493,openstreets,Poco,Becafe LLC,Becafe LLC,33,Ave B,Manhattan,10009,"33  Ave B , Manhattan, NY",07/15/2020,40.722519,-73.98306600000001,Lower East Side
557,8446,8502,openstreets,Yuca Bar & Restaurant Inc.,Yuca Bar & Restaurant Inc.,Yuca Bar & Restaurant Inc.,111,Avenue A,Manhattan,10009,"111 Avenue A, Manhattan, NY",07/15/2020,40.72615,-73.983476,East Village
558,8471,8527,both,Solo pizza inc.,Solo pizza inc.,Solo pizza inc.,27,Avenue B,Manhattan,10009,"27 Avenue B, Manhattan, NY",07/15/2020,40.722365,-73.983177,Lower East Side
559,8473,8529,openstreets,Solo pizza,Solo pizza inc.,Solo pizza inc.,27,Avenue B,Manhattan,10009,"27 Avenue B, Manhattan, NY",07/15/2020,40.722365,-73.983177,Lower East Side
560,8475,8531,both,Dorsett bk,Dorsett inc,Dorsett inc,675-677,Washington Avenue,Brooklyn,11238,"675-677 Washington Avenue , Brooklyn, NY",07/15/2020,40.677039,-73.96360899999999,Prospect Heights
561,8483,8539,openstreets,The Hairy Lemon,Galmac LLC,The Hairy Lemon,28/30,Avenue B,Manhattan,10009,"28/30 Avenue B, Manhattan, NY",07/16/2020,,,
562,8484,8540,openstreets,The Hairy Lemon,Galmac LLC,The Hairy Lemon,28/30,Avenue B,Manhattan,10009,"28/30 Avenue B, Manhattan, NY",07/16/2020,,,
563,8485,8541,openstreets,The Hairy Lemon,Galmac LLC,The Hairy Lemon,28-30,Avenue B,Manhattan,10009,"28-30 Avenue B, Manhattan, NY",07/16/2020,40.722373,-73.98319599999999,East Village
564,8499,8555,both,Blanches Tavern,Blanches Tavern,Blanches Tavern,135,Avenue A,Manhattan,10009,"135 Avenue A, Manhattan, NY",07/16/2020,40.726938,-73.982906,East Village
565,8506,8562,both,POKE TIKY BAR-CAFFEE CORP,POKE TIKY BAR-CAFFEE CORP,POKE TIKY BAR-CAFFEE CORP,564,VANDERBILT AVE,Brooklyn,11238,"564 VANDERBILT AVE, Brooklyn, NY",07/16/2020,40.679752,-73.968121,Prospect Heights
566,8519,8575,both,5 Five Star Indian Cuisine,1315 Food Corp,Oaxaca Hells Kitchen,1315,43rd Avenue,Queens,11101,"1315 43rd Avenue, Queens, NY",07/16/2020,40.750993,-73.946331,Hunters Point-Sunnyside-West Maspeth
567,8528,8584,both,AV LIC INC,5,5 STAR BANQUET,1305,43rd Avenue,Queens,11101,"1305 43rd Avenue, Queens, NY",07/16/2020,40.750995,-73.946331,Hunters Point-Sunnyside-West Maspeth
568,8530,8586,both,5 Star Banquet,AV LIC Inc,Oaxaca Hells Kitchen,1305,43rd Avenue,Queens,11101,"1305  43rd Avenue, Queens, NY",07/16/2020,40.750995,-73.946331,Hunters Point-Sunnyside-West Maspeth
569,8566,8622,openstreets,5 Burro Cafe,marla's food corp,5 burro cafe,7205,Austin street,Queens,11375,"7205 Austin street, Queens, NY",07/16/2020,40.719248,-73.84236999999999,Forest Hills
570,8575,8631,openstreets,The Tap House,Eire Corp,The Tap House,72-07,Austin street,Queens,11375,"72-07 Austin street , Queens, NY",07/16/2020,40.719228,-73.842327,Forest Hills
571,8589,8645,both,Club Cumming,Corsica Entertainment Inc.,Club Cumming,505,East 6th street,Manhattan,10009,"505 East 6th street, Manhattan, NY",07/16/2020,40.725305,-73.983538,East Village
572,8597,8653,sidewalk,Board and brush staten island,Avaco Inc.,Board and Brush Staten Island,2965,veterans road west,Staten Island,10309,"2965  veterans road west , Staten Island, NY",07/16/2020,40.52785,-74.233373,Charleston-Richmond Valley-Tottenville
573,8598,8654,openstreets,ROVE BAR & RESTAURANT,BURKLEE LLC,ROVE,7227,Austin,Queens,11375,"7227 Austin, Queens, NY",07/16/2020,,,
574,8602,8658,openstreets,5 Burro Cafe,Marla’s Food Corp,5 Burro Cafe,7203,Austin Street,Queens,11375,"7203 Austin Street, Queens, NY",07/16/2020,40.719266999999995,-73.842417,Forest Hills
575,8628,8684,both,Lamia's Fish Market,East Coast Fish Market INC,Lamia's Fish Market,45,Avenue B,Manhattan,10009,"45 Avenue B, Manhattan, NY",07/16/2020,40.722972,-73.982734,Lower East Side
576,8644,8700,roadway,Aita Trattoria,Regine Restaurants LLC,Aita Trattoria,798-A,Franklin ave,Brooklyn,11238,"798-A  Franklin ave, Brooklyn, NY",07/16/2020,,,
577,8645,8701,both,Aita Trattoria,Regine Restaurants LLC,Aita Trattoria,798-A,Franklin Ave,Brooklyn,11238,"798-A Franklin Ave , Brooklyn, NY",07/16/2020,,,
578,8646,8702,openstreets,Narita Japanese restaurant,Narita Japanese restaurant,Narita Japanese restaurant,10708,70th Rd,Queens,11375,"10708  70th Rd, Queens, NY",07/17/2020,40.720989,-73.845613,Forest Hills
579,8702,8758,both,Lowerline,NOLA Restaurant Group LLC,Lowerline,794,Washington Avenue,Brooklyn,11238,"794 Washington Avenue, Brooklyn, NY",07/17/2020,40.674168,-73.963073,Prospect Heights
580,8736,8792,both,Takahachi East Village,KTM 7 Inc.,Takahachi East Village,85,Avenue A,Manhattan,10009,"85 Avenue A, Manhattan, NY",07/17/2020,40.725173,-73.98419100000001,East Village
581,8749,8806,both,Amor y Amargo,Cien Fuegos LLC,Amor y Amargo,95,Avenue A,Manhattan,10009,"95 Avenue A, Manhattan, NY",07/17/2020,40.725563,-73.98390500000001,East Village
582,8750,8807,openstreets,Miss Lilys 7A,7A cafe inc,Miss Lily's 7a,109,Avenue A,Manhattan,10009,"109  Avenue A , Manhattan, NY",07/17/2020,40.725969,-73.98361,East Village
583,8764,8821,sidewalk,Chic-hen,BLK Hospitality Group,Chic-hen,1,Greene Ave,Brooklyn,11238,"1 Greene Ave, Brooklyn, NY",07/17/2020,40.685789,-73.973058,Fort Greene
584,8765,8822,roadway,Jell and Chill,Jell and Chill LLC,Jell and Chill LLC,110,E 7th Street,Manhattan,10009,"110 E 7th Street, Manhattan, NY",07/17/2020,40.726507,-73.984641,East Village
585,8768,8825,openstreets,128 Mac Corp,128 Mac Corp DBA Pylos Restaurant,Pylos Restaurant,128,E 7th street,Manhattan,10009,"128 E 7th street, Manhattan, NY",07/17/2020,40.726216,-73.98394499999999,East Village
586,8789,8846,openstreets,Giano Restaurant,Giano Inc,Giano Inc,126 E,east 7th street,Manhattan,10009,"126 E east 7th street, Manhattan, NY",07/18/2020,40.726248999999996,-73.984024,East Village
587,8791,8848,sidewalk,Palermo Pizzeria and Restaurant LLC,Palermo Pizzeria and Restaurant LLC,Palermo Pizzeria and Restaurant LLC,95,Page Avenue,Staten Island,10309,"95 Page Avenue, Staten Island, NY",07/18/2020,40.522028000000006,-74.234993,Charleston-Richmond Valley-Tottenville
588,8807,8864,openstreets,Papilles,Papilles LLC,Papilles,127,E 7th street,Manhattan,10009,"127 E 7th street , Manhattan, NY",07/18/2020,40.726359,-73.98424399999999,East Village
589,8821,8878,both,718 Hookah & Lounge Inc,718 Hookah & Lounge Inc,718 Hookah & Lounge Inc,72-13,Austin Street,Queens,11375,"72-13 Austin Street, Queens, NY",07/18/2020,40.719167999999996,-73.84219,Forest Hills
590,8909,8966,both,CAFE HENRI,ONE KID CORP,CAFE HENRI,2020-10-10T00:00:00.000,50th Avenue,Queens,11101,"10-10 50th Avenue , Queens, NY",07/20/2020,,,
591,8920,8977,sidewalk,Caffe Bene,Dream1Team Cafe LLC,Caffe Bene,208,Avenue A,Manhattan,10009,"208 Avenue A, Manhattan, NY",07/20/2020,40.729625,-73.980917,East Village
592,8935,8991,both,Crostino Pizza &Pasta,Mediterranean Food Lab LLC,Crostino,3423,Steinway St,Queens,11101,"3423 Steinway St , Queens, NY",07/20/2020,40.756202,-73.92124100000001,Astoria
593,8977,9033,roadway,Tacos Cuautla Morelos,Tacos Cuautla Morelos,Tacos Cuautla Morelos,438 E 9st,438 E 9st,Manhattan,10009,"438 E 9st 438 E 9st, Manhattan, NY",07/21/2020,40.72755,-73.983375,East Village
594,8978,9034,roadway,Tacos Cuautla Morelos,Tacos Cuautla Morelos,Tacos Cuautla Morelos,438 E 9st,438 E 9st,Manhattan,10009,"438 E 9st 438 E 9st, Manhattan, NY",07/21/2020,40.72755,-73.983375,East Village
595,8994,9050,roadway,Hearth Restaurant,"Hearth Restaurant Investors, LLC",Hearth Restaurant,200,1ST Avenue,Manhattan,10009,"200  1ST Avenue, Manhattan, NY",07/21/2020,40.730149,-73.98342099999999,East Village
596,8997,9053,both,Hearth Restaurant,"HEARTH RESTAURANT INVESTORS, LLC",HEARTH RESTAURANT,200,1ST AVENUE,Manhattan,10009,"200 1ST AVENUE, Manhattan, NY",07/21/2020,40.730149,-73.98342099999999,East Village
597,9039,9094,both,SHINN EAST,BAR BY UME LLC,SHINN EAST,119,E 7TH ST,Manhattan,10009,"119 E 7TH ST, Manhattan, NY",07/21/2020,40.726469,-73.984501,East Village
598,9063,9119,openstreets,Antiochia grill,Antiochia grill,Oba grill,70-35,Austin street,Queens,11375,"70-35 Austin street, Queens, NY",07/22/2020,40.720498,-73.845679,Forest Hills
599,9075,9131,sidewalk,THOMPSON DINER,COSCAR INC,COSCAR INC,32-44,Queens Blvd,Staten Island,11101,"32-44 Queens Blvd, Staten Island, NY",07/22/2020,,,
600,9079,9135,sidewalk,THOMPSON DINER,COSCAR INC,COSCAR INC,32-44,QUEENS BLVD,Queens,11101,"32-44 QUEENS BLVD, Queens, NY",07/22/2020,40.744738,-73.932323,Hunters Point-Sunnyside-West Maspeth
601,9088,9144,both,The Phoenix,Hughes Murray Walsh,The Phoenix,447,East 13th,Manhattan,10009,"447 East 13th, Manhattan, NY",07/22/2020,,,
602,9108,9164,both,718 bat&grill,718 hookah lounge inc,1901-12-18T00:00:00.000,72-13,Austin street,Queens,11375,"72-13 Austin street, Queens, NY",07/22/2020,40.719167999999996,-73.84219,Forest Hills
603,9119,9175,both,2nd lhasa fast food inc,the corporation,the corporation,177,1st avenue,Manhattan,10009,"177 1st avenue, Manhattan, NY",07/22/2020,40.729285,-73.98407399999999,East Village
604,9164,9220,both,Auriga Cafe,El Camion 111,Auriga Cafe,198,Ave A,Manhattan,10009,"198  Ave A, Manhattan, NY",07/23/2020,40.729345,-73.981123,East Village
605,9165,9221,both,Beron Beron,mononoke inc.,mononoke inc.,164,1st avenue,Manhattan,10009,"164 1st avenue, Manhattan, NY",07/23/2020,40.728854,-73.984356,East Village
606,9166,9222,both,Cyclo,NGMC Restaurant Incorporated,Cyclo,551,47th Ave.,Queens,11101,"551 47th Ave., Queens, NY",07/23/2020,40.745883,-73.955137,Hunters Point-Sunnyside-West Maspeth
607,9177,9233,sidewalk,PETEY'S BURGER,PETEYS LIC LLC,PETEY'S BURGER,4646,Vernon Blvd,Queens,11101,"4646 Vernon Blvd, Queens, NY",07/23/2020,40.745932,-73.95304,Hunters Point-Sunnyside-West Maspeth
608,9182,9238,both,El Rey Latino,R C & E RESTAURANT,R C & E RESTAURANT,6342,108th street,Queens,11375,"6342 108th street , Queens, NY",07/23/2020,40.733931,-73.850126,Forest Hills
609,9185,9241,both,Lavagna,Desmo 916 corp,Lavagna,545,"E. 5th Street, store front",Manhattan,10009,"545  E. 5th Street, store front, Manhattan, NY",07/23/2020,40.724416,-73.98332099999999,East Village
610,9213,9269,sidewalk,Steinway cafe billiards,Olympian summit inc,Steinway billiards & cafe,35-25,Steinway street,Queens,11101,"35-25 Steinway street , Queens, NY",07/24/2020,40.754638,-73.922513,Astoria
611,9231,9287,both,JACKSONS,Andreas Food Corp,Jacksons Eatery,1037,Jackson Avenue,Queens,11101,"1037 Jackson Avenue, Queens, NY",07/24/2020,40.742309000000006,-73.95310400000001,Hunters Point-Sunnyside-West Maspeth
612,9278,9335,both,Yumpling,Yumpling LIC Queens LLC,Yumpling,4911,Vernon Blvd,Queens,11101,"4911 Vernon Blvd, Queens, NY",07/25/2020,40.743264,-73.953912,Hunters Point-Sunnyside-West Maspeth
613,9326,9383,sidewalk,Mario's Diner Inc,Mario's Diner Inc,Mario's Diner Inc,4911,Northern Blvd.,Queens,11101,"4911  Northern Blvd., Queens, NY",07/27/2020,40.753440000000005,-73.913325,Astoria
614,9339,9396,both,CAVALI,CAVALI NY INC,CAVALI,36-21,STEINWAY ST.,Queens,11101,"36-21 STEINWAY ST., Queens, NY",07/27/2020,40.753242,-73.92367,Astoria
615,9352,9409,sidewalk,The Black Whale,"Kaliope Catering LLC,  DBA The Black Whale","Kaliope Catering LLC,  DBA The Black Whale",279,City Island Avenue,Bronx,10464,"279  City Island Avenue, Bronx, NY",07/27/2020,40.846373,-73.786176,Pelham Bay-Country Club-City Island
616,9353,9410,both,Washington Commons,Washington Tavern LLC,Washington Commons,434,Park Place,Brooklyn,11238,"434 Park Place, Brooklyn, NY",07/27/2020,40.675675,-73.963916,Prospect Heights
617,9356,9413,both,RIVIERA RISTORANTE,17-12 RIVIERA RESTAURANT CORP,RIVIERA RISTORANTE,1712,UTOPIA PKWY,Queens,11357,"1712 UTOPIA PKWY, Queens, NY",07/27/2020,40.781944,-73.794327,Ft. Totten-Bay Terrace-Clearview
618,9366,9423,sidewalk,Minca,Ramen Factory Inc,Minca,536,East 5th Street,Manhattan,10009,"536 East 5th Street, Manhattan, NY",07/27/2020,40.724457,-73.983462,East Village
619,9391,9448,both,Gallaghers 2000,Gallaghers 2000,Gallaghers 2000,4319,37 street,Queens,11101,"4319  37 street , Queens, NY",07/28/2020,40.745534,-73.92770300000001,Hunters Point-Sunnyside-West Maspeth
620,9402,9459,sidewalk,SEA SHORE RESTAUANT,SEA SHORE RESTAURANT CORP.,SEA SHORE RESTAUANT,581 593,CITY ISLAND AVENUE,Bronx,10464,"581 593  CITY ISLAND AVENUE , Bronx, NY",07/28/2020,,,
621,9407,9464,both,Star of Siam Thai Kitchen,Chaimongkol Inc,Star of Siam Thai Kitchen,10318,Metropolitan Ave,Queens,11375,"10318 Metropolitan Ave, Queens, NY",07/28/2020,40.710274,-73.849721,Forest Hills
622,9423,9480,roadway,Rangoon,Rangoon Restaurant Concepts LLC,Rangoon,500,Prospect Place,Brooklyn,11238,"500 Prospect Place, Brooklyn, NY",07/28/2020,40.675863,-73.96031500000001,Crown Heights North
623,9424,9481,both,Wild Birds,Wild Birds LLC,Wild Birds,951,Dean Street,Brooklyn,11238,"951  Dean Street , Brooklyn, NY",07/28/2020,40.678185,-73.958352,Crown Heights North
624,9479,9536,both,Konditori,PIrk Washington LLC,PIrk Washington LLC,696,Washington Ave,Brooklyn,11238,"696 Washington Ave, Brooklyn, NY",07/30/2020,40.677135,-73.963649,Prospect Heights
625,9520,9577,openstreets,KC GOURMET EMPANADAS,KC GOURMET EMPANADAS llc,KC GOURMET EMPANADAS llc,38,AVE B,Manhattan,10009,"38 AVE B, Manhattan, NY",07/30/2020,40.722769,-73.982907,East Village
626,9521,9578,both,The Grafton,1465 CDM Incorporated,The Grafton,126,1st Avenue,Manhattan,10009,"126 1st Avenue, Manhattan, NY",07/30/2020,40.727312,-73.985485,East Village
627,9534,9591,openstreets,Fonda,Fonda Avenue B LLC,Fonda,40,Avenue B,Manhattan,10009,"40 Avenue B, Manhattan, NY",07/30/2020,40.722821,-73.982871,East Village
628,9536,9593,sidewalk,RiO Kitchen & Wine,Cafe Forte Inc,RiO,619,Saint Johns Place,Brooklyn,11238,"619 Saint Johns Place, Brooklyn, NY",07/30/2020,40.672514,-73.957768,Crown Heights North
629,9557,9613,openstreets,POST,Stackleather LLC,POST,42,Avenue B,Manhattan,10009,"42  Avenue B , Manhattan, NY",07/31/2020,40.722873,-73.982831,East Village
630,9559,9615,sidewalk,McDonald's,Goodmanallfood LLC - Sunnyside,McDonald's,3802,Queens Blvd,Queens,11101,"3802 Queens Blvd, Queens, NY",07/31/2020,40.744106,-73.926903,Hunters Point-Sunnyside-West Maspeth
631,9570,9626,roadway,Plum Tomatoes by La Sorrentina,420 B129 Corp,420 B129 Corp,420,B129th Street,Queens,11694,"420 B129th Street, Queens, NY",07/31/2020,40.578373,-73.849374,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
632,9584,9641,roadway,Chilo's,Three and a Half Men LLC,Chilo's,323,Franklin Avenue,Brooklyn,11238,"323 Franklin Avenue, Brooklyn, NY",07/31/2020,40.688354,-73.957098,Bedford
633,9586,9643,roadway,Minca,Ramen Factory Inc,Minca,536,East 5th Street,Manhattan,10009,"536 East 5th Street, Manhattan, NY",07/31/2020,40.724457,-73.983462,East Village
634,9602,9659,both,Ace Bar,Thunderbolt Corp.,Ace Bar,531,East 5th Street,Manhattan,10009,"531 East 5th Street, Manhattan, NY",07/31/2020,40.724512,-73.983552,East Village
635,9618,9675,sidewalk,Boulton & Wattt,Downtown Dining LLC,Boulton & Watt,5,Avenue A,Manhattan,10009,"5 Avenue A, Manhattan, NY",08/01/2020,40.722506,-73.986129,East Village
636,9658,9822,both,MAGNA GRECIA,OTG 150ST CORP,OTG 150ST CORP,14-09,150,Queens,11357,"14-09 150, Queens, NY",08/05/2020,,,
637,9696,9752,sidewalk,Sweetleaf Coffee,Sweetleaf L.I.C. III,Sweetleaf Coffee,1028,Jackson Avenue,Queens,11101,"1028 Jackson Avenue, Queens, NY",08/03/2020,40.742036999999996,-73.953588,Hunters Point-Sunnyside-West Maspeth
638,9711,9767,openstreets,Nourish Thai,Heng Heng Group INC,Nourish Thai,637A,Vanderbilt Avenue,Brooklyn,11238,"637A  Vanderbilt Avenue, Brooklyn, NY",08/03/2020,40.678042,-73.968714,Prospect Heights
639,9732,9787,openstreets,Chuko,Bar Chuko LLC,Bar Chuko LLC,565,Vanderbilt Ave,Brooklyn,11238,"565 Vanderbilt Ave, Brooklyn, NY",08/04/2020,40.680839,-73.96771,Prospect Heights
640,9756,9811,openstreets,Cataldo’s restaurant,Cataldo54inc,Cataldo54inc,554,Vanderbilt avenue,Brooklyn,11238,"554  Vanderbilt avenue, Brooklyn, NY",08/04/2020,40.680021,-73.968024,Prospect Heights
641,9761,9816,openstreets,BierWax,BierWax LLC,BierWax,556,Vanderbilt Avenue,Brooklyn,11238,"556 Vanderbilt Avenue , Brooklyn, NY",08/04/2020,40.679966,-73.968046,Prospect Heights
642,9765,9820,openstreets,Branded Saloon,"Branded Cattle Saloon, Inc.",Branded Saloon,603,Vanderbilt Avenue,Brooklyn,11238,"603 Vanderbilt Avenue, Brooklyn, NY",08/05/2020,40.679286,-73.968262,Prospect Heights
643,9769,9825,openstreets,Faun,Wilderness Group LLC,Faun,606,Vanderbilt Avenue,Brooklyn,11238,"606 Vanderbilt Avenue, Brooklyn, NY",08/05/2020,40.678191,-73.968681,Prospect Heights
644,9770,9826,openstreets,Lalou,WIne People LLC,LaLou,581,581 Vanderbilt Ave,Brooklyn,11238,"581 581 Vanderbilt Ave, Brooklyn, NY",08/05/2020,,,
645,9805,9863,both,King David,K.D. Kosher Inc,K.D. Kosher Inc,101-10,Queens Blvd,Queens,11375,"101-10  Queens Blvd , Queens, NY",08/05/2020,40.7264,-73.852315,Forest Hills
