,blank,objectid,seating_interest,restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,nta
118,8364,8419,sidewalk,The Juicer Shack,The Juicer Shack,Conrado Balderas (DBA) The Juicer Shack,1086,Southern Blvd,Bronx,10459,"1086 Southern Blvd, Bronx, NY",07/15/2020,40.825655,-73.891913,Hunts Point
119,8465,8521,both,Angiolina's Restaurant,Angiolinas Restaurant Inc,Angiolinas Restaurant Inc,1322A,Jerome Avenue,Bronx,10452,"1322A Jerome Avenue, Bronx, NY",07/15/2020,40.838534,-73.91889499999999,West Concourse
120,8582,8638,both,LA SABROSURA 1 RESTAURANT CORP.,LA SABROSURA 1 RESTAURANT CORP.,LA SABROSURA 1 RESTAURANT CORP.,25A,EAST 172TH STREET,Bronx,10452,"25A EAST 172TH STREET , Bronx, NY",07/16/2020,40.842157,-73.915736,West Concourse
121,8599,8655,roadway,LA FUENTE STEAK HOUSE CORP.,LA FUENTE STEAK HOUSE CORP.,LA FUENTE STEAK HOUSE CORP.,1306,JEROME AVENUE,Bronx,10452,"1306 JEROME AVENUE, Bronx, NY",07/16/2020,40.838267,-73.919134,West Concourse
122,8600,8656,both,LA FUENTE STEAK HOUSE CORP.,LA FUENTE STEAK HOUSE CORP.,LA FUENTE STEAK HOUSE CORP.,1306,JEROME AVENUE,Bronx,10452,"1306 JEROME AVENUE, Bronx, NY",07/16/2020,40.838267,-73.919134,West Concourse
123,8604,8660,sidewalk,880 ROY'S RESTAURANT & BAR CORP.,880 ROY'S RESTAURANT & BAR CORP.,880 ROY'S RESTAURANT & BAR CORP.,880,E TREMONT AVE,Bronx,10460,"880 E TREMONT AVE, Bronx, NY",07/16/2020,40.84279,-73.885846,East Tremont
124,8606,8662,both,880 ROY'S RESTAURANT & BAR CORP.,880 ROY'S RESTAURANT & BAR CORP.,880 ROY'S RESTAURANT & BAR CORP.,1951,SOUTHERN BLVD,Bronx,10460,"1951  SOUTHERN BLVD, Bronx, NY",07/16/2020,40.84254,-73.885705,East Tremont
125,8610,8666,both,Fantasy Bar and Restaurant,Fantasy Bar and Restaurant Corp,Fantasy Bar and Restaurant Corp,23,E Tremont Ave,Bronx,10453,"23 E Tremont Ave, Bronx, NY",07/16/2020,40.851583000000005,-73.908834,Mount Hope
126,8686,8742,both,LA SABROSURA 1 RESTAURANT CORP.,LA SABROSURA 1 RESTAURANT CORP.,LA SABROSURA 1 RESTAURANT CORP.,25A,EAST 170TH STREET,Bronx,10452,"25A EAST 170TH STREET, Bronx, NY",07/17/2020,40.839841,-73.916653,West Concourse
127,8725,8781,both,Pio Pio Restaurant,Pio Pio NYC Inc,Pio Pio Restaurant,264,Cypress Avenue,Bronx,10454,"264 Cypress Avenue, Bronx, NY",07/17/2020,40.806016,-73.914239,Mott Haven-Port Morris
128,8796,8853,sidewalk,Outside looking in restaurant lounge inc,Outside looking in restaurant lounge inc,Outside looking in restaurant lounge inc,1877,Carter av,Bronx,10457,"1877 Carter av, Bronx, NY",07/18/2020,40.847325,-73.901915,Mount Hope
129,8866,8923,sidewalk,star restaurant and cafe,star restaurant and cafe,star restaurant and cafe,1298,westchester ave,Bronx,10459,"1298  westchester ave, Bronx, NY",07/19/2020,40.827382,-73.88662,Hunts Point
130,8878,8935,both,La Penda II Restaurant,La Penda II Restaurant LLC,La Penda II Restaurant LLC,485,E. 180th St.,Bronx,10457,"485 E. 180th St., Bronx, NY",07/20/2020,40.851357,-73.895323,Claremont-Bathgate
131,8899,8956,both,Hungry Bird,Mahek Limited Liability Company,Mahek Limited Liability Company,980,Morris Avenue,Bronx,10456,"980 Morris Avenue, Bronx, NY",07/20/2020,40.828434,-73.91686999999999,East Concourse-Concourse Village
132,8917,8974,sidewalk,Mi Pueblito,Mi Pueblito Inc,Mi Pueblito Inc,111 East,167 street,Bronx,10452,"111 East 167 street, Bronx, NY",07/20/2020,40.834957,-73.918994,West Concourse
133,8962,9018,both,TULARCITO BAKERY LLC,TULARCITO BAKERY LLC,TULARCITO BAKERY LLC,1328,JEROME AVE,Bronx,10452,"1328 JEROME AVE, Bronx, NY",07/20/2020,40.838632000000004,-73.91882700000001,West Concourse
134,8984,9040,sidewalk,CARIDAD SEA FOOD RESTAURANT CORP.,CARIDAD SEA FOOD RESTAURANT CORP.,CARIDAD SEA FOOD RESTAURANT CORP.,410,EAST TREMONT AVE,Bronx,10457,"410  EAST TREMONT AVE, Bronx, NY",07/21/2020,40.847596,-73.900487,Mount Hope
135,9092,9148,sidewalk,El Despertar Marlene Inc.,El Despertar Marlene Inc.,El Despertar Marlene Inc.,849,Prospect Ave,Bronx,10459,"849  Prospect Ave, Bronx, NY",07/22/2020,40.820172,-73.901424,Melrose South-Mott Haven North
136,9161,9217,sidewalk,Solimar Grill Restaurant,Solimar Grill Restaurant,Solimar Grill Restaurant,1800,Archer Street,Bronx,10460,"1800  Archer Street, Bronx, NY",07/23/2020,40.837508,-73.867131,West Farms-Bronx River
137,9201,9257,both,Seis Vecinos Restaurant,J&J Prospect Corp,Seis Vecinos Restaurant,640,Prospect Ave,Bronx,10455,"640 Prospect Ave, Bronx, NY",07/24/2020,40.815227,-73.903396,Longwood
138,9275,9332,sidewalk,Seis Vecinos Restaurant,J&J Prospect Corp,Seis Vecnos Restaurant,640,Prospect Ave,Bronx,10455,"640 Prospect Ave, Bronx, NY",07/25/2020,40.815227,-73.903396,Longwood
139,9313,9370,both,619 Bar & Restaurant El Salvadoreno,619 Bar & Restaurant El Salvadoreno Corp.,619 Bar & Restaurant El Salvadoreno Corp.,619,Melrose Avenue,Bronx,10455,"619 Melrose Avenue, Bronx, NY",07/26/2020,40.81773,-73.917028,Melrose South-Mott Haven North
140,9327,9384,sidewalk,Antojitos La Garnacha,Antojitos La Garnacha Corp,Antojitos La Garnacha Corp,8,E 183rd Street,Bronx,10453,"8 E 183rd Street, Bronx, NY",07/27/2020,40.858624,-73.903471,Fordham South
141,9347,9404,sidewalk,Hungry Bird,Mahek Limited Liability Company,Hungry Bird,980,Morris Avenue,Bronx,10456,"980 Morris Avenue, Bronx, NY",07/27/2020,40.828434,-73.91686999999999,East Concourse-Concourse Village
142,9384,9441,both,LOS SAZONES LATINO CORP.,LOS SAZONES LATINO CORP.,LOS SAZONES LATINO CORP.,1048,WOODYCREST AVE,Bronx,10452,"1048  WOODYCREST AVE, Bronx, NY",07/27/2020,40.833529999999996,-73.927293,Highbridge
143,9418,9475,both,El Jaguar Restaurant Corp,El Jaguar Restaurant Corp,El Jaguar Restaurant,536,East 138th Street,Bronx,10454,"536 East 138th Street, Bronx, NY",07/28/2020,40.807087,-73.918154,Mott Haven-Port Morris
144,9458,9515,sidewalk,Taco Bell Cantina,GFE RIVER AVENUE LLC,Taco Bell,880,River Avenue,Bronx,10452,"880 River Avenue, Bronx, NY",07/29/2020,40.828333,-73.925625,West Concourse
145,9509,9566,roadway,Don Chile Mexican Grill,Don Chile Mexican Grill Corp,Don Chile Mexican Grill Corp,801,Southern Boulevard,Bronx,10459,"801  Southern Boulevard , Bronx, NY",07/30/2020,40.816456,-73.896086,Hunts Point
146,9510,9567,roadway,Don Chile Mexican Grill,Don Chile Mexican Grill Corp,Don Chile Mexican Grill Corp,801,Southern Boulevard,Bronx,10459,"801 Southern Boulevard, Bronx, NY",07/30/2020,40.816456,-73.896086,Hunts Point
147,9593,9650,both,Seis Vecinos Restaurant,J&J Prospect Corp,Seis Vecinos Restaurant,640,Prospect Ave,Bronx,10455,"640 Prospect Ave, Bronx, NY",07/31/2020,40.815227,-73.903396,Longwood
148,9617,9674,both,XOCHIMILCO FAMILY REST INC,XOCHIMILCO FAMILY REST INC,XOCHIMILCO FAMILY REST INC,653,MELROSE AVE,Bronx,10455,"653 MELROSE AVE, Bronx, NY",08/01/2020,40.818556,-73.916655,Melrose South-Mott Haven North
149,9626,9683,sidewalk,dunkin donuts,ANDHRA FOODS INC,dunkin donuts,1167 a,webster avenue,Bronx,10456,"1167 a  webster avenue, Bronx, NY",08/01/2020,40.831103000000006,-73.910297,East Concourse-Concourse Village
150,9634,9691,sidewalk,dunkin donuts,BRONX 170 FOODS INC,dunkin donuts,140e,170th street,Bronx,10452,"140e 170th street, Bronx, NY",08/01/2020,40.839088000000004,-73.91475,West Concourse
151,9636,9693,sidewalk,dunkin donuts,BRONX BRUCKNER FOODS INC,dunkin donuts,114,bruckner blvd,Bronx,10454,"114 bruckner blvd, Bronx, NY",08/01/2020,40.804636,-73.922271,Mott Haven-Port Morris
152,9652,9709,sidewalk,dunkin donuts,BRONX PROSPECT FOODS INC,dunkin donuts,839,prospect avenue,Bronx,10459,"839 prospect avenue, Bronx, NY",08/02/2020,40.820067,-73.90146700000001,Melrose South-Mott Haven North
153,9668,9724,sidewalk,dunkin donuts,BRONX BROOK FOODS INC,dunkin donuts,513 e,138th street,Manhattan,10454,"513 e 138th street, Manhattan, NY",08/02/2020,,,
154,9673,9729,sidewalk,pastelillos house & deli,the pastelillos house &deli,the pastelillos house &deli,613,138 ST,Bronx,10454,"613 138 ST, Bronx, NY",08/02/2020,,,
