New York,Borough,income_num_returns(households),avg income per return(x1000s),income level,DBA,STREET,CUISINE DESCRIPTION,SCORE,GRADE,GRADE DATE
10007,Manhattan,3640,693.3799451,high income,MARIACHI'S RESTAURANT,CHAMBERS STREET,Mexican,13,A,1/13/2020
10007,Manhattan,3640,693.3799451,high income,SPOTIFY - BARISTA BAR,GREENWICH STREET,Caf̩/Coffee/Tea,13,A,1/22/2020
10007,Manhattan,3640,693.3799451,high income,STARBUCKS COFFEE COMPANY #29854,GREENWICH STREET,Caf̩/Coffee/Tea,2,A,1/13/2020
10007,Manhattan,3640,693.3799451,high income,SPOTIFY - BARISTA BAR,GREENWICH STREET,Caf̩/Coffee/Tea,13,A,1/22/2020
10007,Manhattan,3640,693.3799451,high income,CANTEEN,WORLD TRADE CTR,American,12,A,1/23/2020
10007,Manhattan,3640,693.3799451,high income,JOE & THE JUICE GREENWICH ST,GREENWICH STREET,Caf̩/Coffee/Tea,12,A,12/30/2019
10007,Manhattan,3640,693.3799451,high income,BARCLAY STREET CAFE,GREENWICH STREET,Caf̩/Coffee/Tea,13,A,1/10/2020
10007,Manhattan,3640,693.3799451,high income,JOE & THE JUICE GREENWICH ST,GREENWICH STREET,Caf̩/Coffee/Tea,12,A,12/30/2019
10007,Manhattan,3640,693.3799451,high income,LEKKA BURGER,WARREN STREET,Vegetarian,12,A,1/10/2020
10007,Manhattan,3640,693.3799451,high income,LEKKA BURGER,WARREN STREET,Vegetarian,12,A,1/10/2020
10007,Manhattan,3640,693.3799451,high income,BARCLAY STREET CAFE,GREENWICH STREET,Caf̩/Coffee/Tea,13,A,1/10/2020
10007,Manhattan,3640,693.3799451,high income,SALAD BOX USA,PARK PLACE,Salads,3,A,1/13/2020
10007,Manhattan,3640,693.3799451,high income,JOE & THE JUICE GREENWICH ST,GREENWICH STREET,Caf̩/Coffee/Tea,12,A,12/30/2019
10007,Manhattan,3640,693.3799451,high income,MARIACHI'S RESTAURANT,CHAMBERS STREET,Mexican,13,A,1/13/2020
10007,Manhattan,3640,693.3799451,high income,ZUCKER'S BAGELS AND SMOKED FISH,CHAMBERS STREET,Bagels/Pretzels,10,A,1/17/2020
10007,Manhattan,3640,693.3799451,high income,BARCLAY STREET CAFE,GREENWICH STREET,Caf̩/Coffee/Tea,13,A,1/10/2020
10007,Manhattan,3640,693.3799451,high income,MARIACHI'S RESTAURANT,CHAMBERS STREET,Mexican,13,A,1/13/2020
10007,Manhattan,3640,693.3799451,high income,CANTEEN,WORLD TRADE CTR,American,12,A,1/23/2020
10007,Manhattan,3640,693.3799451,high income,LEKKA BURGER,WARREN STREET,Vegetarian,12,A,1/10/2020
10007,Manhattan,3640,693.3799451,high income,ELIM BISTRO,PARK PLACE,Delicatessen,7,A,1/15/2020
10007,Manhattan,3640,693.3799451,high income,AROME,BROADWAY,American,11,A,1/17/2020
10007,Manhattan,3640,693.3799451,high income,MUSCLE MAKER GRILL,MURRAY STREET,American,2,A,1/13/2020
10007,Manhattan,3640,693.3799451,high income,BARCLAY STREET CAFE,GREENWICH STREET,Caf̩/Coffee/Tea,13,A,1/10/2020
10007,Manhattan,3640,693.3799451,high income,HANK'S JUICY BEEF,CHAMBERS STREET,Sandwiches,12,A,1/13/2020
10007,Manhattan,3640,693.3799451,high income,AROME,BROADWAY,American,11,A,1/17/2020
10007,Manhattan,3640,693.3799451,high income,ZUCKER'S BAGELS AND SMOKED FISH,CHAMBERS STREET,Bagels/Pretzels,10,A,1/17/2020
10007,Manhattan,3640,693.3799451,high income,SPOTIFY - BARISTA BAR,GREENWICH STREET,Caf̩/Coffee/Tea,13,A,1/22/2020
10007,Manhattan,3640,693.3799451,high income,CHIPOTLE MEXICAN GRILL,GREENWICH STREET,Tex-Mex,12,A,2/3/2020
10007,Manhattan,3640,693.3799451,high income,GROUP M,GREENWICH STREET,American,12,A,1/30/2020
10007,Manhattan,3640,693.3799451,high income,GROUP M,GREENWICH STREET,American,12,A,1/30/2020
10007,Manhattan,3640,693.3799451,high income,GROUP M,GREENWICH STREET,American,12,A,1/30/2020
10007,Manhattan,3640,693.3799451,high income,CORNER GOURMET II,WEST BROADWAY,American,12,A,1/31/2020
10007,Manhattan,3640,693.3799451,high income,MAXWELL'S,READE STREET,Irish,12,A,2/5/2020
10007,Manhattan,3640,693.3799451,high income,TRE SORELLE,READE STREET,Italian,18,B,1/31/2020
10007,Manhattan,3640,693.3799451,high income,CORNER GOURMET II,WEST BROADWAY,American,12,A,1/31/2020
10007,Manhattan,3640,693.3799451,high income,LITTLE PARK,WEST BROADWAY,American,13,A,2/5/2020
10007,Manhattan,3640,693.3799451,high income,MAXWELL'S,READE STREET,Irish,12,A,2/5/2020
10007,Manhattan,3640,693.3799451,high income,MAJESTIC PIZZA,CORTLANDT STREET,Pizza/Italian,10,A,2/10/2020
10007,Manhattan,3640,693.3799451,high income,GROUP M,GREENWICH STREET,American,12,A,1/30/2020
10007,Manhattan,3640,693.3799451,high income,LITTLE PARK,WEST BROADWAY,American,13,A,2/5/2020
10007,Manhattan,3640,693.3799451,high income,CHIPOTLE MEXICAN GRILL,GREENWICH STREET,Tex-Mex,12,A,2/3/2020
10007,Manhattan,3640,693.3799451,high income,MAJESTIC PIZZA,CORTLANDT STREET,Pizza/Italian,10,A,2/10/2020
10007,Manhattan,3640,693.3799451,high income,TRE SORELLE,READE STREET,Italian,18,B,1/31/2020
10007,Manhattan,3640,693.3799451,high income,TRE SORELLE,READE STREET,Italian,18,B,1/31/2020
10007,Manhattan,3640,693.3799451,high income,MONK MCGINNS,MURRAY STREET,American,13,A,3/3/2020
10007,Manhattan,3640,693.3799451,high income,DELIMARIE,DUANE STREET,American,9,A,3/9/2020
10007,Manhattan,3640,693.3799451,high income,ANDY'S DELI,BROADWAY,American,11,A,3/6/2020
10007,Manhattan,3640,693.3799451,high income,ELIEZER KITCHEN,CHURCH STREET,American,9,A,2/24/2020
10007,Manhattan,3640,693.3799451,high income,SUBWAY,CHAMBERS STREET,Sandwiches,7,A,3/3/2020
10007,Manhattan,3640,693.3799451,high income,PALM RESTAURANT,CHAMBERS STREET,Steak,13,A,3/2/2020
10007,Manhattan,3640,693.3799451,high income,BENARES RESTAURANT,MURRAY STREET,Indian,7,A,3/3/2020
10007,Manhattan,3640,693.3799451,high income,LITTLE ITALY PIZZA,PARK PLACE,Pizza,6,A,3/3/2020
10007,Manhattan,3640,693.3799451,high income,ANDY'S DELI,BROADWAY,American,11,A,3/6/2020
10007,Manhattan,3640,693.3799451,high income,DELIMARIE,DUANE STREET,American,9,A,3/9/2020
10007,Manhattan,3640,693.3799451,high income,BENARES RESTAURANT,MURRAY STREET,Indian,7,A,3/3/2020
10007,Manhattan,3640,693.3799451,high income,ELIEZER KITCHEN,CHURCH STREET,American,9,A,2/24/2020
10007,Manhattan,3640,693.3799451,high income,DELIMARIE,DUANE STREET,American,9,A,3/9/2020
10007,Manhattan,3640,693.3799451,high income,LITTLE ITALY PIZZA,PARK PLACE,Pizza,6,A,3/3/2020
10007,Manhattan,3640,693.3799451,high income,FLASHDANCERS GENTLEMEN'S CLUB,MURRAY STREET,Other,13,A,3/2/2020
10007,Manhattan,3640,693.3799451,high income,PRET A MANGER,CHURCH STREET,American,9,A,2/27/2020
10007,Manhattan,3640,693.3799451,high income,FLASHDANCERS GENTLEMEN'S CLUB,MURRAY STREET,Other,13,A,3/2/2020
10007,Manhattan,3640,693.3799451,high income,LITTLE ITALY PIZZA,PARK PLACE,Pizza,6,A,3/3/2020
10007,Manhattan,3640,693.3799451,high income,ONE WORLD OBSERVATORY,WORLD TRADE CTR,American,3,A,3/2/2020
10007,Manhattan,3640,693.3799451,high income,STARBUCKS,BROADWAY,Caf̩/Coffee/Tea,10,A,3/2/2020
10007,Manhattan,3640,693.3799451,high income,PALM RESTAURANT,CHAMBERS STREET,Steak,13,A,3/2/2020
10007,Manhattan,3640,693.3799451,high income,BENARES RESTAURANT,MURRAY STREET,Indian,7,A,3/3/2020
10007,Manhattan,3640,693.3799451,high income,PRET A MANGER,CHURCH STREET,American,9,A,2/27/2020
10007,Manhattan,3640,693.3799451,high income,FLASHDANCERS GENTLEMEN'S CLUB,MURRAY STREET,Other,13,A,3/2/2020
10007,Manhattan,3640,693.3799451,high income,ANDY'S DELI,BROADWAY,American,11,A,3/6/2020
10007,Manhattan,3640,693.3799451,high income,MONK MCGINNS,MURRAY STREET,American,13,A,3/3/2020
10007,Manhattan,3640,693.3799451,high income,STARBUCKS,BROADWAY,Caf̩/Coffee/Tea,10,A,3/2/2020
10007,Manhattan,3640,693.3799451,high income,EPICERIE BOULUD,GREENWICH STREET,French,4,A,3/13/2020
10007,Manhattan,3640,693.3799451,high income,DARKHORSE,MURRAY STREET,American,12,A,3/13/2020
10007,Manhattan,3640,693.3799451,high income,VIN SUR VINGT,WEST BROADWAY,French,2,A,3/10/2020
10007,Manhattan,3640,693.3799451,high income,DARKHORSE,MURRAY STREET,American,12,A,3/13/2020
10007,Manhattan,3640,693.3799451,high income,BNY MELLON EXECUTIVE DINNING ROOM,GREENWICH STREET,American,2,A,3/12/2020
10007,Manhattan,3640,693.3799451,high income,DUNKIN',CHURCH STREET,Donuts,2,A,3/10/2020
10007,Manhattan,3640,693.3799451,high income,EPICERIE BOULUD,GREENWICH STREET,French,4,A,3/13/2020
10007,Manhattan,3640,693.3799451,high income,JOE & THE JUICE (OCULUS WESTFIELD),GREENWICH STREET,"Juice, Smoothies, Fruit Salads",12,A,10/29/2019
10007,Manhattan,3640,693.3799451,high income,CHIPOTLE MEXICAN GRILL,BROADWAY,Mexican,12,A,10/16/2019
10007,Manhattan,3640,693.3799451,high income,AROMA ESPRESSO BAR,CHURCH STREET,American,7,A,10/18/2019
10007,Manhattan,3640,693.3799451,high income,CAFE/ 911 MUSEUM,GREENWICH STREET,Caf̩/Coffee/Tea,9,A,10/16/2019
10007,Manhattan,3640,693.3799451,high income,LUNA PIZZA,PARK ROW,Pizza,11,A,10/15/2019
10007,Manhattan,3640,693.3799451,high income,AAHAR,MURRAY STREET,Indian,13,A,10/29/2019
10007,Manhattan,3640,693.3799451,high income,CAFE/ 911 MUSEUM,GREENWICH STREET,Caf̩/Coffee/Tea,9,A,10/16/2019
10007,Manhattan,3640,693.3799451,high income,A SAFFRON THREAD,CHAMBERS STREET,Indian,13,A,10/31/2019
10007,Manhattan,3640,693.3799451,high income,CAFE/ 911 MUSEUM,GREENWICH STREET,Caf̩/Coffee/Tea,9,A,10/16/2019
10007,Manhattan,3640,693.3799451,high income,BURRITO MARIACHI,CHURCH STREET,Tex-Mex,30,C,10/29/2019
10007,Manhattan,3640,693.3799451,high income,BURRITO MARIACHI,CHURCH STREET,Tex-Mex,30,C,10/29/2019
10007,Manhattan,3640,693.3799451,high income,BURRITO MARIACHI,CHURCH STREET,Tex-Mex,30,C,10/29/2019
10007,Manhattan,3640,693.3799451,high income,FIVE AND DIME,PARK PLACE,Caf̩/Coffee/Tea,7,A,10/29/2019
10007,Manhattan,3640,693.3799451,high income,FIVE AND DIME,PARK PLACE,Caf̩/Coffee/Tea,7,A,10/29/2019
10007,Manhattan,3640,693.3799451,high income,AAHAR,MURRAY STREET,Indian,13,A,10/29/2019
10007,Manhattan,3640,693.3799451,high income,FEDOROFF'S STEAKS,CORTLANDT STREET,Sandwiches,12,A,10/25/2019
10007,Manhattan,3640,693.3799451,high income,A SAFFRON THREAD,CHAMBERS STREET,Indian,13,A,10/31/2019
10007,Manhattan,3640,693.3799451,high income,BURRITO MARIACHI,CHURCH STREET,Tex-Mex,30,C,10/29/2019
10007,Manhattan,3640,693.3799451,high income,AROMA ESPRESSO BAR,CHURCH STREET,American,7,A,10/18/2019
10007,Manhattan,3640,693.3799451,high income,CHIPOTLE MEXICAN GRILL,BROADWAY,Mexican,12,A,10/16/2019
10007,Manhattan,3640,693.3799451,high income,A SAFFRON THREAD,CHAMBERS STREET,Indian,13,A,10/31/2019
10007,Manhattan,3640,693.3799451,high income,BURRITO MARIACHI,CHURCH STREET,Tex-Mex,30,C,10/29/2019
10007,Manhattan,3640,693.3799451,high income,AAHAR,MURRAY STREET,Indian,13,A,10/29/2019
10007,Manhattan,3640,693.3799451,high income,BURRITO MARIACHI,CHURCH STREET,Tex-Mex,30,C,10/29/2019
10007,Manhattan,3640,693.3799451,high income,JOE & THE JUICE (OCULUS WESTFIELD),GREENWICH STREET,"Juice, Smoothies, Fruit Salads",12,A,10/29/2019
10007,Manhattan,3640,693.3799451,high income,AAHAR,MURRAY STREET,Indian,13,A,10/29/2019
10007,Manhattan,3640,693.3799451,high income,LUNA PIZZA,PARK ROW,Pizza,11,A,10/15/2019
10007,Manhattan,3640,693.3799451,high income,APPLE GOURMET,BROADWAY,American,12,A,11/15/2019
10007,Manhattan,3640,693.3799451,high income,POKE GREEN,GREENWICH STREET,Asian,10,A,11/19/2019
10007,Manhattan,3640,693.3799451,high income,LYFEPING,CHAMBERS STREET,"Juice, Smoothies, Fruit Salads",13,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,APPLE GOURMET,BROADWAY,American,12,A,11/15/2019
10007,Manhattan,3640,693.3799451,high income,WARREN 77,WARREN STREET,American,13,A,11/12/2019
10007,Manhattan,3640,693.3799451,high income,LYFEPING,CHAMBERS STREET,"Juice, Smoothies, Fruit Salads",13,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,WARREN 77,WARREN STREET,American,13,A,11/12/2019
10007,Manhattan,3640,693.3799451,high income,J R SUSHI,WEST BROADWAY,Japanese,26,B,11/26/2019
10007,Manhattan,3640,693.3799451,high income,POKE GREEN,GREENWICH STREET,Asian,10,A,11/19/2019
10007,Manhattan,3640,693.3799451,high income,AKIMOTO SUSHI,CHURCH STREET,Japanese,19,B,11/13/2019
10007,Manhattan,3640,693.3799451,high income,SCHNIPPERS,CHURCH STREET,American,12,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,BLISS BOWL,GREENWICH STREET,Asian,22,B,11/26/2019
10007,Manhattan,3640,693.3799451,high income,BLISS BOWL,GREENWICH STREET,Asian,22,B,11/26/2019
10007,Manhattan,3640,693.3799451,high income,DUNKIN',CHAMBERS STREET,Donuts,13,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,BLISS BOWL,GREENWICH STREET,Asian,22,B,11/26/2019
10007,Manhattan,3640,693.3799451,high income,SCHNIPPERS,CHURCH STREET,American,12,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,SCHNIPPERS,CHURCH STREET,American,12,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,LYFEPING,CHAMBERS STREET,"Juice, Smoothies, Fruit Salads",13,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,KAFFE 1668,GREENWICH STREET,Caf̩/Coffee/Tea,24,B,12/5/2019
10007,Manhattan,3640,693.3799451,high income,KAFFE 1668,GREENWICH STREET,Caf̩/Coffee/Tea,24,B,12/5/2019
10007,Manhattan,3640,693.3799451,high income,AKIMOTO SUSHI,CHURCH STREET,Japanese,19,B,11/13/2019
10007,Manhattan,3640,693.3799451,high income,LYFEPING,CHAMBERS STREET,"Juice, Smoothies, Fruit Salads",13,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,SCHNIPPERS,CHURCH STREET,American,12,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,LYFEPING,CHAMBERS STREET,"Juice, Smoothies, Fruit Salads",13,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,DUNKIN',CHAMBERS STREET,Donuts,13,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,POKE GREEN,GREENWICH STREET,Asian,10,A,11/19/2019
10007,Manhattan,3640,693.3799451,high income,GUCKENHEIMER CAFE @ SPOTIFY,GREENWICH STREET,American,4,A,12/16/2019
10007,Manhattan,3640,693.3799451,high income,STARBUCKS,CHURCH STREET,Caf̩/Coffee/Tea,3,A,11/20/2019
10007,Manhattan,3640,693.3799451,high income,DUNKIN',CHAMBERS STREET,Donuts,13,A,11/13/2019
10007,Manhattan,3640,693.3799451,high income,AKIMOTO SUSHI,CHURCH STREET,Japanese,19,B,11/13/2019
10007,Manhattan,3640,693.3799451,high income,LOS TACOS NO.1,CHURCH STREET,Mexican,10,A,12/20/2019
10007,Manhattan,3640,693.3799451,high income,TAKUMI JAPANESE CUISINE,CHAMBERS STREET,Japanese,11,A,12/13/2019
10007,Manhattan,3640,693.3799451,high income,J R SUSHI,WEST BROADWAY,Japanese,26,B,11/26/2019
10007,Manhattan,3640,693.3799451,high income,FRANKLIN SQUARE CAFE @ HARPER COLLINS,BROADWAY,American,7,A,12/13/2019
10007,Manhattan,3640,693.3799451,high income,MBJ DOWNTOWN (BMCC cafeteria),CHAMBERS STREET,American,13,A,12/5/2019
10007,Manhattan,3640,693.3799451,high income,GUCKENHEIMER CAFE @ SPOTIFY,GREENWICH STREET,American,4,A,12/16/2019
10007,Manhattan,3640,693.3799451,high income,TAKUMI JAPANESE CUISINE,CHAMBERS STREET,Japanese,11,A,12/13/2019
10007,Manhattan,3640,693.3799451,high income,J R SUSHI,WEST BROADWAY,Japanese,26,B,11/26/2019
10007,Manhattan,3640,693.3799451,high income,J R SUSHI,WEST BROADWAY,Japanese,26,B,11/26/2019
10007,Manhattan,3640,693.3799451,high income,CHINA RED GOURMENT,CHAMBERS STREET,Chinese,13,A,12/13/2019
10007,Manhattan,3640,693.3799451,high income,LADY M CONFECTIONS,LIBERTY STREET,Other,12,A,12/2/2019
10007,Manhattan,3640,693.3799451,high income,KAFFE 1668,GREENWICH STREET,Caf̩/Coffee/Tea,24,B,12/5/2019
10007,Manhattan,3640,693.3799451,high income,CHECKERS,CHAMBERS STREET,American,10,A,12/13/2019
10007,Manhattan,3640,693.3799451,high income,MBJ DOWNTOWN (BMCC cafeteria),CHAMBERS STREET,American,13,A,12/5/2019
10007,Manhattan,3640,693.3799451,high income,CHINA RED GOURMENT,CHAMBERS STREET,Chinese,13,A,12/13/2019
10007,Manhattan,3640,693.3799451,high income,KAFFE 1668,GREENWICH STREET,Caf̩/Coffee/Tea,24,B,12/5/2019
10007,Manhattan,3640,693.3799451,high income,KAFFE 1668,GREENWICH STREET,Caf̩/Coffee/Tea,24,B,12/5/2019
10007,Manhattan,3640,693.3799451,high income,CHECKERS,CHAMBERS STREET,American,10,A,12/13/2019
10007,Manhattan,3640,693.3799451,high income,TAKUMI JAPANESE CUISINE,CHAMBERS STREET,Japanese,11,A,12/13/2019
10007,Manhattan,3640,693.3799451,high income,CUT BY WOLFGANG PUCK,CHURCH STREET,Steak,13,A,11/29/2019
10007,Manhattan,3640,693.3799451,high income,STARBUCKS,BROADWAY,Caf̩/Coffee/Tea,10,A,12/16/2019
10007,Manhattan,3640,693.3799451,high income,BLISS BOWL,GREENWICH STREET,Asian,22,B,11/26/2019
10007,Manhattan,3640,693.3799451,high income,CUT BY WOLFGANG PUCK,CHURCH STREET,Steak,13,A,11/29/2019
10007,Manhattan,3640,693.3799451,high income,MBJ DOWNTOWN (BMCC cafeteria),CHAMBERS STREET,American,13,A,12/5/2019
10007,Manhattan,3640,693.3799451,high income,STARBUCKS,BROADWAY,Caf̩/Coffee/Tea,10,A,12/16/2019
10007,Manhattan,3640,693.3799451,high income,TAKAHACHI BAKERY,MURRAY STREET,Bakery,10,A,12/18/2019
10007,Manhattan,3640,693.3799451,high income,BLISS BOWL,GREENWICH STREET,Asian,22,B,11/26/2019
10007,Manhattan,3640,693.3799451,high income,CUT BY WOLFGANG PUCK,CHURCH STREET,Steak,13,A,11/29/2019
10007,Manhattan,3640,693.3799451,high income,LADY M CONFECTIONS,LIBERTY STREET,Other,12,A,12/2/2019
10007,Manhattan,3640,693.3799451,high income,HANK'S JUICY BEEF,CHAMBERS STREET,Sandwiches,12,A,1/13/2020
10007,Manhattan,3640,693.3799451,high income,CHECKERS,CHAMBERS STREET,American,10,A,12/13/2019
10007,Manhattan,3640,693.3799451,high income,J R SUSHI,WEST BROADWAY,Japanese,26,B,11/26/2019
10007,Manhattan,3640,693.3799451,high income,FRANKLIN SQUARE CAFE @ HARPER COLLINS,BROADWAY,American,7,A,12/13/2019
10007,Manhattan,3640,693.3799451,high income,MBJ DOWNTOWN (BMCC cafeteria),CHAMBERS STREET,American,13,A,12/5/2019
10007,Manhattan,3640,693.3799451,high income,KAFFE 1668,GREENWICH STREET,Caf̩/Coffee/Tea,24,B,12/5/2019
10007,Manhattan,3640,693.3799451,high income,THE HUMMUS & PITA CO.,CHAMBERS STREET,Mediterranean,9,A,9/12/2019
10007,Manhattan,3640,693.3799451,high income,JUICE PRESS @ EQUINOX,MURRAY STREET,"Juice, Smoothies, Fruit Salads",7,A,9/9/2019
10007,Manhattan,3640,693.3799451,high income,ZUCKER'S BAGELS AND SMOKED FISH,CHAMBERS STREET,Bagels/Pretzels,13,A,9/10/2019
10007,Manhattan,3640,693.3799451,high income,HUNGRY GHOST COFFEE,CHURCH STREET,Caf̩/Coffee/Tea,9,A,9/12/2019
10007,Manhattan,3640,693.3799451,high income,JOE COFFEE COMPANY,GREENWICH STREET,Caf̩/Coffee/Tea,11,A,9/6/2019
10007,Manhattan,3640,693.3799451,high income,DARKHORSE,MURRAY STREET,American,10,A,9/12/2019
10007,Manhattan,3640,693.3799451,high income,THE HUMMUS & PITA CO.,CHAMBERS STREET,Mediterranean,9,A,9/12/2019
10007,Manhattan,3640,693.3799451,high income,ZUCKER'S BAGELS AND SMOKED FISH,CHAMBERS STREET,Bagels/Pretzels,13,A,9/10/2019
10007,Manhattan,3640,693.3799451,high income,JUICE PRESS @ EQUINOX,MURRAY STREET,"Juice, Smoothies, Fruit Salads",7,A,9/9/2019
10007,Manhattan,3640,693.3799451,high income,STAGE DOOR DELI,VESEY STREET,Delicatessen,3,A,9/5/2019
10007,Manhattan,3640,693.3799451,high income,MARIACHI'S RESTAURANT,CHAMBERS STREET,Mexican,13,A,9/5/2019
10007,Manhattan,3640,693.3799451,high income,HUNGRY GHOST COFFEE,CHURCH STREET,Caf̩/Coffee/Tea,9,A,9/12/2019
10007,Manhattan,3640,693.3799451,high income,JOE COFFEE COMPANY,GREENWICH STREET,Caf̩/Coffee/Tea,11,A,9/6/2019
10007,Manhattan,3640,693.3799451,high income,MARIACHI'S RESTAURANT,CHAMBERS STREET,Mexican,13,A,9/5/2019
10007,Manhattan,3640,693.3799451,high income,GROUP M,GREENWICH STREET,American,4,A,9/6/2019
10007,Manhattan,3640,693.3799451,high income,MARIACHI'S RESTAURANT,CHAMBERS STREET,Mexican,13,A,9/5/2019
10007,Manhattan,3640,693.3799451,high income,ZUCKER'S BAGELS AND SMOKED FISH,CHAMBERS STREET,Bagels/Pretzels,13,A,9/10/2019
10007,Manhattan,3640,693.3799451,high income,OX VERTE,READE STREET,American,13,A,3/8/2019
10007,Manhattan,3640,693.3799451,high income,AKIMOTO SUSHI,CHURCH STREET,Japanese,13,A,3/11/2019
10007,Manhattan,3640,693.3799451,high income,VIN SUR VINGT,WEST BROADWAY,French,12,A,3/18/2019
10007,Manhattan,3640,693.3799451,high income,N.Y. ACADEMY OF SCIENCE,GREENWICH STREET,American,13,A,3/1/2019
10007,Manhattan,3640,693.3799451,high income,DARKHORSE,MURRAY STREET,American,11,A,3/1/2019
10007,Manhattan,3640,693.3799451,high income,VIN SUR VINGT,WEST BROADWAY,French,12,A,3/18/2019
10007,Manhattan,3640,693.3799451,high income,AKIMOTO SUSHI,CHURCH STREET,Japanese,13,A,3/11/2019
10007,Manhattan,3640,693.3799451,high income,DARKHORSE,MURRAY STREET,American,11,A,3/1/2019
10007,Manhattan,3640,693.3799451,high income,AKIMOTO SUSHI,CHURCH STREET,Japanese,13,A,3/11/2019
10007,Manhattan,3640,693.3799451,high income,N.Y. ACADEMY OF SCIENCE,GREENWICH STREET,American,13,A,3/1/2019
10007,Manhattan,3640,693.3799451,high income,OX VERTE,READE STREET,American,13,A,3/8/2019
10007,Manhattan,3640,693.3799451,high income,VIVI BUBBLE TEA,BROADWAY,Caf̩/Coffee/Tea,11,A,3/8/2019
10007,Manhattan,3640,693.3799451,high income,OX VERTE,READE STREET,American,13,A,3/8/2019
10007,Manhattan,3640,693.3799451,high income,VIVI BUBBLE TEA,BROADWAY,Caf̩/Coffee/Tea,11,A,3/8/2019
10007,Manhattan,3640,693.3799451,high income,PALM RESTAURANT,CHAMBERS STREET,Steak,7,A,2/26/2019
10007,Manhattan,3640,693.3799451,high income,WOODROWS,MURRAY STREET,American,9,A,2/26/2019
10007,Manhattan,3640,693.3799451,high income,PALM RESTAURANT,CHAMBERS STREET,Steak,7,A,2/26/2019
10007,Manhattan,3640,693.3799451,high income,WOODROWS,MURRAY STREET,American,9,A,2/26/2019
10007,Manhattan,3640,693.3799451,high income,AROME,BROADWAY,American,26,B,2/26/2019
10007,Manhattan,3640,693.3799451,high income,PRET A MANGER,CHURCH STREET,American,10,A,2/25/2019
10007,Manhattan,3640,693.3799451,high income,AROME,BROADWAY,American,26,B,2/26/2019
10007,Manhattan,3640,693.3799451,high income,MANHATTAN PROPER,MURRAY STREET,American,20,B,2/26/2019
10007,Manhattan,3640,693.3799451,high income,MANHATTAN PROPER,MURRAY STREET,American,20,B,2/26/2019
10007,Manhattan,3640,693.3799451,high income,AROME,BROADWAY,American,26,B,2/26/2019
10007,Manhattan,3640,693.3799451,high income,MANHATTAN PROPER,MURRAY STREET,American,20,B,2/26/2019
10007,Manhattan,3640,693.3799451,high income,MANHATTAN PROPER,MURRAY STREET,American,20,B,2/26/2019
10007,Manhattan,3640,693.3799451,high income,AROME,BROADWAY,American,26,B,2/26/2019
10007,Manhattan,3640,693.3799451,high income,EPICERIE BOULUD,GREENWICH STREET,French,13,A,2/25/2019
10007,Manhattan,3640,693.3799451,high income,AROME,BROADWAY,American,26,B,2/26/2019
10007,Manhattan,3640,693.3799451,high income,PRET A MANGER,CHURCH STREET,American,10,A,2/25/2019
10007,Manhattan,3640,693.3799451,high income,EPICERIE BOULUD,GREENWICH STREET,French,13,A,2/25/2019
10007,Manhattan,3640,693.3799451,high income,GUNBAE,MURRAY STREET,Korean,10,A,4/1/2019
10007,Manhattan,3640,693.3799451,high income,SHEEZAN RESTAURANT,CHURCH STREET,Bangladeshi,13,A,4/8/2019
10007,Manhattan,3640,693.3799451,high income,PRET A MANGER,BROADWAY,Sandwiches/Salads/Mixed Buffet,7,A,3/29/2019
10007,Manhattan,3640,693.3799451,high income,SHEEZAN RESTAURANT,CHURCH STREET,Bangladeshi,13,A,4/8/2019
10007,Manhattan,3640,693.3799451,high income,NEW FRESCO TORTILLAS,READE STREET,Tex-Mex,12,A,4/5/2019
10007,Manhattan,3640,693.3799451,high income,GRAN MORSI,WARREN STREET,Italian,10,A,3/28/2019
10007,Manhattan,3640,693.3799451,high income,NOBU 195,BROADWAY,Japanese,27,B,3/21/2019
10007,Manhattan,3640,693.3799451,high income,WICHCRAFT,BROADWAY,Sandwiches,8,A,4/4/2019
10007,Manhattan,3640,693.3799451,high income,FOUR SEASONS HOTEL BANQUET KITCHEN,BARCLAY STREET,American,2,A,3/25/2019
10007,Manhattan,3640,693.3799451,high income,TRE SORELLE,READE STREET,Italian,11,A,3/25/2019
10007,Manhattan,3640,693.3799451,high income,LE PAIN QUOTIDIEN,WEST BROADWAY,Sandwiches/Salads/Mixed Buffet,8,A,4/8/2019
10007,Manhattan,3640,693.3799451,high income,LE PAIN QUOTIDIEN,WEST BROADWAY,Sandwiches/Salads/Mixed Buffet,8,A,4/8/2019
10007,Manhattan,3640,693.3799451,high income,NEW FRESCO TORTILLAS,READE STREET,Tex-Mex,12,A,4/5/2019
