New York,Borough,income_num_returns(households),avg income per return(x1000s),income level,DBA,STREET,CUISINE DESCRIPTION,SCORE,GRADE,GRADE DATE
10013,Manhattan,15140,490.1375165,high income,BENVENUTO CAFE,FRANKLIN STREET,American,7,A,7/11/2019
10013,Manhattan,15140,490.1375165,high income,NHA TRANG ONE,BAXTER STREET,Vietnamese/Cambodian/Malaysia,13,A,7/29/2019
10013,Manhattan,15140,490.1375165,high income,JUNG SIK,HARRISON STREET,Korean,12,A,7/26/2019
10013,Manhattan,15140,490.1375165,high income,POLOSUD,MOTT STREET,"Ice Cream, Gelato, Yogurt, Ices",9,A,7/25/2019
10013,Manhattan,15140,490.1375165,high income,GOLDEN FUNG WONG BAKERY,MOTT STREET,Bakery,12,A,7/26/2019
10013,Manhattan,15140,490.1375165,high income,YIWANMEN/CHONG QING NOODLE,MOTT STREET,Chinese,12,A,7/25/2019
10013,Manhattan,15140,490.1375165,high income,GIRELLO,NORTH MOORE STREET,Italian,12,A,7/8/2019
10013,Manhattan,15140,490.1375165,high income,YUNSHANG RICE NOODLE HOUSE,BAYARD STREET,Chinese,9,A,7/29/2019
10013,Manhattan,15140,490.1375165,high income,AMERICAN CUT,GREENWICH STREET,Steak,9,A,7/26/2019
10013,Manhattan,15140,490.1375165,high income,LA NONNA,MULBERRY STREET,Italian,12,A,7/23/2019
10013,Manhattan,15140,490.1375165,high income,POLOSUD,MOTT STREET,"Ice Cream, Gelato, Yogurt, Ices",9,A,7/25/2019
10013,Manhattan,15140,490.1375165,high income,GIRELLO,NORTH MOORE STREET,Italian,12,A,7/8/2019
10013,Manhattan,15140,490.1375165,high income,NHA TRANG ONE,BAXTER STREET,Vietnamese/Cambodian/Malaysia,13,A,7/29/2019
10013,Manhattan,15140,490.1375165,high income,TASTE TACO HOUSE,CHURCH STREET,Chinese,34,C,7/10/2019
10013,Manhattan,15140,490.1375165,high income,TASTE TACO HOUSE,CHURCH STREET,Chinese,34,C,7/10/2019
10013,Manhattan,15140,490.1375165,high income,POPEYES,WALKER STREET,Chicken,4,A,7/26/2019
10013,Manhattan,15140,490.1375165,high income,TWO HANDS TRIBECA,CHURCH STREET,Australian,3,A,7/10/2019
10013,Manhattan,15140,490.1375165,high income,AMERICAN CUT,GREENWICH STREET,Steak,9,A,7/26/2019
10013,Manhattan,15140,490.1375165,high income,55 THOMAS CAFE,THOMAS STREET,American,10,A,7/16/2019
10013,Manhattan,15140,490.1375165,high income,KUNG FU TEA,CANAL STREET,"Juice, Smoothies, Fruit Salads",13,A,7/16/2019
10013,Manhattan,15140,490.1375165,high income,DELUXE GREEN BO,BAYARD STREET,Chinese,21,B,7/10/2019
10013,Manhattan,15140,490.1375165,high income,NB WING WONG,BOWERY,Chinese,13,A,7/10/2019
10013,Manhattan,15140,490.1375165,high income,TASTE TACO HOUSE,CHURCH STREET,Chinese,34,C,7/10/2019
10013,Manhattan,15140,490.1375165,high income,TASTE TACO HOUSE,CHURCH STREET,Chinese,34,C,7/10/2019
10013,Manhattan,15140,490.1375165,high income,DELUXE GREEN BO,BAYARD STREET,Chinese,21,B,7/10/2019
10013,Manhattan,15140,490.1375165,high income,NB WING WONG,BOWERY,Chinese,13,A,7/10/2019
10013,Manhattan,15140,490.1375165,high income,GREECOLOGIES CAFE,BROOME STREET,Greek,11,A,7/16/2019
10013,Manhattan,15140,490.1375165,high income,DELUXE GREEN BO,BAYARD STREET,Chinese,21,B,7/10/2019
10013,Manhattan,15140,490.1375165,high income,NB WING WONG,BOWERY,Chinese,13,A,7/10/2019
10013,Manhattan,15140,490.1375165,high income,SHINSEN,BOWERY,Japanese,12,A,7/10/2019
10013,Manhattan,15140,490.1375165,high income,M & W BAKERY,BAYARD STREET,Caf̩/Coffee/Tea,11,A,8/9/2019
10013,Manhattan,15140,490.1375165,high income,JUST SALAD,HUDSON ST,Salads,13,A,8/1/2019
10013,Manhattan,15140,490.1375165,high income,JUST SALAD,HUDSON ST,Salads,13,A,8/1/2019
10013,Manhattan,15140,490.1375165,high income,YUNSHANG RICE NOODLE HOUSE,BAYARD STREET,Chinese,9,A,7/29/2019
10013,Manhattan,15140,490.1375165,high income,FLOUR SHOP,LAFAYETTE STREET,Bakery,12,A,8/8/2019
10013,Manhattan,15140,490.1375165,high income,ANTIQUE GARAGE TRIBECA,CHURCH STREET,Turkish,22,B,7/30/2019
10013,Manhattan,15140,490.1375165,high income,CHIPOTLE MEXICAN GRILL,BROADWAY,Mexican,10,A,8/1/2019
10013,Manhattan,15140,490.1375165,high income,BRANDY LIBRARY LOUNGE,NORTH MOORE STREET,French,12,A,7/30/2019
10013,Manhattan,15140,490.1375165,high income,AUDREY BAKERY & CAFE,CANAL STREET,Bakery,12,A,8/6/2019
10013,Manhattan,15140,490.1375165,high income,ANTIQUE GARAGE TRIBECA,CHURCH STREET,Turkish,22,B,7/30/2019
10013,Manhattan,15140,490.1375165,high income,HARNEY & SONS TEA,BROOME STREET,Caf̩/Coffee/Tea,4,A,8/12/2019
10013,Manhattan,15140,490.1375165,high income,CONFERENCE CENTER,GREENWICH STREET,American,10,A,8/13/2019
10013,Manhattan,15140,490.1375165,high income,NONNA BEPPA,HUDSON STREET,Italian,11,A,8/1/2019
10013,Manhattan,15140,490.1375165,high income,AUDREY BAKERY & CAFE,CANAL STREET,Bakery,12,A,8/6/2019
10013,Manhattan,15140,490.1375165,high income,FLOUR SHOP,LAFAYETTE STREET,Bakery,12,A,8/8/2019
10013,Manhattan,15140,490.1375165,high income,FLOUR SHOP,LAFAYETTE STREET,Bakery,12,A,8/8/2019
10013,Manhattan,15140,490.1375165,high income,STARBUCKS,GREENWICH STREET,Caf̩/Coffee/Tea,10,A,8/13/2019
10013,Manhattan,15140,490.1375165,high income,KAM HING CAFE,BAXTER STREET,Bakery,2,A,8/13/2019
10013,Manhattan,15140,490.1375165,high income,CHIKARASHI,CANAL STREET,Japanese,8,A,8/20/2019
10013,Manhattan,15140,490.1375165,high income,THE CUPPING ROOM CAFE,WEST BROADWAY,American,31,C,8/6/2019
10013,Manhattan,15140,490.1375165,high income,12 CORNERS COFFEE,MOTT STREET,Caf̩/Coffee/Tea,9,A,8/9/2019
10013,Manhattan,15140,490.1375165,high income,NOMO SOHO,CROSBY STREET,Mediterranean,27,B,8/1/2019
10013,Manhattan,15140,490.1375165,high income,CAPRI RISTORANTE PIZZERIA BAR,MULBERRY STREET,Italian,4,C,8/12/2019
10013,Manhattan,15140,490.1375165,high income,NHA TRANG ONE,BAXTER STREET,Vietnamese/Cambodian/Malaysia,13,A,7/29/2019
10013,Manhattan,15140,490.1375165,high income,LE PAIN QUOTIDIEN,GRAND STREET,Sandwiches,12,A,8/16/2019
10013,Manhattan,15140,490.1375165,high income,THE CUPPING ROOM CAFE,WEST BROADWAY,American,31,C,8/6/2019
10013,Manhattan,15140,490.1375165,high income,STARBUCKS,GREENWICH STREET,Caf̩/Coffee/Tea,10,A,8/13/2019
10013,Manhattan,15140,490.1375165,high income,YUNSHANG RICE NOODLE HOUSE,BAYARD STREET,Chinese,9,A,7/29/2019
10013,Manhattan,15140,490.1375165,high income,LE PAIN QUOTIDIEN,GRAND STREET,Sandwiches,12,A,8/16/2019
10013,Manhattan,15140,490.1375165,high income,BRANDY LIBRARY LOUNGE,NORTH MOORE STREET,French,12,A,7/30/2019
10013,Manhattan,15140,490.1375165,high income,JUST SALAD,HUDSON ST,Salads,13,A,8/1/2019
10013,Manhattan,15140,490.1375165,high income,CITI HOSPITALITY,GREENWICH STREET,American,8,A,8/13/2019
10013,Manhattan,15140,490.1375165,high income,STARBUCKS,WEST BROADWAY,Caf̩/Coffee/Tea,5,A,8/1/2019
10013,Manhattan,15140,490.1375165,high income,PUFFY'S TAVERN,HUDSON STREET,American,10,A,8/29/2019
10013,Manhattan,15140,490.1375165,high income,NONNA BEPPA,HUDSON STREET,Italian,11,A,8/1/2019
10013,Manhattan,15140,490.1375165,high income,LE PAIN QUOTIDIEN,GRAND STREET,Sandwiches,12,A,8/16/2019
10013,Manhattan,15140,490.1375165,high income,NOMO SOHO,CROSBY STREET,Mediterranean,27,B,8/1/2019
10013,Manhattan,15140,490.1375165,high income,IL MULINO,GREENWICH STREET,Italian,12,A,7/31/2019
10013,Manhattan,15140,490.1375165,high income,MALAYSIA BEEF JERKY,ELIZABETH STREET,Chinese,12,A,8/20/2019
10013,Manhattan,15140,490.1375165,high income,JING FONG RESTAURANT,ELIZABETH STREET,Chinese,7,P,8/14/2019
10013,Manhattan,15140,490.1375165,high income,HARNEY & SONS TEA,BROOME STREET,Caf̩/Coffee/Tea,4,A,8/12/2019
10013,Manhattan,15140,490.1375165,high income,CITI HOSPITALITY,GREENWICH STREET,American,8,A,8/13/2019
10013,Manhattan,15140,490.1375165,high income,CAPRI RISTORANTE PIZZERIA BAR,MULBERRY STREET,Italian,4,C,8/12/2019
10013,Manhattan,15140,490.1375165,high income,NOMO SOHO,CROSBY STREET,Mediterranean,27,B,8/1/2019
10013,Manhattan,15140,490.1375165,high income,ZEF CAFE,BOWERY,American,6,A,8/8/2019
10013,Manhattan,15140,490.1375165,high income,PIER 25 SNACK BAR,WEST STREET,American,10,A,8/1/2019
10013,Manhattan,15140,490.1375165,high income,BRANDY LIBRARY LOUNGE,NORTH MOORE STREET,French,12,A,7/30/2019
10013,Manhattan,15140,490.1375165,high income,PINGS,MOTT STREET,Seafood,12,A,8/6/2019
10013,Manhattan,15140,490.1375165,high income,M & W BAKERY,BAYARD STREET,Caf̩/Coffee/Tea,11,A,8/9/2019
10013,Manhattan,15140,490.1375165,high income,CHIPOTLE MEXICAN GRILL,BROADWAY,Mexican,10,A,8/1/2019
10013,Manhattan,15140,490.1375165,high income,NOMO SOHO,CROSBY STREET,Mediterranean,27,B,8/1/2019
10013,Manhattan,15140,490.1375165,high income,PINGS,MOTT STREET,Seafood,12,A,8/6/2019
10013,Manhattan,15140,490.1375165,high income,12 CORNERS COFFEE,MOTT STREET,Caf̩/Coffee/Tea,9,A,8/9/2019
10013,Manhattan,15140,490.1375165,high income,IL MULINO,GREENWICH STREET,Italian,12,A,7/31/2019
10013,Manhattan,15140,490.1375165,high income,NOM WAH TEA/DIM SUM PARLOR,DOYERS STREET,Chinese,13,A,7/31/2019
10013,Manhattan,15140,490.1375165,high income,LE PAIN QUOTIDIEN,GRAND STREET,Sandwiches,12,A,8/16/2019
10013,Manhattan,15140,490.1375165,high income,NOM WAH TEA/DIM SUM PARLOR,DOYERS STREET,Chinese,13,A,7/31/2019
10013,Manhattan,15140,490.1375165,high income,M & W BAKERY,BAYARD STREET,Caf̩/Coffee/Tea,11,A,8/9/2019
10013,Manhattan,15140,490.1375165,high income,PINGS,MOTT STREET,Seafood,12,A,8/6/2019
10013,Manhattan,15140,490.1375165,high income,M & W BAKERY,BAYARD STREET,Caf̩/Coffee/Tea,11,A,8/9/2019
10013,Manhattan,15140,490.1375165,high income,THE CUPPING ROOM CAFE,WEST BROADWAY,American,31,C,8/6/2019
10013,Manhattan,15140,490.1375165,high income,ANTIQUE GARAGE TRIBECA,CHURCH STREET,Turkish,22,B,7/30/2019
10013,Manhattan,15140,490.1375165,high income,WESTVILLE,HUDSON STREET,American,9,A,8/9/2019
10013,Manhattan,15140,490.1375165,high income,THE CUPPING ROOM CAFE,WEST BROADWAY,American,31,C,8/6/2019
10013,Manhattan,15140,490.1375165,high income,CHIKARASHI,CANAL STREET,Japanese,8,A,8/20/2019
10013,Manhattan,15140,490.1375165,high income,PIER 25 SNACK BAR,WEST STREET,American,10,A,8/1/2019
10013,Manhattan,15140,490.1375165,high income,THE CUPPING ROOM CAFE,WEST BROADWAY,American,31,C,8/6/2019
10013,Manhattan,15140,490.1375165,high income,JING FONG RESTAURANT,ELIZABETH STREET,Chinese,7,P,8/14/2019
10013,Manhattan,15140,490.1375165,high income,WESTVILLE,HUDSON STREET,American,9,A,8/9/2019
10013,Manhattan,15140,490.1375165,high income,MALAYSIA BEEF JERKY,ELIZABETH STREET,Chinese,12,A,8/20/2019
10013,Manhattan,15140,490.1375165,high income,STARBUCKS,BROADWAY,Caf̩/Coffee/Tea,7,A,4/22/2019
10013,Manhattan,15140,490.1375165,high income,HIDEAWAY,DUANE STREET,American,12,A,4/22/2019
10013,Manhattan,15140,490.1375165,high income,BIG WONG RESTAURANT,MOTT STREET,Chinese,46,C,4/25/2019
10013,Manhattan,15140,490.1375165,high income,QUAN SUSHI & GRILL,BROOME STREET,Japanese,12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,SHANGHAI HEPING RESTAURANT,MOTT STREET,Chinese,12,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,BEARIN WHEEL PIE,WALKER STREET,Caf̩/Coffee/Tea,10,A,4/23/2019
10013,Manhattan,15140,490.1375165,high income,CAFE HONG KONG,BAYARD STREET,Chinese,12,A,4/29/2019
10013,Manhattan,15140,490.1375165,high income,XO TASTE,ELIZABETH STREET,Chinese,13,A,4/29/2019
10013,Manhattan,15140,490.1375165,high income,HOP LEE RESTAURANT,MOTT STREET,Chinese,11,A,4/25/2019
10013,Manhattan,15140,490.1375165,high income,CAFE HONG KONG,BAYARD STREET,Chinese,12,A,4/29/2019
10013,Manhattan,15140,490.1375165,high income,12 CORNERS COFFEE,MOTT STREET,Caf̩/Coffee/Tea,2,A,4/26/2019
10013,Manhattan,15140,490.1375165,high income,WESTSIDE COFFEE SHOP RESTAURANT,CHURCH STREET,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,NEW MANDARIN COURT,MOTT STREET,Chinese,13,A,5/1/2019
10013,Manhattan,15140,490.1375165,high income,PHO BANG RESTAURANT,MOTT STREET,Vietnamese/Cambodian/Malaysia,9,A,5/1/2019
10013,Manhattan,15140,490.1375165,high income,HIDEAWAY,DUANE STREET,American,12,A,4/22/2019
10013,Manhattan,15140,490.1375165,high income,CIVIC DELI,WORTH STREET,American,9,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,MACAO IMPERIAL TEA,HESTER STREET,Caf̩/Coffee/Tea,6,A,4/16/2019
10013,Manhattan,15140,490.1375165,high income,PHO BANG RESTAURANT,MOTT STREET,Vietnamese/Cambodian/Malaysia,9,A,5/1/2019
10013,Manhattan,15140,490.1375165,high income,TAIWAN PORK CHOP HOUSE,DOYERS STREET,Chinese,7,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,GOTAN,FRANKLIN STREET,Mediterranean,12,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,Da Gennaro,MULBERRY STREET,Italian,12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,BROOME STREET BAR,WEST BROADWAY,American,13,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,SAL'S FAMILY PIZZA,BROOME STREET,Pizza,13,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,M & W BAKERY,BAYARD STREET,Caf̩/Coffee/Tea,11,A,4/29/2019
10013,Manhattan,15140,490.1375165,high income,KAM HING CAFE,BAXTER STREET,Bakery,12,A,5/3/2019
10013,Manhattan,15140,490.1375165,high income,TAKAHACHI TRIBECA,DUANE STREET,Japanese,13,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,BROOME STREET BAR,WEST BROADWAY,American,13,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,SHANGHAI HEPING RESTAURANT,MOTT STREET,Chinese,12,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,PASTEUR GRILL & NOODLES,BAXTER STREET,Vietnamese/Cambodian/Malaysia,7,A,4/16/2019
10013,Manhattan,15140,490.1375165,high income,LUNELLA RISTORANTE,MULBERRY STREET,Italian,12,A,5/1/2019
10013,Manhattan,15140,490.1375165,high income,CRIMINAL COURT BLDG CAFETERIA,CENTRE STREET,American,2,A,4/16/2019
10013,Manhattan,15140,490.1375165,high income,BUDDHA BODAI ONE VEGETARIAN RESTAURANT,MOTT STREET,Vegetarian,13,P,4/19/2019
10013,Manhattan,15140,490.1375165,high income,THE ORIGINAL VINCENT'S ESTABLISH 1904,MOTT STREET,Italian,12,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,TAKAHACHI TRIBECA,DUANE STREET,Japanese,13,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,CIVIC DELI,WORTH STREET,American,9,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,SAL'S FAMILY PIZZA,BROOME STREET,Pizza,13,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,TAKAHACHI TRIBECA,DUANE STREET,Japanese,13,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,M & W BAKERY,BAYARD STREET,Caf̩/Coffee/Tea,11,A,4/29/2019
10013,Manhattan,15140,490.1375165,high income,FAY DA BAKERY,MOTT STREET,Bakery,2,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,BIG WONG RESTAURANT,MOTT STREET,Chinese,46,C,4/25/2019
10013,Manhattan,15140,490.1375165,high income,PEKING DUCK HOUSE,MOTT STREET,Chinese,12,A,4/25/2019
10013,Manhattan,15140,490.1375165,high income,SHANGHAI HEPING RESTAURANT,MOTT STREET,Chinese,12,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,EVERYMAN ESPRESSO,WEST BROADWAY,Caf̩/Coffee/Tea,12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,NEW SHANGHAI DELUXE,MOTT STREET,Chinese,12,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,CAFE HONG KONG,BAYARD STREET,Chinese,12,A,4/29/2019
10013,Manhattan,15140,490.1375165,high income,SUSHI OF GARI TRIBECA,WEST BROADWAY,Japanese,9,A,4/16/2019
10013,Manhattan,15140,490.1375165,high income,NEW SHANGHAI DELUXE,MOTT STREET,Chinese,12,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,IL PICCOLO BUFALO,MULBERRY STREET,Italian,13,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,PEKING DUCK HOUSE,MOTT STREET,Chinese,12,A,4/25/2019
10013,Manhattan,15140,490.1375165,high income,QUAN SUSHI & GRILL,BROOME STREET,Japanese,12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,XO TASTE,ELIZABETH STREET,Chinese,13,A,4/29/2019
10013,Manhattan,15140,490.1375165,high income,BIG WONG RESTAURANT,MOTT STREET,Chinese,46,C,4/25/2019
10013,Manhattan,15140,490.1375165,high income,JOE'S GINGER RESTAURANT,PELL STREET,Chinese,6,A,4/25/2019
10013,Manhattan,15140,490.1375165,high income,SHANGHAI 21,MOTT STREET,Chinese,13,A,4/29/2019
10013,Manhattan,15140,490.1375165,high income,GOTAN,FRANKLIN STREET,Mediterranean,12,A,4/17/2019
10013,Manhattan,15140,490.1375165,high income,SHANGHAI 21,MOTT STREET,Chinese,13,A,4/29/2019
10013,Manhattan,15140,490.1375165,high income,WESTSIDE COFFEE SHOP RESTAURANT,CHURCH STREET,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,THE ORIGINAL VINCENT'S ESTABLISH 1904,MOTT STREET,Italian,12,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,EVERYMAN ESPRESSO,WEST BROADWAY,Caf̩/Coffee/Tea,12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,PENGUIN ICE CREAM,CANAL STREET,"Ice Cream, Gelato, Yogurt, Ices",12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,EVERYMAN ESPRESSO,WEST BROADWAY,Caf̩/Coffee/Tea,12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,KAM HING CAFE,BAXTER STREET,Bakery,12,A,5/3/2019
10013,Manhattan,15140,490.1375165,high income,QUEEN BAKERY II,CENTRE STREET,Chinese,5,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,BIG WONG RESTAURANT,MOTT STREET,Chinese,46,C,4/25/2019
10013,Manhattan,15140,490.1375165,high income,PEKING DUCK HOUSE,MOTT STREET,Chinese,12,A,4/25/2019
10013,Manhattan,15140,490.1375165,high income,THE ORIGINAL VINCENT'S ESTABLISH 1904,MOTT STREET,Italian,12,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,LUNELLA RISTORANTE,MULBERRY STREET,Italian,12,A,5/1/2019
10013,Manhattan,15140,490.1375165,high income,SERAFINA TRIBECA,READE STREET,Italian,13,A,4/23/2019
10013,Manhattan,15140,490.1375165,high income,Da Gennaro,MULBERRY STREET,Italian,12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,CHINA BLUE,WASHINGTON STREET,Chinese,12,A,5/1/2019
10013,Manhattan,15140,490.1375165,high income,GO CATERING,LISPENARD STREET,American,12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,LUNELLA RISTORANTE,MULBERRY STREET,Italian,12,A,5/1/2019
10013,Manhattan,15140,490.1375165,high income,STARBUCKS,CANAL STREET,Caf̩/Coffee/Tea,8,A,4/15/2019
10013,Manhattan,15140,490.1375165,high income,AIRE ANCIENT BATHS,FRANKLIN STREET,"Juice, Smoothies, Fruit Salads",11,A,4/19/2019
10013,Manhattan,15140,490.1375165,high income,BIG WONG RESTAURANT,MOTT STREET,Chinese,46,C,4/25/2019
10013,Manhattan,15140,490.1375165,high income,TAIYAKI NYC,BAXTER STREET,"Ice Cream, Gelato, Yogurt, Ices",11,A,4/16/2019
10013,Manhattan,15140,490.1375165,high income,LE BOTANISTE,GRAND STREET,Vegetarian,8,A,4/15/2019
10013,Manhattan,15140,490.1375165,high income,GO CATERING,LISPENARD STREET,American,12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,TAIYAKI NYC,BAXTER STREET,"Ice Cream, Gelato, Yogurt, Ices",11,A,4/16/2019
10013,Manhattan,15140,490.1375165,high income,SERAFINA TRIBECA,READE STREET,Italian,13,A,4/23/2019
10013,Manhattan,15140,490.1375165,high income,CIVIC DELI,WORTH STREET,American,9,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,FERRARA'S,GRAND STREET,Bakery,9,A,4/16/2019
10013,Manhattan,15140,490.1375165,high income,BIG WONG RESTAURANT,MOTT STREET,Chinese,46,C,4/25/2019
10013,Manhattan,15140,490.1375165,high income,TAIWAN PORK CHOP HOUSE,DOYERS STREET,Chinese,7,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,LE BOTANISTE,GRAND STREET,Vegetarian,8,A,4/15/2019
10013,Manhattan,15140,490.1375165,high income,PENGUIN ICE CREAM,CANAL STREET,"Ice Cream, Gelato, Yogurt, Ices",12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,IL PICCOLO BUFALO,MULBERRY STREET,Italian,13,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,WESTSIDE COFFEE SHOP RESTAURANT,CHURCH STREET,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,PASTEUR GRILL & NOODLES,BAXTER STREET,Vietnamese/Cambodian/Malaysia,7,A,4/16/2019
10013,Manhattan,15140,490.1375165,high income,SHANGHAI 21,MOTT STREET,Chinese,13,A,4/29/2019
10013,Manhattan,15140,490.1375165,high income,SUN SAI GAI RESTAURANT,CANAL STREET,Chinese,4,P,4/15/2019
10013,Manhattan,15140,490.1375165,high income,BIG WONG RESTAURANT,MOTT STREET,Chinese,46,C,4/25/2019
10013,Manhattan,15140,490.1375165,high income,HUDSON FOOD COURT,HUDSON STREET,American,11,A,4/15/2019
10013,Manhattan,15140,490.1375165,high income,GO CATERING,LISPENARD STREET,American,12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,IL PICCOLO BUFALO,MULBERRY STREET,Italian,13,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,KAFFE 1668,GREENWICH STREET,Caf̩/Coffee/Tea,12,A,4/23/2019
10013,Manhattan,15140,490.1375165,high income,BIG WONG RESTAURANT,MOTT STREET,Chinese,46,C,4/25/2019
10013,Manhattan,15140,490.1375165,high income,JUICY SPOT,PELL STREET,"Juice, Smoothies, Fruit Salads",4,A,4/15/2019
10013,Manhattan,15140,490.1375165,high income,HOP LEE RESTAURANT,MOTT STREET,Chinese,11,A,4/25/2019
10013,Manhattan,15140,490.1375165,high income,SUSHI OF GARI TRIBECA,WEST BROADWAY,Japanese,9,A,4/16/2019
10013,Manhattan,15140,490.1375165,high income,JOE'S GINGER RESTAURANT,PELL STREET,Chinese,6,A,4/25/2019
10013,Manhattan,15140,490.1375165,high income,FERRARA'S,GRAND STREET,Bakery,9,A,4/16/2019
10013,Manhattan,15140,490.1375165,high income,CHINA BLUE,WASHINGTON STREET,Chinese,12,A,5/1/2019
10013,Manhattan,15140,490.1375165,high income,JUICY SPOT,PELL STREET,"Juice, Smoothies, Fruit Salads",4,A,4/15/2019
10013,Manhattan,15140,490.1375165,high income,NEW MANDARIN COURT,MOTT STREET,Chinese,13,A,5/1/2019
10013,Manhattan,15140,490.1375165,high income,BUDDHA BODAI ONE VEGETARIAN RESTAURANT,MOTT STREET,Vegetarian,13,P,4/19/2019
10013,Manhattan,15140,490.1375165,high income,NEW MANDARIN COURT,MOTT STREET,Chinese,13,A,5/1/2019
10013,Manhattan,15140,490.1375165,high income,PEPOLINO,WEST BROADWAY,Italian,9,A,5/15/2019
10013,Manhattan,15140,490.1375165,high income,SERAFINA TRIBECA,READE STREET,Italian,13,A,4/23/2019
10013,Manhattan,15140,490.1375165,high income,FERRARA'S,GRAND STREET,Bakery,9,A,4/16/2019
10013,Manhattan,15140,490.1375165,high income,STARBUCKS,CANAL STREET,Caf̩/Coffee/Tea,8,A,4/15/2019
10013,Manhattan,15140,490.1375165,high income,HOP LEE RESTAURANT,MOTT STREET,Chinese,11,A,4/25/2019
10013,Manhattan,15140,490.1375165,high income,WESTSIDE COFFEE SHOP RESTAURANT,CHURCH STREET,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,4/30/2019
10013,Manhattan,15140,490.1375165,high income,HUDSON FOOD COURT,HUDSON STREET,American,11,A,4/15/2019
10013,Manhattan,15140,490.1375165,high income,BEARIN WHEEL PIE,WALKER STREET,Caf̩/Coffee/Tea,10,A,4/23/2019
10013,Manhattan,15140,490.1375165,high income,KAFFE 1668,GREENWICH STREET,Caf̩/Coffee/Tea,12,A,4/23/2019
10013,Manhattan,15140,490.1375165,high income,BIG WONG RESTAURANT,MOTT STREET,Chinese,46,C,4/25/2019
10013,Manhattan,15140,490.1375165,high income,CHINA BLUE,WASHINGTON STREET,Chinese,12,A,5/1/2019
10013,Manhattan,15140,490.1375165,high income,AIRE ANCIENT BATHS,FRANKLIN STREET,"Juice, Smoothies, Fruit Salads",11,A,4/19/2019
10013,Manhattan,15140,490.1375165,high income,IL PICCOLO BUFALO,MULBERRY STREET,Italian,13,A,4/24/2019
10013,Manhattan,15140,490.1375165,high income,CANTON LOUNGE,MOTT STREET,Chinese,17,B,5/8/2019
10013,Manhattan,15140,490.1375165,high income,LA MELA RESTAURANT,MULBERRY STREET,Italian,5,A,5/20/2019
10013,Manhattan,15140,490.1375165,high income,SPRING CAFE,CENTRE STREET,Vegetarian,10,A,5/20/2019
10013,Manhattan,15140,490.1375165,high income,MATCHA N' MORE,HESTER STREET,Caf̩/Coffee/Tea,8,A,5/23/2019
10013,Manhattan,15140,490.1375165,high income,TASTY HAND-PULLED NOODLES,DOYERS STREET,Chinese,27,B,5/7/2019
10013,Manhattan,15140,490.1375165,high income,TRIBECA ROOFTOP (10 DESBROSSES STREET),CANAL STREET,American,12,A,5/18/2019
10013,Manhattan,15140,490.1375165,high income,PEPOLINO,WEST BROADWAY,Italian,9,A,5/15/2019
