,New York,Borough,income_num_returns(households),avg income per return(x1000s),income level,DBA,STREET,GRADE DATE
11475,10009,Manhattan,32690,87.20804527,medium income,MINCA RAMEN FACTORY,EAST    5 STREET,3/21/2019
11476,10009,Manhattan,32690,87.20804527,medium income,THE LIBRARY,AVENUE A,4/1/2019
11480,10009,Manhattan,32690,87.20804527,medium income,HAILE BISTRO,AVENUE B,3/29/2019
11481,10009,Manhattan,32690,87.20804527,medium income,THURSDAY KITCEHN,EAST    9 STREET,3/29/2019
11490,10009,Manhattan,32690,87.20804527,medium income,HAPPY WOK,AVENUE C,4/4/2019
11491,10009,Manhattan,32690,87.20804527,medium income,BUBBLEOLOGY,1 AVENUE,3/28/2019
11493,10009,Manhattan,32690,87.20804527,medium income,BLACK SEED BAGELS,1 AVENUE,1/23/2019
11494,10009,Manhattan,32690,87.20804527,medium income,Hibachi Express,EAST   14 STREET,1/22/2019
11496,10009,Manhattan,32690,87.20804527,medium income,BANH MI ZON,EAST    6 STREET,1/23/2019
11498,10009,Manhattan,32690,87.20804527,medium income,SOPHIE'S,EAST    5 STREET,1/29/2019
11499,10009,Manhattan,32690,87.20804527,medium income,KAVASUTRA,EAST   10 STREET,1/29/2019
11500,10009,Manhattan,32690,87.20804527,medium income,PAPILLES,EAST    7 STREET,1/12/2019
11502,10009,Manhattan,32690,87.20804527,medium income,SOMTUM DER,AVENUE A,1/14/2019
11503,10009,Manhattan,32690,87.20804527,medium income,FIRE AND WATER,EAST    7 STREET,1/12/2019
11505,10009,Manhattan,32690,87.20804527,medium income,DUNKIN',1 AVENUE,1/11/2019
11506,10009,Manhattan,32690,87.20804527,medium income,F & M 99 CENTS PIZZA,AVENUE C,1/2/2019
11508,10009,Manhattan,32690,87.20804527,medium income,SUBWAY,AVENUE B,1/16/2019
11509,10009,Manhattan,32690,87.20804527,medium income,PARIS BAGUETTE,1 AVENUE,1/25/2019
11510,10009,Manhattan,32690,87.20804527,medium income,CAFE MOGADOR,ST MARKS PLACE,1/29/2019
11511,10009,Manhattan,32690,87.20804527,medium income,CAFE CORTADITO,EAST    3 STREET,1/22/2019
11513,10009,Manhattan,32690,87.20804527,medium income,SABOR A MEXICO TAQUERIA,1 AVENUE,1/16/2019
11517,10009,Manhattan,32690,87.20804527,medium income,CORNERSTONE CAFE,AVENUE B,1/25/2019
11519,10009,Manhattan,32690,87.20804527,medium income,CHIPOTLE MEXICAN GRILL,1 AVENUE,1/16/2019
11520,10009,Manhattan,32690,87.20804527,medium income,CASA ADELA RESTAURANT,AVENUE C,1/25/2019
11523,10009,Manhattan,32690,87.20804527,medium income,GNOCCO,EAST   10 STREET,1/7/2019
11524,10009,Manhattan,32690,87.20804527,medium income,HORUS KABAB HOUSE,AVENUE B,1/7/2019
11525,10009,Manhattan,32690,87.20804527,medium income,11TH ST BAR,EAST   11 STREET,1/16/2019
11529,10009,Manhattan,32690,87.20804527,medium income,ROOT & BONE,EAST    3 STREET,1/7/2019
11533,10009,Manhattan,32690,87.20804527,medium income,IL POSTO ACCANTO,EAST    2 STREET,1/31/2019
11534,10009,Manhattan,32690,87.20804527,medium income,WESTVILLE,AVENUE A,2/7/2019
11535,10009,Manhattan,32690,87.20804527,medium income,C & B,EAST    7 STREET,2/14/2019
11536,10009,Manhattan,32690,87.20804527,medium income,SAHARA EAST RESTAURANT,1 AVENUE,2/14/2019
11538,10009,Manhattan,32690,87.20804527,medium income,MUZZARELLA PIZZA,AVENUE A,2/1/2019
11539,10009,Manhattan,32690,87.20804527,medium income,AREPA FACTORY,AVENUE A,2/14/2019
11541,10009,Manhattan,32690,87.20804527,medium income,TOMPKINS SQUARE BAR,AVENUE A,2/22/2019
11545,10009,Manhattan,32690,87.20804527,medium income,SING SING KARAOKE,AVENUE A,2/12/2019
11546,10009,Manhattan,32690,87.20804527,medium income,PLANET ROSE,AVENUE A,2/12/2019
11548,10009,Manhattan,32690,87.20804527,medium income,JUICE VITALITY,1 AVENUE,2/5/2019
11549,10009,Manhattan,32690,87.20804527,medium income,GRUPPO,AVENUE B,2/4/2019
11550,10009,Manhattan,32690,87.20804527,medium income,LENZ'S,EAST   20 STREET,2/1/2019
11552,10009,Manhattan,32690,87.20804527,medium income,AVANT GARDEN,EAST    7 STREET,2/6/2019
11553,10009,Manhattan,32690,87.20804527,medium income,EAST AKINA SUSHI,EAST   14 STREET,2/6/2019
11558,10009,Manhattan,32690,87.20804527,medium income,HORUS CAFE,EAST   10 STREET,2/14/2019
11559,10009,Manhattan,32690,87.20804527,medium income,LUCIEN RESTAURAUNT,1 AVENUE,2/6/2019
11560,10009,Manhattan,32690,87.20804527,medium income,AHIMSA GARDEN,EAST   10 STREET,2/12/2019
11563,10009,Manhattan,32690,87.20804527,medium income,TAVERNA KYCLADES,1 AVENUE,2/14/2019
11564,10009,Manhattan,32690,87.20804527,medium income,NUNOODLE,1 AVENUE,2/12/2019
11568,10009,Manhattan,32690,87.20804527,medium income,CRIF DOGS / PLEASE DON'T TELL,ST MARKS PLACE,2/6/2019
11577,10009,Manhattan,32690,87.20804527,medium income,FAMOUS & FRESH 99Â¢ PIZZA,AVENUE A,2/4/2019
11578,10009,Manhattan,32690,87.20804527,medium income,MCDONALD'S,1 AVENUE,2/12/2019
11582,10009,Manhattan,32690,87.20804527,medium income,LA VRAIE RACLETTE,EAST   12 STREET,10/3/2019
11584,10009,Manhattan,32690,87.20804527,medium income,ALPHABET 99 CENTS FRESH PIZZA,AVENUE A,9/16/2019
11585,10009,Manhattan,32690,87.20804527,medium income,HAPPY WOK,AVENUE C,10/9/2019
11586,10009,Manhattan,32690,87.20804527,medium income,ONE AND ONE,1 AVENUE,9/30/2019
11587,10009,Manhattan,32690,87.20804527,medium income,COFFEE SHOP DINER,EAST   14 STREET,9/24/2019
11589,10009,Manhattan,32690,87.20804527,medium income,SPIEGEL,1 AVENUE,9/17/2019
11590,10009,Manhattan,32690,87.20804527,medium income,THE GRAFTON PUBLIC HOUSE,1 AVENUE,9/24/2019
11591,10009,Manhattan,32690,87.20804527,medium income,F & M 99 CENTS PIZZA,AVENUE C,9/24/2019
11592,10009,Manhattan,32690,87.20804527,medium income,MALA PROJECT,1 AVENUE,9/16/2019
11597,10009,Manhattan,32690,87.20804527,medium income,TWO BOOTS,AVENUE A,9/30/2019
11601,10009,Manhattan,32690,87.20804527,medium income,INTERNATIONAL BAR,1 AVENUE,9/23/2019
11602,10009,Manhattan,32690,87.20804527,medium income,AU ZA'ATAR,AVENUE A,9/24/2019
11605,10009,Manhattan,32690,87.20804527,medium income,TOMPKINS SQUARE BAGELS,AVENUE A,9/30/2019
11606,10009,Manhattan,32690,87.20804527,medium income,GOMI-WINE-FOOD-FRIENDS,AVENUE A,9/30/2019
11608,10009,Manhattan,32690,87.20804527,medium income,DOUBLE DOWN SALOON,AVENUE A,9/17/2019
11617,10009,Manhattan,32690,87.20804527,medium income,BOULTON & WATT,AVENUE A,9/30/2019
11619,10009,Manhattan,32690,87.20804527,medium income,CHURRO CONE,AVENUE A,7/12/2019
11620,10009,Manhattan,32690,87.20804527,medium income,LENZ'S,EAST   20 STREET,7/23/2019
11621,10009,Manhattan,32690,87.20804527,medium income,HANOI HOUSE,SAINT MARKS PLACE,7/23/2019
11622,10009,Manhattan,32690,87.20804527,medium income,CRIF DOGS / PLEASE DON'T TELL,ST MARKS PLACE,7/17/2019
11623,10009,Manhattan,32690,87.20804527,medium income,TOKUYAMA CAFE,EAST    6 STREET,7/16/2019
11625,10009,Manhattan,32690,87.20804527,medium income,LADYBIRD,EAST    7 STREET,7/23/2019
11627,10009,Manhattan,32690,87.20804527,medium income,MUZZARELLA PIZZA,AVENUE A,7/18/2019
11631,10009,Manhattan,32690,87.20804527,medium income,SUBWAY,AVENUE B,7/23/2019
11634,10009,Manhattan,32690,87.20804527,medium income,DUNKIN',1 AVENUE,7/10/2019
11636,10009,Manhattan,32690,87.20804527,medium income,CAFE MOGADOR,ST MARKS PLACE,7/2/2019
11640,10009,Manhattan,32690,87.20804527,medium income,AREPA FACTORY,AVENUE A,7/5/2019
11641,10009,Manhattan,32690,87.20804527,medium income,THE WAYLAND,EAST    9 STREET,7/26/2019
11642,10009,Manhattan,32690,87.20804527,medium income,BECKYS BITES,EAST    7 STREET,7/19/2019
11643,10009,Manhattan,32690,87.20804527,medium income,HORUS CAFE,EAST   10 STREET,7/5/2019
11645,10009,Manhattan,32690,87.20804527,medium income,BLIND BARBER,EAST   10 STREET,7/26/2019
11646,10009,Manhattan,32690,87.20804527,medium income,CROWN FRIED CHICKEN,AVENUE D,7/23/2019
11649,10009,Manhattan,32690,87.20804527,medium income,YOLI RESTAURANT,EAST    3 STREET,7/9/2019
11650,10009,Manhattan,32690,87.20804527,medium income,EASTPOINT,AVENUE B,7/26/2019
11654,10009,Manhattan,32690,87.20804527,medium income,ZADIE'S OYSTER ROOM,EAST   12 STREET,7/26/2019
11656,10009,Manhattan,32690,87.20804527,medium income,2A,AVENUE A,7/23/2019
11660,10009,Manhattan,32690,87.20804527,medium income,GRAPE AND GRAIN,EAST    6 STREET,7/9/2019
11663,10009,Manhattan,32690,87.20804527,medium income,TAI THAI,EAST    1 STREET,7/8/2019
11666,10009,Manhattan,32690,87.20804527,medium income,STEAMY HALLOWS,EAST    6 STREET,7/26/2019
11667,10009,Manhattan,32690,87.20804527,medium income,O! NIGIRI! THE RICEBALL FACTORY,SAINT MARKS PLACE,7/9/2019
11669,10009,Manhattan,32690,87.20804527,medium income,JOYFACE,AVENUE C,7/9/2019
11673,10009,Manhattan,32690,87.20804527,medium income,TAVERNA KYCLADES,1 AVENUE,7/26/2019
11678,10009,Manhattan,32690,87.20804527,medium income,FAMOUS & FRESH 99Â¢ PIZZA,AVENUE A,7/3/2019
11679,10009,Manhattan,32690,87.20804527,medium income,FIASCHETTERIA PISTOIA,E 11TH ST,8/13/2019
11680,10009,Manhattan,32690,87.20804527,medium income,ESPERANTO RESTAURANT BAR AND JUGO,AVENUE C,8/6/2019
11681,10009,Manhattan,32690,87.20804527,medium income,THE GARRET EAST,AVENUE A,8/6/2019
11683,10009,Manhattan,32690,87.20804527,medium income,FIVESTUY CAFE,STUYVESANT OVAL,8/9/2019
11684,10009,Manhattan,32690,87.20804527,medium income,MCDONALD'S,EAST   14 STREET,7/31/2019
11686,10009,Manhattan,32690,87.20804527,medium income,HAYATY,AVENUE A,8/6/2019
11690,10009,Manhattan,32690,87.20804527,medium income,DOMINO'S,EAST   14 STREET,8/7/2019
11692,10009,Manhattan,32690,87.20804527,medium income,RUSSIAN TURKISH BATHS,EAST   10 STREET,8/20/2019
11693,10009,Manhattan,32690,87.20804527,medium income,EL RINCONCITO RESTAURANT,EAST   10 STREET,8/7/2019
11694,10009,Manhattan,32690,87.20804527,medium income,DOC HOLIDAYS,AVENUE A,8/12/2019
11696,10009,Manhattan,32690,87.20804527,medium income,EL CAMION CANTINA,AVENUE A,8/7/2019
11697,10009,Manhattan,32690,87.20804527,medium income,STARBUCKS,1 AVENUE,8/5/2019
11700,10009,Manhattan,32690,87.20804527,medium income,EAST AKINA SUSHI,EAST   14 STREET,8/5/2019
11701,10009,Manhattan,32690,87.20804527,medium income,ROOT & BONE,EAST    3 STREET,8/7/2019
11702,10009,Manhattan,32690,87.20804527,medium income,LUCIEN RESTAURAUNT,1 AVENUE,7/30/2019
11715,10009,Manhattan,32690,87.20804527,medium income,WESTVILLE,AVENUE A,7/30/2019
11716,10009,Manhattan,32690,87.20804527,medium income,ESS-A-BAGEL,1 AVENUE,8/20/2019
11718,10009,Manhattan,32690,87.20804527,medium income,GOURMET EMPANADA,AVENUE B,4/23/2019
11719,10009,Manhattan,32690,87.20804527,medium income,THE SPOTTED OWL,AVENUE A,4/26/2019
11720,10009,Manhattan,32690,87.20804527,medium income,BUTTER LANE,EAST    7 STREET,4/26/2019
11722,10009,Manhattan,32690,87.20804527,medium income,WESTVILLE BAKERY,EAST    9 STREET,5/2/2019
11723,10009,Manhattan,32690,87.20804527,medium income,PHOENIX,EAST   13 STREET,4/18/2019
11724,10009,Manhattan,32690,87.20804527,medium income,GNOCCO,EAST   10 STREET,5/16/2019
11725,10009,Manhattan,32690,87.20804527,medium income,SMÃ˜R,EAST   12 STREET,4/16/2019
11726,10009,Manhattan,32690,87.20804527,medium income,OTTO'S SHRUNKEN HEAD,EAST   14 STREET,4/26/2019
11729,10009,Manhattan,32690,87.20804527,medium income,LAVAGNA,EAST    5 STREET,4/30/2019
11731,10009,Manhattan,32690,87.20804527,medium income,LUCKY,AVENUE B,5/2/2019
11732,10009,Manhattan,32690,87.20804527,medium income,CARAVAN OF DREAMS,EAST    6 STREET,4/26/2019
11733,10009,Manhattan,32690,87.20804527,medium income,NINTH STREET ESPRESSO,EAST    9 STREET,5/6/2019
11734,10009,Manhattan,32690,87.20804527,medium income,TWO BOOTS,AVENUE A,4/23/2019
11740,10009,Manhattan,32690,87.20804527,medium income,TEA DRUNK,EAST    7 STREET,5/9/2019
11743,10009,Manhattan,32690,87.20804527,medium income,GOOD NIGHT SONNY,1 AVENUE,4/17/2019
11746,10009,Manhattan,32690,87.20804527,medium income,ALPHABET 99 CENTS FRESH PIZZA,AVENUE A,4/23/2019
11747,10009,Manhattan,32690,87.20804527,medium income,BEDLAM,AVENUE C,5/3/2019
11749,10009,Manhattan,32690,87.20804527,medium income,DREAM BABY,AVENUE B,4/25/2019
11754,10009,Manhattan,32690,87.20804527,medium income,DROP OFF SERVICE,AVENUE A,5/2/2019
11755,10009,Manhattan,32690,87.20804527,medium income,AUGURS WELL,ST MARKS PLACE,5/3/2019
11759,10009,Manhattan,32690,87.20804527,medium income,POURING RIBBONS,AVENUE B,5/16/2019
11760,10009,Manhattan,32690,87.20804527,medium income,BOULTON & WATT,AVENUE A,5/14/2019
11761,10009,Manhattan,32690,87.20804527,medium income,CIAO FOR NOW,EAST   12 STREET,5/14/2019
11762,10009,Manhattan,32690,87.20804527,medium income,FDR 99Â¢ SLICE PIZZA,EAST    2 STREET,5/6/2019
11763,10009,Manhattan,32690,87.20804527,medium income,SWEET  GENERATION,1 AVENUE,5/14/2019
11764,10009,Manhattan,32690,87.20804527,medium income,POCO,AVENUE B,5/17/2019
11765,10009,Manhattan,32690,87.20804527,medium income,YANKEE PIZZA RESTAURANT,AVENUE C,5/9/2019
11767,10009,Manhattan,32690,87.20804527,medium income,THE THIRD MAN,AVENUE C,5/14/2019
11768,10009,Manhattan,32690,87.20804527,medium income,LOVERBOY,AVENUE C,5/14/2019
11769,10009,Manhattan,32690,87.20804527,medium income,BLACK SEED BAGELS,1 AVENUE,5/21/2019
11771,10009,Manhattan,32690,87.20804527,medium income,PHYSICAL GRAFFITI,ST MARKS PLACE,5/6/2019
11772,10009,Manhattan,32690,87.20804527,medium income,JOSIE'S BAR,EAST    6 STREET,5/16/2019
11774,10009,Manhattan,32690,87.20804527,medium income,JUICY LUCY,AVENUE A,5/16/2019
11776,10009,Manhattan,32690,87.20804527,medium income,GOOD BEER,EAST    9 STREET,5/16/2019
11777,10009,Manhattan,32690,87.20804527,medium income,TABETOMO,AVENUE A,5/17/2019
11779,10009,Manhattan,32690,87.20804527,medium income,IL POSTO ACCANTO,EAST    2 STREET,5/22/2019
11781,10009,Manhattan,32690,87.20804527,medium income,CORNERSTONE CAFE,AVENUE B,5/17/2019
11783,10009,Manhattan,32690,87.20804527,medium income,CHINESE GRAFFITI,AVENUE A,5/22/2019
11786,10009,Manhattan,32690,87.20804527,medium income,POKE N' ROLL,EAST    9 STREET,6/4/2019
11790,10009,Manhattan,32690,87.20804527,medium income,29B,AVENUE B,5/6/2019
11792,10009,Manhattan,32690,87.20804527,medium income,CASA ADELA RESTAURANT,AVENUE C,5/17/2019
11800,10009,Manhattan,32690,87.20804527,medium income,GIANO,EAST    7 STREET,5/14/2019
11812,10009,Manhattan,32690,87.20804527,medium income,BAKER'S PIZZA,AVENUE A,6/4/2019
11813,10009,Manhattan,32690,87.20804527,medium income,DUNKIN'  BASKIN ROBBINS,EAST   14 STREET,5/30/2019
11814,10009,Manhattan,32690,87.20804527,medium income,MICHELLE RESTAURANT,AVENUE D,6/10/2019
11817,10009,Manhattan,32690,87.20804527,medium income,BUBBLEOLOGY,1 AVENUE,5/30/2019
11823,10009,Manhattan,32690,87.20804527,medium income,MISS LILY'S 7A,AVENUE A,5/30/2019
11826,10009,Manhattan,32690,87.20804527,medium income,BERONBERON,1 AVENUE,5/28/2019
11827,10009,Manhattan,32690,87.20804527,medium income,THE ROOST,AVENUE B,6/7/2019
11830,10009,Manhattan,32690,87.20804527,medium income,GNOCCHERIA BY LUZZO'S,EAST    4 STREET,5/29/2019
11831,10009,Manhattan,32690,87.20804527,medium income,DEATH AND COMPANY,EAST    6 STREET,5/30/2019
11836,10009,Manhattan,32690,87.20804527,medium income,TEN DEGREES,ST MARKS PLACE,5/28/2019
11837,10009,Manhattan,32690,87.20804527,medium income,BUA,ST MARKS PLACE,5/29/2019
11841,10009,Manhattan,32690,87.20804527,medium income,NOREETUH,1 AVENUE,5/30/2019
11845,10009,Manhattan,32690,87.20804527,medium income,MAMA FINA'S,AVENUE A,6/12/2019
11846,10009,Manhattan,32690,87.20804527,medium income,HUNAN SLURP SHOP,1 AVENUE,6/12/2019
11847,10009,Manhattan,32690,87.20804527,medium income,TOMPKINS SQUARE BAGELS,AVENUE A,5/24/2019
11848,10009,Manhattan,32690,87.20804527,medium income,DESNUDA,EAST    7 STREET,5/28/2019
11855,10009,Manhattan,32690,87.20804527,medium income,HORUS KABAB HOUSE,AVENUE B,6/27/2019
11856,10009,Manhattan,32690,87.20804527,medium income,ELEVEN B,AVENUE B,6/17/2019
11857,10009,Manhattan,32690,87.20804527,medium income,CAFFE BENE,AVENUE A,6/14/2019
11858,10009,Manhattan,32690,87.20804527,medium income,SING SING KARAOKE,AVENUE A,6/27/2019
11860,10009,Manhattan,32690,87.20804527,medium income,ATOMIC WINGS,1 AVENUE,6/26/2019
11861,10009,Manhattan,32690,87.20804527,medium income,PARIS BAGUETTE,1 AVENUE,6/26/2019
11862,10009,Manhattan,32690,87.20804527,medium income,RAY'S CANDY STORE,AVENUE A,6/27/2019
11865,10009,Manhattan,32690,87.20804527,medium income,SAKE BAR SATSKO,EAST    7 STREET,6/25/2019
11866,10009,Manhattan,32690,87.20804527,medium income,BRINDLE ROOM,EAST   10 STREET,6/25/2019
11867,10009,Manhattan,32690,87.20804527,medium income,ROSSY'S BAKERY & COFFEE SHOP,EAST    3 STREET,6/27/2019
11868,10009,Manhattan,32690,87.20804527,medium income,SQUISH MARSHMALLOWS,SAINT MARKS PLACE,6/17/2019
11869,10009,Manhattan,32690,87.20804527,medium income,5C CAFE & CULTURAL CENTER,AVENUE C,6/27/2019
11872,10009,Manhattan,32690,87.20804527,medium income,TALLGRASS BURGER,1 AVENUE,6/17/2019
11873,10009,Manhattan,32690,87.20804527,medium income,LOIS BAR,AVENUE C,6/14/2019
11874,10009,Manhattan,32690,87.20804527,medium income,PYLOS,EAST    7 STREET,6/14/2019
11877,10009,Manhattan,32690,87.20804527,medium income,VILLAGE SQUARE PIZZA,AVENUE A,6/20/2019
11883,10009,Manhattan,32690,87.20804527,medium income,STUDIO 151,AVENUE C,6/20/2019
11887,10009,Manhattan,32690,87.20804527,medium income,NIAGARA/ LOVERS OF TODAY/ SISTER MIDNIGHT,AVENUE A,6/12/2019
11888,10009,Manhattan,32690,87.20804527,medium income,ODA HOUSE RESTAURANT,AVENUE B,6/25/2019
11892,10009,Manhattan,32690,87.20804527,medium income,TABERNA 97,SAINT MARKS PLACE,6/20/2019
11896,10009,Manhattan,32690,87.20804527,medium income,JOE & PAT'S,1 AVENUE,6/18/2019
11897,10009,Manhattan,32690,87.20804527,medium income,LITTLE GIO'S PIZZA,1 AVENUE,6/18/2019
11903,10009,Manhattan,32690,87.20804527,medium income,KAVASUTRA,EAST   10 STREET,6/18/2019
11905,10009,Manhattan,32690,87.20804527,medium income,FONDA,AVENUE B,6/25/2019
11907,10009,Manhattan,32690,87.20804527,medium income,ICHIBANTEI,EAST   13 STREET,6/25/2019
11909,10009,Manhattan,32690,87.20804527,medium income,SOMTUM DER,AVENUE A,6/18/2019
11911,10009,Manhattan,32690,87.20804527,medium income,HAPPY WOK,AVENUE C,6/25/2019
11914,10009,Manhattan,32690,87.20804527,medium income,MOTHER OF PEARL/HONEY BEES,AVENUE A,6/25/2019
11916,10009,Manhattan,32690,87.20804527,medium income,PERK KAFE,EAST   14 STREET,6/25/2019
11918,10009,Manhattan,32690,87.20804527,medium income,EMPELLON AL PASTOR,SAINT MARKS PLACE,6/25/2019
11922,10009,Manhattan,32690,87.20804527,medium income,RUSSIAN TURKISH BATHS,EAST   10 STREET,6/21/2019
11923,10009,Manhattan,32690,87.20804527,medium income,7B BAR,AVENUE B,6/19/2019
11924,10009,Manhattan,32690,87.20804527,medium income,AVE D PIZZERIA,AVENUE D,6/19/2019
11931,10009,Manhattan,32690,87.20804527,medium income,THE TANG,1 AVENUE,6/18/2019
11934,10009,Manhattan,32690,87.20804527,medium income,WAFELS & DINGES,AVENUE B,6/24/2019
11935,10009,Manhattan,32690,87.20804527,medium income,NATIVE BEAN,AVENUE A,6/24/2019
11942,10009,Manhattan,32690,87.20804527,medium income,DESI GALLI,AVENUE B,7/1/2019
11964,11357,Queens,20170,86.46698066,medium income,KEILLY CHINESE FOOD,UTOPIA PKWY,12/24/2019
11965,11357,Queens,20170,86.46698066,medium income,MOE'S GOURMET FOOD & PIZZA,WHITESTONE EXPRESSWAY,12/24/2019
11967,11357,Queens,20170,86.46698066,medium income,PARKSIDE PUB,149 STREET,1/22/2020
11968,11357,Queens,20170,86.46698066,medium income,MR. POLLO # 2,150TH ST,1/22/2020
11969,11357,Queens,20170,86.46698066,medium income,"DUNKIN', BASKIN ROBBINS",154TH ST,1/9/2020
11975,11357,Queens,20170,86.46698066,medium income,SUSHI ME,150TH ST,1/22/2020
11976,11357,Queens,20170,86.46698066,medium income,TO STEKI,FRANCIS LEWIS BLVD,2/4/2020
11977,11357,Queens,20170,86.46698066,medium income,FREDDY'S PIZZA,150TH ST,2/13/2020
11980,11357,Queens,20170,86.46698066,medium income,CLINTON RESTAURANT,CLINTONVILLE STREET,3/3/2020
11981,11357,Queens,20170,86.46698066,medium income,VILLAGGIO,14TH RD,3/3/2020
11982,11357,Queens,20170,86.46698066,medium income,TAKARA SUSHI,14 AVENUE,3/5/2020
11987,11357,Queens,20170,86.46698066,medium income,NEW EMPIRE KITCHEN,UTOPIA PARKWAY,3/10/2020
11988,11357,Queens,20170,86.46698066,medium income,COZY DINER & CAFE,150 STREET,3/12/2020
11991,11357,Queens,20170,86.46698066,medium income,BAGEL TIME,14 AVENUE,3/16/2020
11995,11357,Queens,20170,86.46698066,medium income,RIVIERA RISTORANTE,UTOPIA PARKWAY,10/24/2019
11996,11357,Queens,20170,86.46698066,medium income,CASA ASIA,14 AVENUE,10/31/2019
11997,11357,Queens,20170,86.46698066,medium income,LIFE HEALTH FITNESS,154TH ST,10/31/2019
12000,11357,Queens,20170,86.46698066,medium income,PARKWAY PIZZA,UTOPIA PKWY,10/31/2019
12003,11357,Queens,20170,86.46698066,medium income,CAFFE RUSTICO,149 STREET,11/19/2019
12004,11357,Queens,20170,86.46698066,medium income,TOCO AZUL,CLINTONVILLE ST,11/25/2019
12005,11357,Queens,20170,86.46698066,medium income,LEGEND OF TASTE,UTOPIA PKWY,11/26/2019
12006,11357,Queens,20170,86.46698066,medium income,LOLLIPOPS,CROSS ISLAND PARKWAY,11/25/2019
12008,11357,Queens,20170,86.46698066,medium income,CAFETERIA (USPS BLDNG),20 AVENUE,11/4/2019
12009,11357,Queens,20170,86.46698066,medium income,THE END ZONE BAR,14 AVENUE,11/25/2019
12010,11357,Queens,20170,86.46698066,medium income,DUNKIN',150 STREET,11/19/2019
12014,11357,Queens,20170,86.46698066,medium income,JAGERHAUS GASTROPUB,149TH ST,11/26/2019
12015,11357,Queens,20170,86.46698066,medium income,SALERNO PASTRY CAFE,CROSS ISLAND PARKWAY,11/26/2019
12017,11357,Queens,20170,86.46698066,medium income,NATHANIEL'S BAKERY,UTOPIA PKWY,12/6/2019
12018,11357,Queens,20170,86.46698066,medium income,HOT OFF THE PRESS,NEW YORK TIMES PLZ,12/10/2019
12019,11357,Queens,20170,86.46698066,medium income,CASCARINO'S,10 AVENUE,12/19/2019
12020,11357,Queens,20170,86.46698066,medium income,HEALTH KITCHEN,154TH ST,12/4/2019
12021,11357,Queens,20170,86.46698066,medium income,NANA GOOD EATS,10TH AVE,12/4/2019
12023,11357,Queens,20170,86.46698066,medium income,The Blvd Restaurant and Lounge,FRANCIS LEWIS BOULEVARD,12/6/2019
12025,11357,Queens,20170,86.46698066,medium income,OMANI CHICKEN SANDWICH,WILLETS POINT BOULEVARD,12/4/2019
12026,11357,Queens,20170,86.46698066,medium income,PATSY'S PIZZERIA,UTOPIA PARKWAY,12/4/2019
12030,11357,Queens,20170,86.46698066,medium income,BAGEL PARLOR,150TH ST,11/27/2019
12035,11357,Queens,20170,86.46698066,medium income,DP RIVERSIDE GRILL,POWELLS COVE BOULEVARD,12/19/2019
12043,11357,Queens,20170,86.46698066,medium income,HAND ROLLED BAGEL CAFE,FRANCIS LEWIS BLVD,12/6/2019
12044,11357,Queens,20170,86.46698066,medium income,REBAR BY THE BRIDGE,150 STREET,9/9/2019
12048,11357,Queens,20170,86.46698066,medium income,CHERRY VALLEY DELI,150 STREET,9/9/2019
12049,11357,Queens,20170,86.46698066,medium income,CAFETERIA (USPS BLDNG),20 AVENUE,9/9/2019
12051,11357,Queens,20170,86.46698066,medium income,MOE'S GOURMET FOOD & PIZZA,WHITESTONE EXPRESSWAY,8/21/2019
12055,11357,Queens,20170,86.46698066,medium income,KING'S CHEF,CROSS ISLAND PARKWAY,3/7/2019
12056,11357,Queens,20170,86.46698066,medium income,PIZZA CHEF,CROSS ISLAND PARKWAY,3/13/2019
12057,11357,Queens,20170,86.46698066,medium income,NEW EMPIRE KITCHEN,UTOPIA PARKWAY,3/11/2019
12058,11357,Queens,20170,86.46698066,medium income,TAKARA SUSHI,14 AVENUE,2/26/2019
12059,11357,Queens,20170,86.46698066,medium income,PEARL GARDEN CHINESE RESTAURANT,14 AVENUE,2/26/2019
12062,11357,Queens,20170,86.46698066,medium income,MCDONALD'S,WILLETS POINT BOULEVARD,2/26/2019
12064,11357,Queens,20170,86.46698066,medium income,TERRACE INN,FRANCIS LEWIS BOULEVARD,3/11/2019
12065,11357,Queens,20170,86.46698066,medium income,NEW HONG KONG,154 STREET,3/7/2019
12066,11357,Queens,20170,86.46698066,medium income,BAGEL TIME,14 AVENUE,3/7/2019
12071,11357,Queens,20170,86.46698066,medium income,THE STONEBRIDGE,14TH AVE,3/7/2019
12076,11357,Queens,20170,86.46698066,medium income,TASTY GRILL,150 STREET,3/21/2019
12077,11357,Queens,20170,86.46698066,medium income,Sergimmo Salumeria,14TH AVE,3/21/2019
12078,11357,Queens,20170,86.46698066,medium income,CRISTINA DELI,150TH ST,3/22/2019
12083,11357,Queens,20170,86.46698066,medium income,TROPICAL REVIVAL RESTAURANT & CATERING,CLINTONVILLE ST,3/27/2019
12086,11357,Queens,20170,86.46698066,medium income,CONCETTINA,WILLETS POINT BOULEVARD,1/26/2019
12087,11357,Queens,20170,86.46698066,medium income,REBAR BY THE BRIDGE,150 STREET,1/22/2019
12088,11357,Queens,20170,86.46698066,medium income,COZY DINER & CAFE,150 STREET,1/15/2019
12089,11357,Queens,20170,86.46698066,medium income,THE END ZONE BAR,14 AVENUE,1/29/2019
12090,11357,Queens,20170,86.46698066,medium income,VILLAGGIO,14TH RD,1/28/2019
