,New York,Borough,income_num_returns(households),avg income per return(x1000s),income level,DBA,STREET,GRADE DATE
0,10007,Manhattan,3640,693.3799451,high income,MARIACHI'S RESTAURANT,CHAMBERS STREET,1/13/2020
1,10007,Manhattan,3640,693.3799451,high income,SPOTIFY - BARISTA BAR,GREENWICH STREET,1/22/2020
2,10007,Manhattan,3640,693.3799451,high income,STARBUCKS COFFEE COMPANY #29854,GREENWICH STREET,1/13/2020
4,10007,Manhattan,3640,693.3799451,high income,CANTEEN,WORLD TRADE CTR,1/23/2020
5,10007,Manhattan,3640,693.3799451,high income,JOE & THE JUICE GREENWICH ST,GREENWICH STREET,12/30/2019
6,10007,Manhattan,3640,693.3799451,high income,BARCLAY STREET CAFE,GREENWICH STREET,1/10/2020
8,10007,Manhattan,3640,693.3799451,high income,LEKKA BURGER,WARREN STREET,1/10/2020
11,10007,Manhattan,3640,693.3799451,high income,SALAD BOX USA,PARK PLACE,1/13/2020
14,10007,Manhattan,3640,693.3799451,high income,ZUCKER'S BAGELS AND SMOKED FISH,CHAMBERS STREET,1/17/2020
19,10007,Manhattan,3640,693.3799451,high income,ELIM BISTRO,PARK PLACE,1/15/2020
20,10007,Manhattan,3640,693.3799451,high income,AROME,BROADWAY,1/17/2020
21,10007,Manhattan,3640,693.3799451,high income,MUSCLE MAKER GRILL,MURRAY STREET,1/13/2020
23,10007,Manhattan,3640,693.3799451,high income,HANK'S JUICY BEEF,CHAMBERS STREET,1/13/2020
27,10007,Manhattan,3640,693.3799451,high income,CHIPOTLE MEXICAN GRILL,GREENWICH STREET,2/3/2020
28,10007,Manhattan,3640,693.3799451,high income,GROUP M,GREENWICH STREET,1/30/2020
31,10007,Manhattan,3640,693.3799451,high income,CORNER GOURMET II,WEST BROADWAY,1/31/2020
32,10007,Manhattan,3640,693.3799451,high income,MAXWELL'S,READE STREET,2/5/2020
33,10007,Manhattan,3640,693.3799451,high income,TRE SORELLE,READE STREET,1/31/2020
35,10007,Manhattan,3640,693.3799451,high income,LITTLE PARK,WEST BROADWAY,2/5/2020
37,10007,Manhattan,3640,693.3799451,high income,MAJESTIC PIZZA,CORTLANDT STREET,2/10/2020
44,10007,Manhattan,3640,693.3799451,high income,MONK MCGINNS,MURRAY STREET,3/3/2020
45,10007,Manhattan,3640,693.3799451,high income,DELIMARIE,DUANE STREET,3/9/2020
46,10007,Manhattan,3640,693.3799451,high income,ANDY'S DELI,BROADWAY,3/6/2020
47,10007,Manhattan,3640,693.3799451,high income,ELIEZER KITCHEN,CHURCH STREET,2/24/2020
48,10007,Manhattan,3640,693.3799451,high income,SUBWAY,CHAMBERS STREET,3/3/2020
49,10007,Manhattan,3640,693.3799451,high income,PALM RESTAURANT,CHAMBERS STREET,3/2/2020
50,10007,Manhattan,3640,693.3799451,high income,BENARES RESTAURANT,MURRAY STREET,3/3/2020
51,10007,Manhattan,3640,693.3799451,high income,LITTLE ITALY PIZZA,PARK PLACE,3/3/2020
58,10007,Manhattan,3640,693.3799451,high income,FLASHDANCERS GENTLEMEN'S CLUB,MURRAY STREET,3/2/2020
59,10007,Manhattan,3640,693.3799451,high income,PRET A MANGER,CHURCH STREET,2/27/2020
62,10007,Manhattan,3640,693.3799451,high income,ONE WORLD OBSERVATORY,WORLD TRADE CTR,3/2/2020
63,10007,Manhattan,3640,693.3799451,high income,STARBUCKS,BROADWAY,3/2/2020
71,10007,Manhattan,3640,693.3799451,high income,EPICERIE BOULUD,GREENWICH STREET,3/13/2020
72,10007,Manhattan,3640,693.3799451,high income,DARKHORSE,MURRAY STREET,3/13/2020
73,10007,Manhattan,3640,693.3799451,high income,VIN SUR VINGT,WEST BROADWAY,3/10/2020
75,10007,Manhattan,3640,693.3799451,high income,BNY MELLON EXECUTIVE DINNING ROOM,GREENWICH STREET,3/12/2020
76,10007,Manhattan,3640,693.3799451,high income,DUNKIN',CHURCH STREET,3/10/2020
78,10007,Manhattan,3640,693.3799451,high income,JOE & THE JUICE (OCULUS WESTFIELD),GREENWICH STREET,10/29/2019
79,10007,Manhattan,3640,693.3799451,high income,CHIPOTLE MEXICAN GRILL,BROADWAY,10/16/2019
80,10007,Manhattan,3640,693.3799451,high income,AROMA ESPRESSO BAR,CHURCH STREET,10/18/2019
81,10007,Manhattan,3640,693.3799451,high income,CAFE/ 911 MUSEUM,GREENWICH STREET,10/16/2019
82,10007,Manhattan,3640,693.3799451,high income,LUNA PIZZA,PARK ROW,10/15/2019
83,10007,Manhattan,3640,693.3799451,high income,AAHAR,MURRAY STREET,10/29/2019
85,10007,Manhattan,3640,693.3799451,high income,A SAFFRON THREAD,CHAMBERS STREET,10/31/2019
87,10007,Manhattan,3640,693.3799451,high income,BURRITO MARIACHI,CHURCH STREET,10/29/2019
90,10007,Manhattan,3640,693.3799451,high income,FIVE AND DIME,PARK PLACE,10/29/2019
93,10007,Manhattan,3640,693.3799451,high income,FEDOROFF'S STEAKS,CORTLANDT STREET,10/25/2019
105,10007,Manhattan,3640,693.3799451,high income,APPLE GOURMET,BROADWAY,11/15/2019
106,10007,Manhattan,3640,693.3799451,high income,POKE GREEN,GREENWICH STREET,11/19/2019
107,10007,Manhattan,3640,693.3799451,high income,LYFEPING,CHAMBERS STREET,11/13/2019
109,10007,Manhattan,3640,693.3799451,high income,WARREN 77,WARREN STREET,11/12/2019
112,10007,Manhattan,3640,693.3799451,high income,J R SUSHI,WEST BROADWAY,11/26/2019
114,10007,Manhattan,3640,693.3799451,high income,AKIMOTO SUSHI,CHURCH STREET,11/13/2019
115,10007,Manhattan,3640,693.3799451,high income,SCHNIPPERS,CHURCH STREET,11/13/2019
116,10007,Manhattan,3640,693.3799451,high income,BLISS BOWL,GREENWICH STREET,11/26/2019
118,10007,Manhattan,3640,693.3799451,high income,DUNKIN',CHAMBERS STREET,11/13/2019
123,10007,Manhattan,3640,693.3799451,high income,KAFFE 1668,GREENWICH STREET,12/5/2019
131,10007,Manhattan,3640,693.3799451,high income,GUCKENHEIMER CAFE @ SPOTIFY,GREENWICH STREET,12/16/2019
132,10007,Manhattan,3640,693.3799451,high income,STARBUCKS,CHURCH STREET,11/20/2019
135,10007,Manhattan,3640,693.3799451,high income,LOS TACOS NO.1,CHURCH STREET,12/20/2019
136,10007,Manhattan,3640,693.3799451,high income,TAKUMI JAPANESE CUISINE,CHAMBERS STREET,12/13/2019
138,10007,Manhattan,3640,693.3799451,high income,FRANKLIN SQUARE CAFE @ HARPER COLLINS,BROADWAY,12/13/2019
139,10007,Manhattan,3640,693.3799451,high income,MBJ DOWNTOWN (BMCC cafeteria),CHAMBERS STREET,12/5/2019
144,10007,Manhattan,3640,693.3799451,high income,CHINA RED GOURMENT,CHAMBERS STREET,12/13/2019
145,10007,Manhattan,3640,693.3799451,high income,LADY M CONFECTIONS,LIBERTY STREET,12/2/2019
147,10007,Manhattan,3640,693.3799451,high income,CHECKERS,CHAMBERS STREET,12/13/2019
154,10007,Manhattan,3640,693.3799451,high income,CUT BY WOLFGANG PUCK,CHURCH STREET,11/29/2019
155,10007,Manhattan,3640,693.3799451,high income,STARBUCKS,BROADWAY,12/16/2019
160,10007,Manhattan,3640,693.3799451,high income,TAKAHACHI BAKERY,MURRAY STREET,12/18/2019
170,10007,Manhattan,3640,693.3799451,high income,THE HUMMUS & PITA CO.,CHAMBERS STREET,9/12/2019
171,10007,Manhattan,3640,693.3799451,high income,JUICE PRESS @ EQUINOX,MURRAY STREET,9/9/2019
172,10007,Manhattan,3640,693.3799451,high income,ZUCKER'S BAGELS AND SMOKED FISH,CHAMBERS STREET,9/10/2019
173,10007,Manhattan,3640,693.3799451,high income,HUNGRY GHOST COFFEE,CHURCH STREET,9/12/2019
174,10007,Manhattan,3640,693.3799451,high income,JOE COFFEE COMPANY,GREENWICH STREET,9/6/2019
175,10007,Manhattan,3640,693.3799451,high income,DARKHORSE,MURRAY STREET,9/12/2019
179,10007,Manhattan,3640,693.3799451,high income,STAGE DOOR DELI,VESEY STREET,9/5/2019
180,10007,Manhattan,3640,693.3799451,high income,MARIACHI'S RESTAURANT,CHAMBERS STREET,9/5/2019
184,10007,Manhattan,3640,693.3799451,high income,GROUP M,GREENWICH STREET,9/6/2019
187,10007,Manhattan,3640,693.3799451,high income,OX VERTE,READE STREET,3/8/2019
188,10007,Manhattan,3640,693.3799451,high income,AKIMOTO SUSHI,CHURCH STREET,3/11/2019
189,10007,Manhattan,3640,693.3799451,high income,VIN SUR VINGT,WEST BROADWAY,3/18/2019
190,10007,Manhattan,3640,693.3799451,high income,N.Y. ACADEMY OF SCIENCE,GREENWICH STREET,3/1/2019
191,10007,Manhattan,3640,693.3799451,high income,DARKHORSE,MURRAY STREET,3/1/2019
198,10007,Manhattan,3640,693.3799451,high income,VIVI BUBBLE TEA,BROADWAY,3/8/2019
201,10007,Manhattan,3640,693.3799451,high income,PALM RESTAURANT,CHAMBERS STREET,2/26/2019
202,10007,Manhattan,3640,693.3799451,high income,WOODROWS,MURRAY STREET,2/26/2019
205,10007,Manhattan,3640,693.3799451,high income,AROME,BROADWAY,2/26/2019
206,10007,Manhattan,3640,693.3799451,high income,PRET A MANGER,CHURCH STREET,2/25/2019
208,10007,Manhattan,3640,693.3799451,high income,MANHATTAN PROPER,MURRAY STREET,2/26/2019
214,10007,Manhattan,3640,693.3799451,high income,EPICERIE BOULUD,GREENWICH STREET,2/25/2019
218,10007,Manhattan,3640,693.3799451,high income,GUNBAE,MURRAY STREET,4/1/2019
219,10007,Manhattan,3640,693.3799451,high income,SHEEZAN RESTAURANT,CHURCH STREET,4/8/2019
220,10007,Manhattan,3640,693.3799451,high income,PRET A MANGER,BROADWAY,3/29/2019
222,10007,Manhattan,3640,693.3799451,high income,NEW FRESCO TORTILLAS,READE STREET,4/5/2019
223,10007,Manhattan,3640,693.3799451,high income,GRAN MORSI,WARREN STREET,3/28/2019
224,10007,Manhattan,3640,693.3799451,high income,NOBU 195,BROADWAY,3/21/2019
225,10007,Manhattan,3640,693.3799451,high income,WICHCRAFT,BROADWAY,4/4/2019
226,10007,Manhattan,3640,693.3799451,high income,FOUR SEASONS HOTEL BANQUET KITCHEN,BARCLAY STREET,3/25/2019
227,10007,Manhattan,3640,693.3799451,high income,TRE SORELLE,READE STREET,3/25/2019
228,10007,Manhattan,3640,693.3799451,high income,LE PAIN QUOTIDIEN,WEST BROADWAY,4/8/2019
231,10007,Manhattan,3640,693.3799451,high income,JUPIOCA,CHURCH STREET,4/8/2019
234,10007,Manhattan,3640,693.3799451,high income,MUDVILLE SALOON,CHAMBERS STREET,3/28/2019
239,10007,Manhattan,3640,693.3799451,high income,POTBELLY SANDWICH WORKS,BROADWAY,3/29/2019
245,10007,Manhattan,3640,693.3799451,high income,SOPHIE'S CUBAN CUISINE,CHAMBERS STREET,4/1/2019
252,10007,Manhattan,3640,693.3799451,high income,DARKHORSE,MURRAY STREET,1/8/2019
253,10007,Manhattan,3640,693.3799451,high income,KAFFE 1668,GREENWICH STREET,1/14/2019
254,10007,Manhattan,3640,693.3799451,high income,1803,READE STREET,1/15/2019
256,10007,Manhattan,3640,693.3799451,high income,LITTLE ITALY PIZZA,PARK PLACE,2/5/2019
257,10007,Manhattan,3640,693.3799451,high income,MAXWELL'S,READE STREET,1/23/2019
258,10007,Manhattan,3640,693.3799451,high income,SPOTIFY - BARISTA BAR,GREENWICH STREET,1/25/2019
259,10007,Manhattan,3640,693.3799451,high income,BARCLAY STREET CAFE,GREENWICH STREET,1/2/2019
260,10007,Manhattan,3640,693.3799451,high income,ELIEZER KITCHEN,CHURCH STREET,2/5/2019
261,10007,Manhattan,3640,693.3799451,high income,STARBUCKS COFFEE COMPANY #29854,GREENWICH STREET,1/9/2019
262,10007,Manhattan,3640,693.3799451,high income,MCDONALD'S,CHAMBERS STREET,1/25/2019
263,10007,Manhattan,3640,693.3799451,high income,STARBUCKS,BROADWAY,1/9/2019
265,10007,Manhattan,3640,693.3799451,high income,BLUESPOON COFFEE,CHAMBERS STREET,1/25/2019
270,10007,Manhattan,3640,693.3799451,high income,WILMER HALE,WORLD TRADE CENTER,1/4/2019
276,10007,Manhattan,3640,693.3799451,high income,DELIMARIE,DUANE STREET,2/22/2019
277,10007,Manhattan,3640,693.3799451,high income,SALAD BOX USA,PARK PLACE,2/4/2019
278,10007,Manhattan,3640,693.3799451,high income,MILLENIUM HILTON,CHURCH STREET,2/21/2019
281,10007,Manhattan,3640,693.3799451,high income,MAJESTIC PIZZA,CORTLANDT STREET,2/5/2019
282,10007,Manhattan,3640,693.3799451,high income,LITTLE PARK,WEST BROADWAY,2/12/2019
283,10007,Manhattan,3640,693.3799451,high income,THE PATRIOT SALOON,CHAMBERS STREET,2/21/2019
285,10007,Manhattan,3640,693.3799451,high income,FLASHDANCERS GENTLEMEN'S CLUB,MURRAY STREET,2/21/2019
287,10007,Manhattan,3640,693.3799451,high income,FOUR SEASONS HOTEL  EMPLOYEE CAFETERIA4,BARCLAY STREET,2/11/2019
288,10007,Manhattan,3640,693.3799451,high income,DUNKIN',CHURCH STREET,2/12/2019
291,10007,Manhattan,3640,693.3799451,high income,SUBWAY,CHAMBERS STREET,2/21/2019
295,10007,Manhattan,3640,693.3799451,high income,CHIPOTLE MEXICAN GRILL,GREENWICH STREET,2/12/2019
296,10007,Manhattan,3640,693.3799451,high income,MARIACHI'S RESTAURANT,CHAMBERS STREET,2/1/2019
298,10007,Manhattan,3640,693.3799451,high income,ATOMIC WINGS,BROADWAY,2/22/2019
299,10007,Manhattan,3640,693.3799451,high income,STARBUCKS,BROADWAY,2/22/2019
300,10007,Manhattan,3640,693.3799451,high income,RACINES,CHAMBERS STREET,2/22/2019
304,10007,Manhattan,3640,693.3799451,high income,ELIM BISTRO,PARK PLACE,2/11/2019
305,10007,Manhattan,3640,693.3799451,high income,MULBERRY & VINE,WARREN STREET,2/11/2019
322,10007,Manhattan,3640,693.3799451,high income,SWEETCATCH POKE,GREENWICH STREET,9/27/2019
323,10007,Manhattan,3640,693.3799451,high income,MCDONALD'S,CHAMBERS STREET,10/4/2019
325,10007,Manhattan,3640,693.3799451,high income,LYFEPING,CHAMBERS STREET,9/27/2019
326,10007,Manhattan,3640,693.3799451,high income,CAFE 101 16TH FLOOR CAFETERIA,BARCLAY STREET,9/27/2019
327,10007,Manhattan,3640,693.3799451,high income,ANDY'S DELI,BROADWAY,10/1/2019
329,10007,Manhattan,3640,693.3799451,high income,B & Co.,PARK PLACE,10/4/2019
330,10007,Manhattan,3640,693.3799451,high income,BENTO SUSHI,BROADWAY,10/4/2019
332,10007,Manhattan,3640,693.3799451,high income,ONE WORLD OBSERVATORY,WORLD TRADE CTR,10/4/2019
341,10007,Manhattan,3640,693.3799451,high income,TAKUMI JAPANESE CUISINE,CHAMBERS STREET,7/23/2019
342,10007,Manhattan,3640,693.3799451,high income,ELIM BISTRO,PARK PLACE,7/23/2019
344,10007,Manhattan,3640,693.3799451,high income,WILMER HALE,WORLD TRADE CENTER,7/2/2019
345,10007,Manhattan,3640,693.3799451,high income,NOBU 195,BROADWAY,7/29/2019
346,10007,Manhattan,3640,693.3799451,high income,AROME,BROADWAY,7/10/2019
347,10007,Manhattan,3640,693.3799451,high income,JOE & THE JUICE GREENWICH ST,GREENWICH STREET,7/9/2019
348,10007,Manhattan,3640,693.3799451,high income,MANHATTAN PROPER,MURRAY STREET,7/11/2019
350,10007,Manhattan,3640,693.3799451,high income,FOUR SEASONS HOTEL  EMPLOYEE CAFETERIA4,BARCLAY STREET,7/5/2019
352,10007,Manhattan,3640,693.3799451,high income,MAJESTIC PIZZA,CORTLANDT STREET,7/12/2019
356,10007,Manhattan,3640,693.3799451,high income,BENARES RESTAURANT,MURRAY STREET,7/9/2019
358,10007,Manhattan,3640,693.3799451,high income,LENWICH,PARK PLACE,7/17/2019
365,10007,Manhattan,3640,693.3799451,high income,NEXUS CLUB NEW YORK,CHURCH STREET,7/9/2019
366,10007,Manhattan,3640,693.3799451,high income,MAXWELL'S,READE STREET,7/25/2019
372,10007,Manhattan,3640,693.3799451,high income,MULBERRY & VINE,WARREN STREET,7/25/2019
377,10007,Manhattan,3640,693.3799451,high income,MONK MCGINNS,MURRAY STREET,8/2/2019
379,10007,Manhattan,3640,693.3799451,high income,SUBWAY,CHURCH STREET,8/9/2019
380,10007,Manhattan,3640,693.3799451,high income,GEE WHIZ,GREENWICH STREET,7/30/2019
382,10007,Manhattan,3640,693.3799451,high income,TRE SORELLE,READE STREET,8/7/2019
386,10007,Manhattan,3640,693.3799451,high income,Dunkin',CORTLANDT STREET,8/8/2019
394,10007,Manhattan,3640,693.3799451,high income,DUNKIN',BROADWAY,4/26/2019
395,10007,Manhattan,3640,693.3799451,high income,AAHAR,MURRAY STREET,4/29/2019
398,10007,Manhattan,3640,693.3799451,high income,BABA GHANOUGE,CHURCH STREET,4/26/2019
399,10007,Manhattan,3640,693.3799451,high income,MUSCLE MAKER GRILL,MURRAY STREET,4/26/2019
400,10007,Manhattan,3640,693.3799451,high income,DUNKIN',PARK PLACE,4/16/2019
401,10007,Manhattan,3640,693.3799451,high income,ZUCKER'S BAGELS AND SMOKED FISH,CHAMBERS STREET,5/1/2019
405,10007,Manhattan,3640,693.3799451,high income,JUICE PRESS @ EQUINOX,MURRAY STREET,4/26/2019
410,10007,Manhattan,3640,693.3799451,high income,SUBWAY,BROADWAY,5/17/2019
411,10007,Manhattan,3640,693.3799451,high income,CAFE 101,BARCLAY STREET,5/17/2019
412,10007,Manhattan,3640,693.3799451,high income,1803,READE STREET,6/4/2019
413,10007,Manhattan,3640,693.3799451,high income,MARIACHI'S RESTAURANT,CHAMBERS STREET,5/21/2019
414,10007,Manhattan,3640,693.3799451,high income,STARBUCKS COFFEE,WORLD TRADE CENTER,5/13/2019
415,10007,Manhattan,3640,693.3799451,high income,JOE COFFEE COMPANY,GREENWICH STREET,5/7/2019
417,10007,Manhattan,3640,693.3799451,high income,WASABI SUSHI BENTO (OCULUS WEST CONCOURSE),GREENWICH STREET,5/10/2019
420,10007,Manhattan,3640,693.3799451,high income,CONVENE AT ONE WORLD COMMONS,WORLD TRADE CTR,5/10/2019
421,10007,Manhattan,3640,693.3799451,high income,BARNES & NOBLE CAFE,WARREN STREET,5/17/2019
422,10007,Manhattan,3640,693.3799451,high income,DONA BELLA  PIZZA,CHURCH STREET,5/6/2019
426,10007,Manhattan,3640,693.3799451,high income,PRET A MANGER,GREENWICH STREET,5/6/2019
432,10007,Manhattan,3640,693.3799451,high income,J R SUSHI,WEST BROADWAY,6/4/2019
433,10007,Manhattan,3640,693.3799451,high income,MOODY'S CAFETERIA,GREENWICH STREET,6/7/2019
434,10007,Manhattan,3640,693.3799451,high income,DEVON & BLAKELY,GREENWICH STREET,5/28/2019
435,10007,Manhattan,3640,693.3799451,high income,A SAFFRON THREAD,CHAMBERS STREET,6/4/2019
437,10007,Manhattan,3640,693.3799451,high income,PRET A MANGER,BROADWAY,5/28/2019
438,10007,Manhattan,3640,693.3799451,high income,MCDONALD'S,CHAMBERS STREET,6/4/2019
441,10007,Manhattan,3640,693.3799451,high income,CAFE/ 911 MUSEUM,GREENWICH STREET,6/5/2019
443,10007,Manhattan,3640,693.3799451,high income,SOLE DI CAPRI,CHURCH STREET,6/10/2019
446,10007,Manhattan,3640,693.3799451,high income,AROMA ESPRESSO BAR,CHURCH STREET,6/7/2019
451,10007,Manhattan,3640,693.3799451,high income,LA BELLEZZA PIZZERIA,BROADWAY,6/7/2019
455,10007,Manhattan,3640,693.3799451,high income,ANDY'S DELI,BROADWAY,5/31/2019
457,10007,Manhattan,3640,693.3799451,high income,DOMINO'S,CHURCH STREET,6/3/2019
462,10007,Manhattan,3640,693.3799451,high income,BURRITO MARIACHI,CHURCH STREET,5/31/2019
463,10007,Manhattan,3640,693.3799451,high income,WOODROWS,MURRAY STREET,6/27/2019
464,10007,Manhattan,3640,693.3799451,high income,KAFFE 1668,GREENWICH STREET,6/27/2019
466,10007,Manhattan,3640,693.3799451,high income,B & Co.,PARK PLACE,6/14/2019
468,10007,Manhattan,3640,693.3799451,high income,JOE & THE JUICE (OCULUS WESTFIELD),GREENWICH STREET,6/13/2019
469,10007,Manhattan,3640,693.3799451,high income,LARRA'S POKE BAR,PARK PLACE,6/28/2019
471,10007,Manhattan,3640,693.3799451,high income,APPLE GOURMET,BROADWAY,6/18/2019
473,10007,Manhattan,3640,693.3799451,high income,BLUESPOON COFFEE,CHAMBERS STREET,6/17/2019
485,10065,Manhattan,15920,662.7414573,high income,FIG & OLIVE,LEXINGTON AVENUE,1/15/2020
486,10065,Manhattan,15920,662.7414573,high income,GREEK EATS,1 AVENUE,12/23/2019
487,10065,Manhattan,15920,662.7414573,high income,BURGER HEAVEN,LEXINGTON AVENUE,12/27/2019
488,10065,Manhattan,15920,662.7414573,high income,PIZZA PARK,FIRST AVENUE,1/16/2020
490,10065,Manhattan,15920,662.7414573,high income,BAKER STREET PUB,1 AVENUE,1/17/2020
491,10065,Manhattan,15920,662.7414573,high income,TONY'S DI NAPOLI,3 AVENUE,1/15/2020
492,10065,Manhattan,15920,662.7414573,high income,GOTHAM CAFE,2 AVENUE,12/23/2019
493,10065,Manhattan,15920,662.7414573,high income,AMERICAS CAFE & GRILL,3 AVENUE,1/16/2020
494,10065,Manhattan,15920,662.7414573,high income,STARBUCKS,3 AVENUE,1/2/2020
495,10065,Manhattan,15920,662.7414573,high income,KNICKERBOCKER CLUB,EAST   62 STREET,12/26/2019
496,10065,Manhattan,15920,662.7414573,high income,DONNA MARGHERITIA,2 AVENUE,1/23/2020
498,10065,Manhattan,15920,662.7414573,high income,BEST PIZZA II,1 AVENUE,1/7/2020
503,10065,Manhattan,15920,662.7414573,high income,GREGORYS COFFEE,1 AVENUE,1/23/2020
508,10065,Manhattan,15920,662.7414573,high income,JUICE ISLAND,3 AVENUE,1/3/2020
516,10065,Manhattan,15920,662.7414573,high income,TREADWELL PARK/SUGAR EAST,1 AVENUE,1/29/2020
517,10065,Manhattan,15920,662.7414573,high income,CASABLANCA GRILL,1 AVENUE,2/13/2020
518,10065,Manhattan,15920,662.7414573,high income,EL PORRON,1 AVENUE,2/13/2020
520,10065,Manhattan,15920,662.7414573,high income,HOTEL PIERRE-BANQUET KITCHEN,EAST   61 STREET,1/31/2020
521,10065,Manhattan,15920,662.7414573,high income,COLONY CLUB,PARK AVENUE,1/27/2020
523,10065,Manhattan,15920,662.7414573,high income,CMX-CINEBISTRO,EAST   62 STREET,1/28/2020
524,10065,Manhattan,15920,662.7414573,high income,CHIPOTLE MEXICAN GRILL,3 AVENUE,2/5/2020
527,10065,Manhattan,15920,662.7414573,high income,SUBWAY,1 AVENUE,2/7/2020
529,10065,Manhattan,15920,662.7414573,high income,SUBWAY,2 AVENUE,2/5/2020
532,10065,Manhattan,15920,662.7414573,high income,PADOCA BAKERY,EAST   68 STREET,1/31/2020
535,10065,Manhattan,15920,662.7414573,high income,PICK A BAGEL,LEXINGTON AVENUE,2/7/2020
537,10065,Manhattan,15920,662.7414573,high income,KOME WAZA,1 AVENUE,1/31/2020
539,10065,Manhattan,15920,662.7414573,high income,ALICES TEA CUP CHAPTER 2,EAST   64 STREET,1/31/2020
541,10065,Manhattan,15920,662.7414573,high income,PALAIS,EAST   61 STREET,1/31/2020
543,10065,Manhattan,15920,662.7414573,high income,ZAVO,3 AVENUE,1/27/2020
546,10065,Manhattan,15920,662.7414573,high income,WONG ASIAN FOOD,1 AVENUE,2/28/2020
547,10065,Manhattan,15920,662.7414573,high income,ROCKEFELLER UNIVERSITY - EMPLOYEE DINING,YORK AVENUE,2/24/2020
549,10065,Manhattan,15920,662.7414573,high income,ONE LENOX,1 AVENUE,3/4/2020
551,10065,Manhattan,15920,662.7414573,high income,GOURMET BAGEL,LEXINGTON AVENUE,2/21/2020
552,10065,Manhattan,15920,662.7414573,high income,EATILY FOODS,PARK AVENUE,2/24/2020
553,10065,Manhattan,15920,662.7414573,high income,SUBWAY INN,2 AVENUE,3/4/2020
554,10065,Manhattan,15920,662.7414573,high income,VERITABLE,2 AVENUE,2/24/2020
562,10065,Manhattan,15920,662.7414573,high income,AUGUST,LEXINGTON AVENUE,3/4/2020
565,10065,Manhattan,15920,662.7414573,high income,GINGER ROOT,1 AVENUE,2/24/2020
566,10065,Manhattan,15920,662.7414573,high income,ARABELLE,EAST   64 STREET,2/25/2020
570,10065,Manhattan,15920,662.7414573,high income,RITZ DINER,1 AVENUE,3/10/2020
572,10065,Manhattan,15920,662.7414573,high income,ELIM DELI CAFE,LEXINGTON AVENUE,3/11/2020
576,10065,Manhattan,15920,662.7414573,high income,HALE & HEARTY SOUP,LEXINGTON AVENUE,3/11/2020
579,10065,Manhattan,15920,662.7414573,high income,SERAFINA GRILL,EAST 61 ST STREET,3/16/2020
584,10065,Manhattan,15920,662.7414573,high income,JACKSON HOLE,EAST   64 STREET,3/16/2020
585,10065,Manhattan,15920,662.7414573,high income,L&Y HAWA JUICE STORE,2 AVENUE,10/16/2019
586,10065,Manhattan,15920,662.7414573,high income,REGENCY WHIST CLUB,EAST   67 STREET,10/25/2019
587,10065,Manhattan,15920,662.7414573,high income,HALE & HEARTY SOUP,LEXINGTON AVENUE,10/8/2019
589,10065,Manhattan,15920,662.7414573,high income,WING BISTRO,1 AVENUE,10/8/2019
590,10065,Manhattan,15920,662.7414573,high income,David Burke Tavern,EAST   62 STREET,11/20/2019
592,10065,Manhattan,15920,662.7414573,high income,LOCO COCO,LEXINGTON AVENUE,10/31/2019
594,10065,Manhattan,15920,662.7414573,high income,GINA MEXICANA,EAST   61 STREET,10/16/2019
595,10065,Manhattan,15920,662.7414573,high income,LEZZET TURKISH RESTAURANT,EAST   61 STREET,10/24/2019
596,10065,Manhattan,15920,662.7414573,high income,QUANTUM LEAP,1 AVENUE,10/15/2019
598,10065,Manhattan,15920,662.7414573,high income,"DUNKIN', BASKIN ROBBINS",1 AVENUE,10/25/2019
603,10065,Manhattan,15920,662.7414573,high income,BAGEL EXPRESS II,2 AVENUE,10/16/2019
608,10065,Manhattan,15920,662.7414573,high income,JOHN & TONY'S PIZZA,1 AVENUE,11/21/2019
609,10065,Manhattan,15920,662.7414573,high income,MEDITERRANEO,2 AVENUE,11/8/2019
610,10065,Manhattan,15920,662.7414573,high income,BLUE & GOLD DELI,EAST   62 STREET,11/15/2019
612,10065,Manhattan,15920,662.7414573,high income,MOTI MAHAL DELUX,1 AVENUE,11/20/2019
613,10065,Manhattan,15920,662.7414573,high income,MAYA,1 AVENUE,11/21/2019
615,10065,Manhattan,15920,662.7414573,high income,ZAWA JAPANESE,EAST   66 STREET,11/7/2019
617,10065,Manhattan,15920,662.7414573,high income,CAFE BLU,EAST   62 STREET,11/22/2019
618,10065,Manhattan,15920,662.7414573,high income,SUSHI SEKI,1 AVENUE,11/7/2019
619,10065,Manhattan,15920,662.7414573,high income,DANIEL,EAST   65 STREET,11/7/2019
624,10065,Manhattan,15920,662.7414573,high income,THE SPOTTED DOG,1 AVENUE,11/21/2019
625,10065,Manhattan,15920,662.7414573,high income,SANT AMBROEUS COFFEE BAR,3 AVENUE,11/22/2019
633,10065,Manhattan,15920,662.7414573,high income,STARBUCKS COFFEE,3 AVENUE,11/7/2019
637,10065,Manhattan,15920,662.7414573,high income,OAXACA TAQUERIA,1 AVENUE,11/15/2019
640,10065,Manhattan,15920,662.7414573,high income,GINZA,LEXINGTON AVENUE,11/20/2019
642,10065,Manhattan,15920,662.7414573,high income,FELICE 64 WINE BAR,1 AVENUE,11/21/2019
647,10065,Manhattan,15920,662.7414573,high income,JOE & THE JUICE,LEXINGTON AVENUE,1/6/2020
648,10065,Manhattan,15920,662.7414573,high income,COZY CORNER/CHICKEN LOVER,2 AVENUE,12/4/2019
