name,Borough,zip_code,STREET,income level,LATITUDE,LONGITUDE
BESTIA KITCHEN,Bronx,10452,EDWARD L GRANT HIGHWAY,low income,40.840037,-73.92154000000001
BETH TORAH KOSHER CATERERS,Queens,11375,QUEENS BOULEVARD,medium income,40.721096,-73.843078
BETH TORAH KOSHER CATERERS,Queens,11375,QUEENS BOULEVARD,medium income,40.721096,-73.843078
BETTER HEALTH CLUB,Bronx,10456,GRAND CONCOURSE,low income,40.835689,-73.916648
BETTER HEALTH CLUB,Bronx,10456,GRAND CONCOURSE,low income,40.835689,-73.916648
BETTOLA,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
BEYOGLU,Manhattan,10028,EAST   81 STREET,high income,40.774786999999996,-73.95456300000001
BEYOGLU,Manhattan,10028,EAST   81 STREET,high income,40.774786999999996,-73.95456300000001
BIARRITZ BAKERY,Bronx,10459,EAST  167 STREET,low income,40.826659,-73.89413
BIBBLE & SIP,Manhattan,10013,HESTER STREET,high income,40.718021,-73.997794
BIBBLE & SIP,Manhattan,10013,HESTER STREET,high income,40.718021,-73.997794
BIBI WINECELLAR,Manhattan,10009,EAST    4 STREET,medium income,40.723409000000004,-73.98292
BIEN CUIT,Brooklyn,11238,FRANKLIN AVENUE,medium income,40.680217,-73.955381
BIERHAUS,Manhattan,10017,3 AVENUE,high income,40.752955,-73.973196
BIEROCRACY,Queens,11101,JACKSON AVE,medium income,40.744749,-73.948934
BIEROCRACY,Queens,11101,JACKSON AVE,medium income,40.744749,-73.948934
BIERWAX,Brooklyn,11238,VANDERBILT AVENUE,medium income,40.67946,-73.96830600000001
BIG APPLE CHINESE BUFFET & TAKE OUT,Bronx,10460,EAST TREMONT AVENUE,low income,40.839602,-73.872919
BIG APPLE CHINESE RESTAURANT,Queens,11694,BEACH CHANNEL DR,medium income,40.581352,-73.84414699999999
BIG APPLE CHINESE RESTAURANT,Queens,11694,BEACH CHANNEL DR,medium income,40.581352,-73.84414699999999
BIG APPLE EATS,Queens,11101,37TH AVE,medium income,40.759611,-73.94081
BIG CHEESE PIZZA,Bronx,10452,EAST  170 STREET,low income,40.839178000000004,-73.91529399999999
BIG NICK'S PIZZA / GYROSHOP,Manhattan,10023,WEST   71 STREET,high income,40.776595,-73.979989
BIG NOSE KATES,Staten Island,10309,ARTHUR KILL ROAD,medium income,40.539223,-74.23734300000001
BIG NOSE KATES,Staten Island,10309,ARTHUR KILL ROAD,medium income,40.539223,-74.23734300000001
BIG WONG RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
BIG WONG RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
BIG WONG RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
BILLIARD COMPANY,Queens,11375,AUSTIN STREET,medium income,40.716838,-73.8377
BILLY'S BAKERY,Manhattan,10013,FRANKLIN STREET,high income,40.718402000000005,-74.004962
BILLY'S BAKERY,Manhattan,10013,FRANKLIN STREET,high income,40.718402000000005,-74.004962
BILLY'S BAKERY,Manhattan,10024,COLUMBUS AVENUE,high income,40.785243,-73.973377
BIN 71,Manhattan,10023,COLUMBUS AVENUE,high income,40.774923,-73.980901
BIN141,Manhattan,10009,AVENUE A,medium income,40.72598,-73.983506
BIRCH COFFEE,Manhattan,10065,EAST   62 STREET,high income,40.762617999999996,-73.963444
BIRCH COFFEE,Queens,11101,47TH AVE,medium income,40.743792,-73.94072800000001
BIRYANI AND CHAT,Queens,11355,KISSENA BOULEVARD,low income,40.745636,-73.813665
BIRYANI AND CHAT,Queens,11355,KISSENA BOULEVARD,low income,40.745636,-73.813665
BISTRO CASSIS,Manhattan,10023,COLUMBUS AVENUE,high income,40.774923,-73.980901
BISTRO LE STEAK,Manhattan,10021,3 AVENUE,high income,40.768823,-73.960257
BISTRO SK,Bronx,10464,CITY ISLAND AVENUE,medium income,40.845793,-73.786036
BISTRO VENDOME,Manhattan,10022,EAST   58 STREET,high income,40.761057,-73.96735600000001
BLACK BURGER / 5 BOROUGH PIZZA / POKEBOWL,Manhattan,10013,CANAL STREET,high income,40.720268,-74.003203
BLACK IRON BURGER,Manhattan,10009,EAST    5 STREET,medium income,40.724012,-73.982484
BLACK PRESS COFFEE,Manhattan,10023,COLUMBUS AVENUE,high income,40.774923,-73.980901
BLACK SEED BAGELS,Manhattan,10009,1 AVENUE,medium income,40.72775,-73.980396
BLACK SEED BAGELS,Manhattan,10009,1 AVENUE,medium income,40.72775,-73.980396
BLACK STAR BAKERY & CAFE,Manhattan,10028,YORK AVENUE,high income,40.774684,-73.948328
BLACK STAR BAKERY & CAFE,Queens,11101,50TH AVE,medium income,40.74194,-73.949551
BLACK TAP,Manhattan,10013,BROOME STREET,high income,40.722309,-74.000381
BLACK TAP,Manhattan,10013,BROOME STREET,high income,40.722309,-74.000381
BLACKWELLS,Manhattan,10017,EAST   47 STREET,high income,40.75475,-73.974053
BLACKWELLS,Manhattan,10017,EAST   47 STREET,high income,40.75475,-73.974053
BLAKE AND TODD,Manhattan,10022,EAST   53 STREET,high income,40.757569000000004,-73.96985500000001
BLAKE AND TODD,Manhattan,10022,EAST   53 STREET,high income,40.757569000000004,-73.96985500000001
BLANK SLATE,Manhattan,10022,2 AVENUE,high income,40.758775,-73.967842
BLEND,Queens,11101,VERNON BOULEVARD,medium income,40.748244,-73.952074
BLIND BARBER,Manhattan,10009,EAST   10 STREET,medium income,40.725456,-73.97645899999999
BLIND BARBER,Manhattan,10009,EAST   10 STREET,medium income,40.725456,-73.97645899999999
BLINKS DELI & PIZZA,Queens,11101,35TH ST,medium income,40.734615999999995,-73.938781
BLISS BOWL,Manhattan,10007,GREENWICH STREET,high income,40.715553,-74.011021
BLKYN BURRO,Brooklyn,11238,FULTON STREET,medium income,40.683412,-73.966072
BLOCKHEAD'S MEXICAN DINER,Manhattan,10022,2 AVENUE,high income,40.758775,-73.967842
BLOCKHEADS,Manhattan,10024,WEST   90 STREET,high income,40.789823,-73.972412
BLONDIES,Manhattan,10024,WEST   79 STREET,high income,40.783974,-73.979511
BLOOM CAFE,Brooklyn,11238,FULTON STREET,medium income,40.683412,-73.966072
BLOOM CAFE,Brooklyn,11238,FULTON STREET,medium income,40.683412,-73.966072
BLOOM'S TAVERN,Manhattan,10022,EAST   58 STREET,high income,40.761057,-73.96735600000001
BLOOM'S TAVERN,Manhattan,10022,EAST   58 STREET,high income,40.761057,-73.96735600000001
BLOOMBERG 731 LEX,Manhattan,10022,LEXINGTON AVENUE,high income,40.758928000000004,-73.970514
BLOOMBERG CAFE,Manhattan,10017,PARK AVE,high income,40.752192,-73.977925
BLOOMBERG CAFE,Manhattan,10017,PARK AVE,high income,40.752192,-73.977925
BLOSSOM  ON COLUMBUS,Manhattan,10024,COLUMBUS AVENUE,high income,40.785243,-73.973377
BLOSSOM  ON COLUMBUS,Manhattan,10024,COLUMBUS AVENUE,high income,40.785243,-73.973377
BLT PRIME,Manhattan,10021,LEXINGTON AVENUE,high income,40.770352,-73.962199
BLUE & GOLD DELI,Manhattan,10065,EAST   62 STREET,high income,40.762617999999996,-73.963444
BLUE BOTTLE COFFEE,Manhattan,10013,BROADWAY,high income,40.718708,-74.002787
BLUE BOTTLE COFFEE,Manhattan,10022,EAST   53 STREET,high income,40.757569000000004,-73.96985500000001
BLUE BOTTLE COFFEE,Manhattan,10023,AMSTERDAM AVENUE,high income,40.775501,-73.98421
BLUE BOTTLE COFFEE,Manhattan,10013,VARICK STREET,high income,40.724402000000005,-74.006039
BLUE BOTTLE COFFEE,Manhattan,10022,EAST   53 STREET,high income,40.757569000000004,-73.96985500000001
BLUE MARBLE ICE CREAM,Brooklyn,11238,UNDERHILL AVENUE,medium income,40.677021,-73.965753
BLUE MARBLE ICE CREAM,Brooklyn,11238,UNDERHILL AVENUE,medium income,40.677021,-73.965753
BLUE SKY RESTAURANT CAFE,Bronx,10457,EAST TREMONT AVENUE,low income,40.846682,-73.89686999999999
BLUE SKY RESTAURANT CAFE,Bronx,10457,EAST TREMONT AVENUE,low income,40.846682,-73.89686999999999
BLUE SKY RESTAURANT CAFE,Bronx,10457,EAST TREMONT AVENUE,low income,40.846682,-73.89686999999999
BLUESPOON COFFEE,Manhattan,10007,CHAMBERS STREET,high income,40.716432,-74.010472
BLUESPOON COFFEE,Manhattan,10007,CHAMBERS STREET,high income,40.716432,-74.010472
BLUESTONE LANE,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
BLUESTONE LANE,Manhattan,10017,MADISON AVENUE,high income,40.754656,-73.97785400000001
BLUESTONE LANE,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
BLUESTONE LANE,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
BLUESTONE LANE,Manhattan,10017,MADISON AVENUE,high income,40.754656,-73.97785400000001
BLUESTONE LANE COFFEE,Manhattan,10022,THIRD AVENUE,high income,40.758258000000005,-73.96891600000001
BLUESTONE LANE COFFEE,Manhattan,10022,THIRD AVENUE,high income,40.758258000000005,-73.96891600000001
BNY MELLON EXECUTIVE DINNING ROOM,Manhattan,10007,GREENWICH STREET,high income,40.715553,-74.011021
BOARD AND BRUSH STATEN ISLAND,Staten Island,10309,VETERANS ROAD WEST,medium income,40.528946000000005,-74.226372
BOARDWALK BAGEL,Queens,11694,ROCKAWAY BEACH DRIVE,medium income,40.581344,-73.82954000000001
BOARDWALK BAGEL,Queens,11694,ROCKAWAY BEACH DRIVE,medium income,40.581344,-73.82954000000001
BOB'S STEAK & CHOP HOUSE,Manhattan,10022,EAST   52 STREET,high income,40.757207,-73.970164
BOB'S STEAK & CHOP HOUSE,Manhattan,10022,EAST   52 STREET,high income,40.757207,-73.970164
BOB'S STEAK & CHOP HOUSE,Manhattan,10022,EAST   52 STREET,high income,40.757207,-73.970164
BOBA GUYS,Manhattan,10013,CANAL STREET,high income,40.720268,-74.003203
BOBA GUYS,Manhattan,10013,CANAL STREET,high income,40.720268,-74.003203
BOBBY CAFE,Queens,11101,VAN DAM ST,medium income,40.739406,-73.93446800000001
BOBBY SPOT NUVO CAFE,Queens,11101,VAN DAM ST,medium income,40.739406,-73.93446800000001
BOBBY SPOT NUVO CAFE,Queens,11101,VAN DAM ST,medium income,40.739406,-73.93446800000001
BOBBY VAN'S STEAKHOUSE,Manhattan,10022,EAST   54 STREET,high income,40.758461,-73.969251
BOBBY VAN'S STEAKHOUSE,Manhattan,10022,EAST   54 STREET,high income,40.758461,-73.969251
BOBBY VAN'S STEAKHOUSE,Manhattan,10022,EAST   54 STREET,high income,40.758461,-73.969251
BOBWHITE LUNCH AND SUPPER COUNTER,Manhattan,10022,LEXINGTON AVENUE,high income,40.758928000000004,-73.970514
BODAI VEGETARIAN RESTAURANT,Queens,11355,MAIN ST,low income,40.749338,-73.82565799999999
BODAI VEGETARIAN RESTAURANT,Queens,11355,MAIN ST,low income,40.749338,-73.82565799999999
BODEGA 88,Manhattan,10024,COLUMBUS AVENUE,high income,40.785243,-73.973377
BODRUM,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
BOHEMIAN SPIRIT RESTAURANT,Manhattan,10021,EAST   73 STREET,high income,40.769353,-73.958483
BOHEMIAN SPIRIT RESTAURANT,Manhattan,10021,EAST   73 STREET,high income,40.769353,-73.958483
BOKA,Manhattan,10013,PELL STREET,high income,40.714967,-73.997764
BOMBAY CHOWK,Manhattan,10021,1 AVENUE,high income,40.768823,-73.960257
BOMBAY CHOWK,Manhattan,10021,1 AVENUE,high income,40.768823,-73.960257
BOMBAY CHOWK,Manhattan,10021,1 AVENUE,high income,40.768823,-73.960257
BON VIVANT,Manhattan,10022,EAST   58 STREET,high income,40.761057,-73.96735600000001
BONA CAFE PIZZERIA,Bronx,10455,WESTCHESTER AVENUE,low income,40.81609,-73.90932099999999
BONDURANTS,Manhattan,10028,EAST   85 STREET,high income,40.777063,-73.952857
BONELLE PASTRY SHOP,Queens,11375,ASCAN AVENUE,medium income,40.716311,-73.84214
BONELLE PASTRY SHOP,Queens,11375,ASCAN AVENUE,medium income,40.716311,-73.84214
BONJOUR CREPES & WINE,Manhattan,10028,2 AVENUE,high income,40.776629,-73.953914
BONJOUR CREPES & WINE,Manhattan,10028,2 AVENUE,high income,40.776629,-73.953914
BOQUERIA,Manhattan,10075,2 AVENUE,high income,40.773357,-73.95620799999999
BORIS & HORTON,Manhattan,10009,AVENUE A,medium income,40.72598,-73.983506
BORO HOTEL,Queens,11101,27TH ST,medium income,40.750521,-73.939051
BOROUGH RESTAURANT,Brooklyn,11238,FRANKLIN AVENUE,medium income,40.680217,-73.955381
BOSTON MARKET,Queens,11360,BELL BOULEVARD,medium income,40.787307,-73.780058
BOSTON MARKET,Bronx,10455,EAST  149 STREET,low income,40.813189,-73.908342
BOSTON MARKET,Queens,11360,BELL BOULEVARD,medium income,40.787307,-73.780058
BOSTON MARKET,Queens,11375,71 AVENUE,medium income,40.723040999999995,-73.843688
BOTEQUIM 39 WINE AND BEER,Queens,11101,39TH AVE,medium income,40.755406,-73.938294
BOTEQUIM 39 WINE AND BEER,Queens,11101,39TH AVE,medium income,40.755406,-73.938294
BOTTEGA RESTAURANT,Manhattan,10021,2 AVENUE,high income,40.768823,-73.960257
BOULE & CHERIE,Manhattan,10023,AMSTERDAM AVENUE,high income,40.775501,-73.98421
BOULE & CHERIE,Manhattan,10023,AMSTERDAM AVENUE,high income,40.775501,-73.98421
BOULE & CHERIE,Manhattan,10023,AMSTERDAM AVENUE,high income,40.775501,-73.98421
BOULTON & WATT,Manhattan,10009,AVENUE A,medium income,40.72598,-73.983506
BOULTON & WATT,Manhattan,10009,AVENUE A,medium income,40.72598,-73.983506
BOULUD SUD / EPICERIE BOULUD,Manhattan,10023,BROADWAY,high income,40.775494,-73.982327
BOULUD SUD / EPICERIE BOULUD,Manhattan,10023,BROADWAY,high income,40.775494,-73.982327
BOW RAMEN,Manhattan,10017,EAST   45 STREET,high income,40.753941999999995,-73.975768
BOW RAMEN,Manhattan,10017,EAST   45 STREET,high income,40.753941999999995,-73.975768
BOX KITE COFFEE,Manhattan,10023,WEST   72 STREET,high income,40.778739,-73.980862
BRAD'S BURGERS & BBQ,Manhattan,10024,COLUMBUS AVENUE,high income,40.785243,-73.973377
BRAD'S BURGERS & BBQ,Manhattan,10024,COLUMBUS AVENUE,high income,40.785243,-73.973377
BRADY'S BAR,Manhattan,10028,2 AVENUE,high income,40.776629,-73.953914
BRADY'S BAR,Manhattan,10028,2 AVENUE,high income,40.776629,-73.953914
BRANDED SALOON,Brooklyn,11238,VANDERBILT AVENUE,medium income,40.67946,-73.96830600000001
BRANDY LIBRARY LOUNGE,Manhattan,10013,NORTH MOORE STREET,high income,40.720264,-74.009775
BRANDY LIBRARY LOUNGE,Manhattan,10013,NORTH MOORE STREET,high income,40.720264,-74.009775
BRANDY'S PIANO BAR,Manhattan,10028,EAST   84 STREET,high income,40.778310999999995,-73.956866
BRASSERIE COGNAC EAST,Manhattan,10021,LEXINGTON AVENUE,high income,40.770352,-73.962199
BRASSERIE COGNAC EAST,Manhattan,10021,LEXINGTON AVENUE,high income,40.770352,-73.962199
BRASSERIE COGNAC EAST,Manhattan,10021,LEXINGTON AVENUE,high income,40.770352,-73.962199
BRAVO PIZZA,Manhattan,10017,EAST   42 STREET,high income,40.751571999999996,-73.976232
BREAD & BUTTER,Manhattan,10017,EAST   44 STREET,high income,40.751933,-73.973964
BREAD & BUTTER,Manhattan,10017,EAST   44 STREET,high income,40.751933,-73.973964
BREAD & BUTTER,Manhattan,10017,EAST   44 STREET,high income,40.751933,-73.973964
BREADS BAKERY,Manhattan,10023,BROADWAY,high income,40.775494,-73.982327
BREAKROOM,Manhattan,10013,BAXTER STREET,high income,40.717393,-73.999702
BREAKROOM,Manhattan,10013,BAXTER STREET,high income,40.717393,-73.999702
BRIANNA'S PIZZERIA,Bronx,10459,PROSPECT AVE,low income,40.827936,-73.898504
BRICKS & HOPS BEER GARDEN,Bronx,10454,BRUCKNER BOULEVARD,low income,40.803756,-73.915221
BRICKTOWN BAGELS & CAFE,Queens,11101,VERNON BLVD,medium income,40.748244,-73.952074
BRINDLE ROOM,Manhattan,10009,EAST   10 STREET,medium income,40.725456,-73.97645899999999
BRISAS DEL MAR RESTAURANT,Queens,11694,ROCKAWAY BEACH BOULEVARD,medium income,40.583729,-73.820844
BRISAS DEL MAR RESTAURANT II,Queens,11694,BEACH  116 STREET,medium income,40.581446,-73.83815899999999
BRODO,Manhattan,10028,LEXINGTON AVENUE,high income,40.778107,-73.95652700000001
BRODO BROTH SHOP,Manhattan,10023,BROADWAY,high income,40.775494,-73.982327
BRODO BROTH SHOP,Manhattan,10023,BROADWAY,high income,40.775494,-73.982327
BRONX DRAFTHOUSE,Bronx,10452,GERARD AVENUE,low income,40.831571999999994,-73.922563
BRONX TAVERN,Bronx,10454,EAST  133 STREET,low income,40.801131,-73.914222
BRONX TAVERN,Bronx,10454,EAST  133 STREET,low income,40.801131,-73.914222
BROOK AVENUE DELI & PIZZA,Bronx,10454,BROOK AVENUE,low income,40.808324,-73.919043
BROOKLYN DIAMOND COFFEE,Manhattan,10022,EAST   54 STREET,high income,40.758461,-73.969251
BROOKLYN DIAMOND COFFEE,Manhattan,10013,WEST BROADWAY,high income,40.719524,-74.006333
BROOKLYN DIAMOND COFFEE,Manhattan,10013,WEST BROADWAY,high income,40.719524,-74.006333
BROOKLYN DIAMOND COFFEE,Manhattan,10022,EAST   54 STREET,high income,40.758461,-73.969251
BROOKLYN HOMESLICE PIZZERIA,Brooklyn,11238,VANDERBILT AVENUE,medium income,40.67946,-73.96830600000001
BROOKLYN PIZZA MASTERS,Manhattan,10022,1 AVENUE,high income,40.758775,-73.967842
BROOKLYN SHAWARMA,Brooklyn,11238,FULTON STREET,medium income,40.683412,-73.966072
BROOKLYN SHAWARMA,Brooklyn,11238,FULTON STREET,medium income,40.683412,-73.966072
BROOKLYN SHAWARMA,Brooklyn,11238,FULTON STREET,medium income,40.683412,-73.966072
BROOKS 1890 RESTAURANT,Queens,11101,JACKSON AVENUE,medium income,40.744749,-73.948934
BROOKS 1890 RESTAURANT,Queens,11101,JACKSON AVENUE,medium income,40.744749,-73.948934
BROOME STREET BAR,Manhattan,10013,WEST BROADWAY,high income,40.719524,-74.006333
BROTHER'S RESTAURANT,Bronx,10456,MORRIS AVENUE,low income,40.831783,-73.915313
BUA,Manhattan,10009,ST MARKS PLACE,medium income,40.72775,-73.980396
BUA,Manhattan,10009,ST MARKS PLACE,medium income,40.72775,-73.980396
BUBBLEOLOGY,Manhattan,10009,1 AVENUE,medium income,40.72775,-73.980396
BUBBLEOLOGY,Manhattan,10009,1 AVENUE,medium income,40.72775,-73.980396
BUBBLEOLOGY,Manhattan,10009,1 AVENUE,medium income,40.72775,-73.980396
BUBBY'S,Manhattan,10013,HUDSON STREET,high income,40.721302,-74.008227
BUDDHA BODAI KOSHER VEGETARIAN RESTAURANT,Manhattan,10013,MULBERRY STREET,high income,40.717034999999996,-73.99863
BUDDHA BODAI ONE VEGETARIAN RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
BUDDHA BODAI ONE VEGETARIAN RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
BUDDHA BODAI ONE VEGETARIAN RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
BUDDHA BODAI ONE VEGETARIAN RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
BUDEPEST CAFE,Manhattan,10028,2 AVENUE,high income,40.776629,-73.953914
BUDS AND BEANS CAFE,Brooklyn,11238,VANDERBILT AVENUE,medium income,40.67946,-73.96830600000001
BUENOS AIRES,Manhattan,10009,EAST    6 STREET,medium income,40.723634999999994,-73.979778
BUFFALO WILD WINGS,Queens,11375,71 AVENUE,medium income,40.723040999999995,-73.843688
BUKA,Brooklyn,11238,FULTON STREET,medium income,40.683412,-73.966072
BUKHARA GRILL,Manhattan,10017,EAST   49 STREET,high income,40.755324,-73.971533
BUKHARA GRILL,Manhattan,10017,EAST   49 STREET,high income,40.755324,-73.971533
BUMBLE & BUMBLE CAFE,Manhattan,10022,EAST   56 STREET,high income,40.759709,-73.96834
BUNSMITH,Brooklyn,11238,FRANKLIN AVENUE,medium income,40.680217,-73.955381
BUONA NOTTE,Manhattan,10013,MULBERRY STREET,high income,40.717034999999996,-73.99863
BUONA NOTTE,Manhattan,10013,MULBERRY STREET,high income,40.717034999999996,-73.99863
BUONA NOTTE,Manhattan,10013,MULBERRY STREET,high income,40.717034999999996,-73.99863
BURGER HEAVEN,Manhattan,10017,EAST   49 STREET,high income,40.755324,-73.971533
BURGER HEAVEN,Manhattan,10065,LEXINGTON AVENUE,high income,40.76543,-73.966142
BURGER INN AND GRILL,Manhattan,10013,CHURCH STREET,high income,40.718199,-74.005302
BURGER INN AND GRILL,Manhattan,10013,CHURCH STREET,high income,40.718199,-74.005302
BURGER INN AND GRILL,Manhattan,10013,CHURCH STREET,high income,40.718199,-74.005302
BURGER KING,Bronx,10455,EAST  149 STREET,low income,40.813189,-73.908342
BURGER KING,Bronx,10457,EAST TREMONT AVENUE,low income,40.846682,-73.89686999999999
BURGER KING,Bronx,10460,EAST  174 STREET,low income,40.836612,-73.885253
BURGER KING,Bronx,10452,JEROME AVENUE,low income,40.837816,-73.920287
BURGER KING,Bronx,10452,JEROME AVENUE,low income,40.837816,-73.920287
BURGER KING,Bronx,10459,SOUTHERN BOULEVARD,low income,40.821705,-73.891837
BURGER ONE NYC,Manhattan,10075,LEXINGTON AVENUE,high income,40.774204,-73.959375
BURGER UR WAY,Brooklyn,11238,LINCOLN PLACE,medium income,40.672098999999996,-73.961485
BURGERFI,Manhattan,10028,EAST   82 STREET,high income,40.776367,-73.95618499999999
BURKE & WILLS/MANHATTAN CRICKET CLUB,Manhattan,10024,WEST   79 STREET,high income,40.783974,-73.979511
BURNSIDE BEER & WINE CAFETERIA,Bronx,10457,EAST BURNSIDE AVENUE,low income,40.850675,-73.90183
BURRITO MARIACHI,Manhattan,10007,CHURCH STREET,high income,40.713718,-74.00880500000001
BURRITO MARIACHI,Manhattan,10007,CHURCH STREET,high income,40.713718,-74.00880500000001
BUSTAN,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
BUTTER BEANS (UNICEF),Manhattan,10017,EAST   44 STREET,high income,40.751933,-73.973964
BUTTER BEANS (UNICEF),Manhattan,10017,EAST   44 STREET,high income,40.751933,-73.973964
BUTTER BEANS (UNICEF),Manhattan,10017,EAST   44 STREET,high income,40.751933,-73.973964
BUTTER LANE,Manhattan,10009,EAST    7 STREET,medium income,40.725203,-73.981701
BUTTER LANE,Manhattan,10009,EAST    7 STREET,medium income,40.725203,-73.981701
BUTTERCUP BAKESHOP,Manhattan,10022,2 AVENUE,high income,40.758775,-73.967842
BUTTERCUP BAKESHOP,Manhattan,10022,2 AVENUE,high income,40.758775,-73.967842
BUTTERCUP BAKESHOP,Manhattan,10022,2 AVENUE,high income,40.758775,-73.967842
BUTTERFIELD EXPRESS,Manhattan,10075,LEXINGTON AVENUE,high income,40.774204,-73.959375
BY CHLOE,Manhattan,10022,LEXINGTON AVENUE,high income,40.758928000000004,-73.970514
BY THE WAY BAKERY,Manhattan,10028,LEXINGTON AVENUE,high income,40.778107,-73.95652700000001
BY THE WAY BAKERY,Manhattan,10028,LEXINGTON AVENUE,high income,40.778107,-73.95652700000001
BY THE WAY BAKERY,Manhattan,10024,BROADWAY,high income,40.786496,-73.97831
BY THE WAY BAKERY,Manhattan,10024,BROADWAY,high income,40.786496,-73.97831
Bagel Pub,Brooklyn,11238,FRANKLIN AVENUE,medium income,40.680217,-73.955381
Bagel Pub,Brooklyn,11238,FRANKLIN AVENUE,medium income,40.680217,-73.955381
Banquet Kitchen,Manhattan,10022,MADISON AVENUE,high income,40.761061,-73.973551
Banquet Kitchen,Manhattan,10022,MADISON AVENUE,high income,40.761061,-73.973551
Bed-Stuy Fish Fry,Brooklyn,11238,FULTON STREET,medium income,40.683412,-73.966072
Bigoi Venezia,Manhattan,10021,2 AVENUE,high income,40.768823,-73.960257
Bigoi Venezia,Manhattan,10021,2 AVENUE,high income,40.768823,-73.960257
Bigoi Venezia,Manhattan,10021,2 AVENUE,high income,40.768823,-73.960257
Bonmi,Manhattan,10023,WEST   62 STREET,high income,40.771267,-73.983074
Boyce Technologies Inc.,Queens,11101,PEARSON PL,medium income,40.743134000000005,-73.94268100000001
Brooklyn Roasting Company,Manhattan,10017,MADISON AVENUE,high income,40.754656,-73.97785400000001
C & B,Manhattan,10009,EAST    7 STREET,medium income,40.725203,-73.981701
C & L IMPERIAL INC,Queens,11355,MAIN STREET,low income,40.749338,-73.82565799999999
C & Y NOODLE/ HOME NOODLE,Queens,11355,MAIN STREET,low income,40.749338,-73.82565799999999
C Lounge Restaurant & Hookah Bar,Manhattan,10009,AVENUE C,medium income,40.725803000000006,-73.977512
C'MON EVERYBODY,Brooklyn,11238,FRANKLIN AVENUE,medium income,40.680217,-73.955381
C'MON EVERYBODY,Brooklyn,11238,FRANKLIN AVENUE,medium income,40.680217,-73.955381
CABANA,Queens,11375,70 ROAD,medium income,40.723040999999995,-73.843688
CABO RESTAURANT,Staten Island,10309,PAGE AVENUE,medium income,40.515887,-74.232513
CACHAPA CACHAPA,Bronx,10457,BATHGATE AVENUE,low income,40.846769,-73.897065
CACHAPA CACHAPA,Bronx,10457,BATHGATE AVENUE,low income,40.846769,-73.897065
CACHAPA CACHAPA,Bronx,10457,BATHGATE AVENUE,low income,40.846769,-73.897065
CAFE (FLYING BUFFALO),Queens,11101,QUEENS PLZ N,medium income,40.751458,-73.941202
CAFE - BAR LAIKA,Brooklyn,11238,GREENE AVENUE,medium income,40.686479,-73.96674
CAFE 101,Manhattan,10007,BARCLAY STREET,high income,40.713458,-74.0106
CAFE 101 16TH FLOOR CAFETERIA,Manhattan,10007,BARCLAY STREET,high income,40.713458,-74.0106
CAFE 125,Manhattan,10023,WEST END AVENUE,high income,40.776671,-73.987049
CAFE 21 (entrance is between 60TH & 61st Street on Hudson),Manhattan,10023,WEST END AVENUE,high income,40.776671,-73.987049
CAFE 23,Manhattan,10022,3 AVENUE,high income,40.758775,-73.967842
CAFE 41,Manhattan,10017,EAST   41 STREET,high income,40.749866,-73.97420699999999
CAFE 47,Manhattan,10023,WEST   66 STREET,high income,40.774003,-73.981992
CAFE 47,Manhattan,10023,WEST   66 STREET,high income,40.774003,-73.981992
CAFE 575,Manhattan,10017,5TH AVE,high income,40.754709000000005,-73.979916
CAFE 71,Manhattan,10023,BROADWAY,high income,40.775494,-73.982327
CAFE 86,Manhattan,10024,BROADWAY,high income,40.786496,-73.97831
CAFE 86,Manhattan,10024,BROADWAY,high income,40.786496,-73.97831
CAFE 86,Manhattan,10024,BROADWAY,high income,40.786496,-73.97831
CAFE ALICE,Manhattan,10017,EAST   47 STREET,high income,40.75475,-73.974053
CAFE ALTRO PARADISO,Manhattan,10013,SPRING STREET,high income,40.726064,-74.008138
CAFE ATELIER,Manhattan,10013,HUDSON STREET,high income,40.721302,-74.008227
CAFE BARI,Manhattan,10013,CANAL STREET,high income,40.720268,-74.003203
CAFE BEE,Manhattan,10023,WEST   72 STREET,high income,40.778739,-73.980862
CAFE BEE,Manhattan,10023,WEST   72 STREET,high income,40.778739,-73.980862
CAFE BILBOQUET,Manhattan,10022,EAST   60 STREET,high income,40.761102,-73.964501
CAFE BLERIOT,Manhattan,10028,EAST   83 STREET,high income,40.775791999999996,-73.953783
CAFE BLU,Manhattan,10065,EAST   62 STREET,high income,40.762617999999996,-73.963444
