name,Borough,zip_code,STREET,income level,LATITUDE,LONGITUDE
(LEWIS DRUG STORE) LOCANDA VINI E OLII,Brooklyn,11238,GATES AVENUE,medium income,40.684632,-73.96328100000001
(PUBLIC FARE) 81st street and central park west (Delacorte Theatre),Manhattan,10024,CENTRAL PARK WEST,high income,40.784684000000006,-73.970077
1 BANANA QUEEN,Bronx,10452,EAST MT EDEN AVENUE,low income,40.843512,-73.9133
1 BANANA QUEEN,Bronx,10452,EAST MT EDEN AVENUE,low income,40.843512,-73.9133
1 BANANA QUEEN,Bronx,10452,EAST MT EDEN AVENUE,low income,40.843512,-73.9133
1 DARBAR,Manhattan,10017,EAST   46 STREET,high income,40.753863,-73.97451
1 EAST 66TH STREET KITCHEN,Manhattan,10065,EAST   66 STREET,high income,40.76578,-73.96386
10 02 LOUNGE AND RESTAURANT,Bronx,10460,E TREMONT AVE,low income,40.839602,-73.872919
101 DELI,Queens,11694,ROCKAWAY BEACH BOULEVARD,medium income,40.583729,-73.820844
101 DELI,Queens,11694,ROCKAWAY BEACH BOULEVARD,medium income,40.583729,-73.820844
101 DELI,Queens,11694,ROCKAWAY BEACH BOULEVARD,medium income,40.583729,-73.820844
11 HOWARD KITCHEN,Manhattan,10013,LAFAYETTE STREET,high income,40.717847,-74.00100400000001
11 HOWARD KITCHEN,Manhattan,10013,LAFAYETTE STREET,high income,40.717847,-74.00100400000001
11TH ST BAR,Manhattan,10009,EAST   11 STREET,medium income,40.727598,-73.979958
11TH ST BAR,Manhattan,10009,EAST   11 STREET,medium income,40.727598,-73.979958
11TH ST BAR,Manhattan,10009,EAST   11 STREET,medium income,40.727598,-73.979958
12 CORNERS COFFEE,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
12 CORNERS COFFEE,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
129 GOURMET DELI & GROCERY,Manhattan,10017,EAST   45 STREET,high income,40.753941999999995,-73.975768
16 HANDLES,Manhattan,10065,1 AVENUE,high income,40.764584,-73.963013
16 HANDLES,Manhattan,10028,2 AVENUE,high income,40.776629,-73.953914
16 HANDLES,Manhattan,10023,AMSTERDAM AVENUE,high income,40.775501,-73.98421
16 HANDLES,Manhattan,10028,2 AVENUE,high income,40.776629,-73.953914
173 WEBSTER CAFE,Bronx,10457,WEBSTER AVENUE,low income,40.84915,-73.900085
173 WEBSTER CAFE,Bronx,10457,WEBSTER AVENUE,low income,40.84915,-73.900085
173 WEBSTER CAFE,Bronx,10457,WEBSTER AVENUE,low income,40.84915,-73.900085
18 RESTAURANT,Manhattan,10028,EAST   81 STREET,high income,40.774786999999996,-73.95456300000001
1803,Manhattan,10007,READE STREET,high income,40.714806,-74.00545100000001
1803,Manhattan,10007,READE STREET,high income,40.714806,-74.00545100000001
1ST AVE GOURMET,Manhattan,10065,1 AVENUE,high income,40.764584,-73.963013
1ST AVE GOURMET,Manhattan,10065,1 AVENUE,high income,40.764584,-73.963013
1ST MAMA RESTAURANT,Bronx,10453,WEST TREMONT AVENUE,low income,40.851389000000005,-73.915712
212 STEAKHOUSE,Manhattan,10022,EAST   53 STREET,high income,40.757569000000004,-73.96985500000001
212 STEAKHOUSE,Manhattan,10022,EAST   53 STREET,high income,40.757569000000004,-73.96985500000001
21ST LIC DELI & GROCERY,Queens,11101,21ST ST,medium income,40.740406,-73.94974
21ST LIC DELI & GROCERY,Queens,11101,21ST ST,medium income,40.740406,-73.94974
21ST LIC DELI & GROCERY,Queens,11101,21ST ST,medium income,40.740406,-73.94974
27 SPORTS BAR & CAFE,Bronx,10452,WEST MOUNT EDEN AVENUE,low income,40.843512,-73.9133
29B,Manhattan,10009,AVENUE B,medium income,40.725145,-73.981445
2A,Manhattan,10009,AVENUE A,medium income,40.72598,-73.983506
2A,Manhattan,10009,AVENUE A,medium income,40.72598,-73.983506
2ND AVENUE DELI,Manhattan,10021,1 AVENUE,high income,40.768823,-73.960257
2ND AVENUE DELI,Manhattan,10021,1 AVENUE,high income,40.768823,-73.960257
3 D'S DELIGHT RESTAURANT & BAKERY,Brooklyn,11238,WASHINGTON AVENUE,medium income,40.675537,-73.963527
3 D'S DELIGHT RESTAURANT & BAKERY,Brooklyn,11238,WASHINGTON AVENUE,medium income,40.675537,-73.963527
3 DELI & GRILL,Manhattan,10022,EAST   55 STREET,high income,40.759081,-73.968795
3 LUIGI'S PIZZA,Brooklyn,11238,GRAND AVENUE,medium income,40.682353000000006,-73.961773
3 LUIGI'S PIZZA,Brooklyn,11238,GRAND AVENUE,medium income,40.682353000000006,-73.961773
3-J RESTAURANT AND PIZZA,Bronx,10455,PROSPECT AVENUE,low income,40.817326,-73.902541
3-J RESTAURANT AND PIZZA,Bronx,10455,PROSPECT AVENUE,low income,40.817326,-73.902541
3D'S LEGACY SALAD & GRILL,Bronx,10460,MORRIS PARK AVENUE,low income,40.84245,-73.871544
456 NEW SHANGHAI RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
4TH FLOOR CAFE,Manhattan,10021,EAST   71 STREET,high income,40.768969,-73.96063199999999
4TH FLOOR CAFE,Manhattan,10021,EAST   71 STREET,high income,40.768969,-73.96063199999999
5 BURRO CAFE,Queens,11375,AUSTIN STREET,medium income,40.716838,-73.8377
5 NAPKIN,Manhattan,10021,2 AVENUE,high income,40.768823,-73.960257
5 NAPKIN BURGER,Manhattan,10024,BROADWAY,high income,40.786496,-73.97831
5 STAR BANQUET,Queens,11101,43RD AVE,medium income,40.751560999999995,-73.947354
51ST BAKERY AND CAFE,Queens,11101,51 AVENUE,medium income,40.744622,-73.934502
51ST BAKERY AND CAFE,Queens,11101,51 AVENUE,medium income,40.744622,-73.934502
51ST BAKERY AND CAFE,Queens,11101,51 AVENUE,medium income,40.744622,-73.934502
525 LEX Restaurant/M Club Lounge/illy Caf̩,Manhattan,10017,LEXINGTON AVENUE,high income,40.753295,-73.974627
525 LEX Restaurant/M Club Lounge/illy Caf̩,Manhattan,10017,LEXINGTON AVENUE,high income,40.753295,-73.974627
535 MADISON CAFE,Manhattan,10022,MADISON AVENUE,high income,40.761061,-73.973551
53RD STREET FINE DINING,Manhattan,10022,LEXINGTON AVENUE,high income,40.758928000000004,-73.970514
55 THOMAS CAFE,Manhattan,10013,THOMAS STREET,high income,40.716993,-74.007723
55 THOMAS CAFE,Manhattan,10013,THOMAS STREET,high income,40.716993,-74.007723
56TH & PARK F&B MANAGEMENT LLC,Manhattan,10022,PARK AVENUE,high income,40.759754,-73.972397
59E59 BAR,Manhattan,10022,EAST   59 STREET,high income,40.761682,-73.966899
5C CAFE & CULTURAL CENTER,Manhattan,10009,AVENUE C,medium income,40.725803000000006,-73.977512
619 BAR & RESTAURANT EL SALVADORENO,Bronx,10455,EAST  151 STREET,low income,40.814757,-73.90775500000001
619 BAR & RESTAURANT EL SALVADORENO,Bronx,10455,EAST  151 STREET,low income,40.814757,-73.90775500000001
696 GOURMET DELI,Manhattan,10017,3 AVENUE,high income,40.752955,-73.973196
696 GOURMET DELI,Manhattan,10017,3 AVENUE,high income,40.752955,-73.973196
696 GOURMET DELI,Manhattan,10017,3 AVENUE,high income,40.752955,-73.973196
718 HOOKAH LOUNGE,Queens,11375,AUSTIN ST,medium income,40.716838,-73.8377
77 WEST BISTRO,Manhattan,10023,WEST   66 STREET,high income,40.774003,-73.981992
787 COFFEE,Manhattan,10009,EAST    7 STREET,medium income,40.725203,-73.981701
7B BAR,Manhattan,10009,AVENUE B,medium income,40.725145,-73.981445
83 ASIAN,Manhattan,10028,2 AVENUE,high income,40.776629,-73.953914
83.5,Manhattan,10028,EAST   83 STREET,high income,40.775791999999996,-73.953783
87,Manhattan,10013,WALKER STREET,high income,40.718438,-74.001926
88 CANTEEN,Queens,11355,MAIN ST,low income,40.749338,-73.82565799999999
88 CANTEEN,Queens,11355,MAIN ST,low income,40.749338,-73.82565799999999
88 LAN ZHOU HANDMADE NOODLE & DUMPLING,Manhattan,10013,BOWERY,high income,40.71626,-73.996388
8TH HILL INSPIRED MEDITERRANEAN CUISINE,Manhattan,10024,COLUMBUS AVENUE,high income,40.785243,-73.973377
900 DU CHUAN GONG RESTAURANT,Queens,11355,MAIN STREET,low income,40.749338,-73.82565799999999
99 CENT TASTY & FRESH PIZZA,Manhattan,10013,CANAL STREET,high income,40.720268,-74.003203
99 CENT TASTY & FRESH PIZZA,Manhattan,10013,CANAL STREET,high income,40.720268,-74.003203
99 CENT TASTY PIZZA,Manhattan,10017,EAST   43 STREET,high income,40.75131,-73.974419
99 CENTS FRESH PIZZA,Manhattan,10017,LEX AVENUE,high income,40.752955,-73.973196
99 CENTS HOT PIZZA,Bronx,10455,WILLIS AVENUE,low income,40.814215999999995,-73.91941899999999
99 CENTS HOT PIZZA,Bronx,10455,WILLIS AVENUE,low income,40.814215999999995,-73.91941899999999
99 CENTS HOT PIZZA,Bronx,10455,WILLIS AVENUE,low income,40.814215999999995,-73.91941899999999
A & S Water's Edge Cafe,Queens,11357,9TH AVE,medium income,40.793346,-73.80426800000001
A CREPE,Queens,11355,MAIN STREET,low income,40.749338,-73.82565799999999
A LA MODE SHOPPE,Manhattan,10022,EAST   55 STREET,high income,40.759081,-73.968795
A LA TURKA,Manhattan,10021,2 AVENUE,high income,40.768823,-73.960257
A LA TURKA,Manhattan,10021,2 AVENUE,high income,40.768823,-73.960257
A PLUS THAI PLACE,Manhattan,10022,2 AVENUE,high income,40.758775,-73.967842
A SAFFRON THREAD,Manhattan,10007,CHAMBERS STREET,high income,40.716432,-74.010472
A SAFFRON THREAD,Manhattan,10007,CHAMBERS STREET,high income,40.716432,-74.010472
A SUSHI,Queens,11375,AUSTIN STREET,medium income,40.716838,-73.8377
A SUSHI,Queens,11375,AUSTIN STREET,medium income,40.716838,-73.8377
A&A FOOD MARKET,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
A&E Networks,Manhattan,10017,EAST   45 STREET,high income,40.753941999999995,-73.975768
AA CHINESE RESTAURANT,Bronx,10457,EAST BURNSIDE AVENUE,low income,40.850675,-73.90183
AA CHINESE RESTAURANT,Bronx,10457,EAST BURNSIDE AVENUE,low income,40.850675,-73.90183
AAHAR,Manhattan,10007,MURRAY STREET,high income,40.714779,-74.011128
AAHAR,Manhattan,10007,MURRAY STREET,high income,40.714779,-74.011128
ABAITA,Manhattan,10017,EAST   49 STREET,high income,40.755324,-73.971533
ABC BEER CO.,Manhattan,10009,AVENUE C,medium income,40.725803000000006,-73.977512
ABC BEER CO.,Manhattan,10009,AVENUE C,medium income,40.725803000000006,-73.977512
ABOUT COFFEE,Manhattan,10024,COLUMBUS AVENUE,high income,40.785243,-73.973377
ABURIYA KINNOSUKE,Manhattan,10017,EAST   45 STREET,high income,40.753941999999995,-73.975768
ACCRA RESTAURANT,Bronx,10453,DAVIDSON AVENUE,low income,40.853732,-73.908785
ACCRA RESTAURANT,Bronx,10453,DAVIDSON AVENUE,low income,40.853732,-73.908785
ACE BAGEL CAFE,Queens,11355,MAIN STREET,low income,40.749338,-73.82565799999999
ACE BAR,Manhattan,10009,EAST    5 STREET,medium income,40.724012,-73.982484
ACE BAR,Manhattan,10009,EAST    5 STREET,medium income,40.724012,-73.982484
ACEY DUCEY'S,Queens,11375,METROPOLITAN AVENUE,medium income,40.7093,-73.842977
ADAYA AFRICAN AMERICAN RESTAURANT,Bronx,10457,WEBSTER AVENUE,low income,40.84915,-73.900085
ADDA,Queens,11101,THOMSON AVE,medium income,40.74535,-73.93870799999999
ADORO LEI,Manhattan,10013,HUDSON STREET,high income,40.721302,-74.008227
ADYAR ANANDA BHAVAN,Manhattan,10022,1 AVENUE,high income,40.758775,-73.967842
ADYAR ANANDA BHAVAN,Manhattan,10022,1 AVENUE,high income,40.758775,-73.967842
AFGHAN KEBAB HOUSE,Manhattan,10021,2 AVENUE,high income,40.768823,-73.960257
AFGHAN KEBAB HOUSE,Manhattan,10021,2 AVENUE,high income,40.768823,-73.960257
AFRICAN HOME RESTAURANT,Bronx,10453,EAST TREMONT AVENUE,low income,40.850977,-73.90774
AFRICAN MARKET (BABOON CAFE),Bronx,10460,SOUTHERN BOULEVARD,low income,40.842732,-73.885846
AGED,Queens,11375,70TH RD,medium income,40.724072,-73.838972
AGED,Queens,11375,70TH RD,medium income,40.724072,-73.838972
AGERN,Manhattan,10017,EAST   42 STREET,high income,40.751571999999996,-73.976232
AGORA TAVERNA,Queens,11375,AUSTIN STREET,medium income,40.716838,-73.8377
AGORA TAVERNA,Queens,11375,AUSTIN STREET,medium income,40.716838,-73.8377
AGORA TURKISH RESTAURANT,Manhattan,10028,SECOND AVENUE,high income,40.776633000000004,-73.95294799999999
AGORA TURKISH RESTAURANT,Manhattan,10028,SECOND AVENUE,high income,40.776633000000004,-73.95294799999999
AGORA TURKISH RESTAURANT,Manhattan,10028,SECOND AVENUE,high income,40.776633000000004,-73.95294799999999
AGRA PALACE,Queens,11375,QUEENS BOULEVARD,medium income,40.721096,-73.843078
AGRA PALACE,Queens,11375,QUEENS BOULEVARD,medium income,40.721096,-73.843078
AGRA RESTAURANT,Manhattan,10065,LEXINGTON AVENUE,high income,40.76543,-73.966142
AH LONG SUSHI BAR,Queens,11355,KISSENA BLVD,low income,40.745636,-73.813665
AHANA JAPANESE FUSION CUISINE,Manhattan,10065,1 AVENUE,high income,40.764584,-73.963013
AHIMSA GARDEN,Manhattan,10009,EAST   10 STREET,medium income,40.725456,-73.97645899999999
AHIMSA GARDEN,Manhattan,10009,EAST   10 STREET,medium income,40.725456,-73.97645899999999
AIRE ANCIENT BATHS,Manhattan,10013,FRANKLIN STREET,high income,40.718402000000005,-74.004962
AITA RESTAURANT/MAYFLOWER,Brooklyn,11238,GREENE AVENUE,medium income,40.686479,-73.96674
AITA RESTAURANT/MAYFLOWER,Brooklyn,11238,GREENE AVENUE,medium income,40.686479,-73.96674
AITA TRATTORIA,Brooklyn,11238,FRANKLIN AVENUE,medium income,40.680217,-73.955381
AJISAI,Manhattan,10065,LEXINGTON AVENUE,high income,40.76543,-73.966142
AJISEN RAMEN,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
AJISEN RAMEN,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
AKI SUSHI,Manhattan,10028,YORK AVE,high income,40.774684,-73.948328
AKI SUSHI,Manhattan,10028,YORK AVE,high income,40.774684,-73.948328
AKIMOTO SUSHI,Manhattan,10007,CHURCH STREET,high income,40.713718,-74.00880500000001
AKIMOTO SUSHI,Manhattan,10007,CHURCH STREET,high income,40.713718,-74.00880500000001
AL HORNO LEAN MEXICAN,Manhattan,10022,2 AVENUE,high income,40.758775,-73.967842
AL HORNO LEAN MEXICAN,Manhattan,10022,2 AVENUE,high income,40.758775,-73.967842
AL VAPORETTO,Manhattan,10028,EAST   81 STREET,high income,40.774786999999996,-73.95456300000001
AL-IMAN GRILL AND BAKERY,Bronx,10460,BOSTON ROAD,low income,40.837018,-73.88839200000001
ALACHI MASALA INDIAN RESTAURANT,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
ALACHI MASALA INDIAN RESTAURANT,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
ALBERT'S COFFEE SHOP,Bronx,10474,HUNTS POINT AVENUE,low income,40.81527,-73.88662099999999
ALBERT'S COFFEE SHOP,Bronx,10474,HUNTS POINT AVENUE,low income,40.81527,-73.88662099999999
ALBERTO'S,Queens,11375,METROPOLITAN AVENUE,medium income,40.7093,-73.842977
ALBERTO'S,Queens,11375,METROPOLITAN AVENUE,medium income,40.7093,-73.842977
ALCALA RESTAURANT,Manhattan,10017,EAST   44 STREET,high income,40.751933,-73.973964
ALEWIFE BREWING COMPANY,Queens,11101,51 AVENUE,medium income,40.744622,-73.934502
ALEX CAFE & DELI,Manhattan,10021,LEXINGTON AVENUE,high income,40.770352,-73.962199
ALEX CAFE & DELI,Manhattan,10021,LEXINGTON AVENUE,high income,40.770352,-73.962199
ALEX CAFE & DELI,Manhattan,10021,LEXINGTON AVENUE,high income,40.770352,-73.962199
ALEX TACOS,Bronx,10457,EAST TREMONT AVENUE,low income,40.846682,-73.89686999999999
ALI BABA'S TERRACE,Manhattan,10017,2 AVENUE,high income,40.752955,-73.973196
ALI BABA'S TERRACE,Manhattan,10017,2 AVENUE,high income,40.752955,-73.973196
ALI BABA'S TERRACE,Manhattan,10017,2 AVENUE,high income,40.752955,-73.973196
ALIBABA,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
ALICE'S TEA CUP,Manhattan,10023,WEST   73 STREET,high income,40.779409,-73.981656
ALICES TEA CUP CHAPTER 2,Manhattan,10065,EAST   64 STREET,high income,40.765226,-73.96636600000001
ALICES TEA CUP CHAPTER 2,Manhattan,10065,EAST   64 STREET,high income,40.765226,-73.96636600000001
ALIMAMA TEA CAFE,Manhattan,10013,BAYARD STREET,high income,40.715497,-73.998368
ALITALIA PIZZA RESTAURANT,Bronx,10460,EAST TREMONT AVENUE,low income,40.839602,-73.872919
ALITALIA PIZZA RESTAURANT,Bronx,10460,EAST TREMONT AVENUE,low income,40.839602,-73.872919
ALL ABOUT FOOD,Manhattan,10022,EAST   58 STREET,high income,40.761057,-73.96735600000001
ALL AMERICAN COFFEE SHOP,Queens,11101,37 AVENUE,medium income,40.744622,-73.934502
ALL AMERICAN COFFEE SHOP,Queens,11101,37 AVENUE,medium income,40.744622,-73.934502
ALL AMERICAN COFFEE SHOP,Queens,11101,37 AVENUE,medium income,40.744622,-73.934502
ALLEN RESTAURANT,Bronx,10474,RANDALL AVENUE,low income,40.812222999999996,-73.88705999999999
ALLEN RESTAURANT,Bronx,10474,RANDALL AVENUE,low income,40.812222999999996,-73.88705999999999
ALLEY 41,Queens,11355,41ST AVE,low income,40.758322,-73.830565
ALLEY 41,Queens,11355,41ST AVE,low income,40.758322,-73.830565
ALLORA,Manhattan,10017,EAST   47 STREET,high income,40.75475,-73.974053
ALLORA,Manhattan,10017,EAST   47 STREET,high income,40.75475,-73.974053
ALPHABET 99 CENTS FRESH PIZZA,Manhattan,10009,AVENUE A,medium income,40.72598,-73.983506
ALPHABET 99 CENTS FRESH PIZZA,Manhattan,10009,AVENUE A,medium income,40.72598,-73.983506
ALTA CALIDAD,Brooklyn,11238,VANDERBILT AVENUE,medium income,40.67946,-73.96830600000001
ALTESI RISTORANTE,Manhattan,10065,EAST   64 STREET,high income,40.765226,-73.96636600000001
ALTESI RISTORANTE,Manhattan,10065,EAST   64 STREET,high income,40.765226,-73.96636600000001
ALWAYS AND FOREVER CAFE,Brooklyn,11238,FULTON STREET,medium income,40.683412,-73.966072
ALWAYS HEALTHY (HERBAL LIFE),Bronx,10455,MELROSE AVENUE,low income,40.81883,-73.916426
AMA RAW BAR,Manhattan,10009,AVENUE B,medium income,40.725145,-73.981445
AMALI/SOPRA,Manhattan,10022,EAST   60 STREET,high income,40.761102,-73.964501
AMAR PERUVIAN KITCHEN,Queens,11375,AUSTIN ST,medium income,40.716838,-73.8377
AMARANTH,Manhattan,10065,EAST   62 STREET,high income,40.762617999999996,-73.963444
AMARANTH,Manhattan,10065,EAST   62 STREET,high income,40.762617999999996,-73.963444
AMATA,Manhattan,10022,EAST   56 STREET,high income,40.759709,-73.96834
AMATA,Manhattan,10022,EAST   56 STREET,high income,40.759709,-73.96834
AMAZE,Manhattan,10022,EAST   58 STREET,high income,40.761057,-73.96735600000001
AMAZE,Manhattan,10022,EAST   58 STREET,high income,40.761057,-73.96735600000001
AMAZE,Manhattan,10022,EAST   58 STREET,high income,40.761057,-73.96735600000001
AMAZE FUSION & LOUNGE,Manhattan,10017,3 AVENUE,high income,40.752955,-73.973196
AMAZE FUSION & LOUNGE,Manhattan,10017,3 AVENUE,high income,40.752955,-73.973196
AMAZING 66 RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
AMAZING 66 RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
AMAZING 66 RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
AMAZING 66 RESTAURANT,Manhattan,10013,MOTT STREET,high income,40.71675,-73.997803
AMBASSADOR FOOD SERVICES,Queens,11101,38 AVENUE,medium income,40.744622,-73.934502
AMBASSADOR FOOD SERVICES,Queens,11101,38 AVENUE,medium income,40.744622,-73.934502
AMBER,Manhattan,10023,WEST   70 STREET,high income,40.776965000000004,-73.981603
AMC THEATRES,Manhattan,10023,BROADWAY,high income,40.775494,-73.982327
AMC THEATRES,Manhattan,10024,BROADWAY,high income,40.786496,-73.97831
AMC THEATRES,Manhattan,10024,BROADWAY,high income,40.786496,-73.97831
AMC THEATRES,Queens,11360,26 AVENUE,medium income,40.780294,-73.78120600000001
AMC THEATRES,Queens,11360,26 AVENUE,medium income,40.780294,-73.78120600000001
AMC THEATRES (LOEWS ORPHEUM),Manhattan,10028,3 AVENUE,high income,40.776629,-73.953914
AMELIA'S DINER,Manhattan,10013,VARICK STREET,high income,40.724402000000005,-74.006039
AMELIE WINE BAR,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
AMERICAN BAR,Manhattan,10075,1 AVENUE,high income,40.773357,-73.95620799999999
AMERICAN BAR,Manhattan,10075,1 AVENUE,high income,40.773357,-73.95620799999999
AMERICAN CUT,Manhattan,10013,GREENWICH STREET,high income,40.722146,-74.009955
AMERICAN CUT,Manhattan,10022,EAST   56 STREET,high income,40.759709,-73.96834
AMERICAN GRILL,Bronx,10455,3 AVENUE,low income,40.815028999999996,-73.908355
AMERICAN HERO & SUB'S,Queens,11101,44 DRIVE,medium income,40.780316,-73.751959
AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,Manhattan,10024,W 79 STREET,high income,40.783015999999996,-73.97770799999999
AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,Manhattan,10024,W 79 STREET,high income,40.783015999999996,-73.97770799999999
AMERICAN VEGAN,Brooklyn,11238,VANDERBILT AVENUE,medium income,40.67946,-73.96830600000001
AMERICAS CAFE & GRILL,Manhattan,10065,3 AVENUE,high income,40.764584,-73.963013
AMERICAS CAFE & GRILL,Manhattan,10065,3 AVENUE,high income,40.764584,-73.963013
AMERICAS CAFE & GRILL,Manhattan,10065,3 AVENUE,high income,40.764584,-73.963013
AMICI PIZZERIA,Staten Island,10309,AMBOY ROAD,medium income,40.524721,-74.21028100000001
AMICI RISTORANTE,Manhattan,10013,MULBERRY STREET,high income,40.717034999999996,-73.99863
AMMA,Manhattan,10022,EAST   51 STREET,high income,40.756584000000004,-73.970626
AMMA,Manhattan,10022,EAST   51 STREET,high income,40.756584000000004,-73.970626
AMMA,Manhattan,10022,EAST   51 STREET,high income,40.756584000000004,-73.970626
AMMOS ESTIATORIO,Manhattan,10017,VANDERBILT AVENUE,high income,40.754421,-73.97721700000001
AMMOS ESTIATORIO,Manhattan,10017,VANDERBILT AVENUE,high income,40.754421,-73.97721700000001
AMOR BAKERY NO 2,Bronx,10459,PROSPECT AVENUE,low income,40.827936,-73.898504
AMORE JUICE BAR,Bronx,10452,EAST  165 STREET,low income,40.834308,-73.927534
AMORINA,Brooklyn,11238,VANDERBILT AVENUE,medium income,40.67946,-73.96830600000001
AMORINO,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
AMORINO,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
AMPLE HILLS CREAMERY,Brooklyn,11238,VANDERBILT AVENUE,medium income,40.67946,-73.96830600000001
AMSTERDAM ALE HOUSE,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
AMSTERDAM ALE HOUSE,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
AMSTERDAM GOURMET,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
AMSTERDAM GOURMET,Manhattan,10024,AMSTERDAM AVENUE,high income,40.785662,-73.97641999999999
AMURA JAPANESE RESTAURANT,Manhattan,10028,2 AVENUE,high income,40.776629,-73.953914
AMURA JAPANESE RESTAURANT,Manhattan,10028,2 AVENUE,high income,40.776629,-73.953914
AMY'S BREAD CAFE,Manhattan,10023,LINCOLN CENTER PLZ,high income,40.770897,-73.981081
ANAND RESTAURANT,Manhattan,10075,EAST   78 STREET,high income,40.773731,-73.958109
ANASSA TAVERNA,Manhattan,10022,EAST   60 STREET,high income,40.761102,-73.964501
ANATOLIA MEDITERRENEAN CUISINE,Manhattan,10065,EAST   62 STREET,high income,40.762617999999996,-73.963444
ANDA CAFE,Queens,11355,MAIN ST,low income,40.749338,-73.82565799999999
ANDA CAFE,Queens,11355,MAIN ST,low income,40.749338,-73.82565799999999
ANDA CAFE,Queens,11355,MAIN ST,low income,40.749338,-73.82565799999999
ANDA CAFE,Queens,11355,MAIN ST,low income,40.749338,-73.82565799999999
ANDAZ 5TH AVENUE,Manhattan,10017,5 AVENUE,high income,40.752955,-73.973196
ANDAZ 5TH AVENUE,Manhattan,10017,5 AVENUE,high income,40.752955,-73.973196
ANDRE'S HUNGARIAN STRUDELS & PASTRIES,Queens,11375,QUEENS BLVD,medium income,40.721096,-73.843078
ANDREA'S II RESTAURANT,Bronx,10456,EAST  165 STREET,low income,40.828298,-73.913128
ANDREA'S RESTAURANT,Bronx,10452,EAST  165 STREET,low income,40.834308,-73.927534
ANDREA'S RESTAURANT,Bronx,10452,EAST  165 STREET,low income,40.834308,-73.927534
ANDREA'S RESTAURANT,Bronx,10452,EAST  165 STREET,low income,40.834308,-73.927534
ANDY'S DELI,Manhattan,10007,BROADWAY,high income,40.713538,-74.00674000000001
ANDY'S DELI,Manhattan,10007,BROADWAY,high income,40.713538,-74.00674000000001
ANDY'S DELI,Manhattan,10007,BROADWAY,high income,40.713538,-74.00674000000001
ANEJO TRIBECA,Manhattan,10013,WALKER STREET,high income,40.718438,-74.001926
ANEJO TRIBECA,Manhattan,10013,WALKER STREET,high income,40.718438,-74.001926
ANEJO TRIBECA,Manhattan,10013,WALKER STREET,high income,40.718438,-74.001926
ANEMOS,Queens,11101,34TH AVE,medium income,40.755776000000004,-73.919268
ANGAAR,Manhattan,10023,COLUMBUS AVENUE,high income,40.774923,-73.980901
ANGEL'S CUISINE,Bronx,10454,EAST  138 STREET,low income,40.806692,-73.917976
ANGELETTO,Manhattan,10017,2 AVENUE,high income,40.752955,-73.973196
ANGELETTO,Manhattan,10017,2 AVENUE,high income,40.752955,-73.973196
ANGELO BELLINI,Manhattan,10022,EAST   53 STREET,high income,40.757569000000004,-73.96985500000001
ANGELO BELLINI,Manhattan,10022,EAST   53 STREET,high income,40.757569000000004,-73.96985500000001
ANGELO'S PIZZA,Queens,11101,GREENPOINT AVENUE,medium income,40.737665,-73.93023199999999
ANGELO'S PIZZA,Queens,11101,GREENPOINT AVENUE,medium income,40.737665,-73.93023199999999
ANGELO'S PIZZA,Queens,11101,GREENPOINT AVENUE,medium income,40.737665,-73.93023199999999
ANGELO'S PIZZA,Manhattan,10022,2 AVENUE,high income,40.758775,-73.967842
ANGIOLINA'S RESTAURANT,Bronx,10452,JEROME AVENUE,low income,40.837816,-73.920287
ANGIOLINA'S RESTAURANT,Bronx,10452,JEROME AVENUE,low income,40.837816,-73.920287
ANGIOLINA'S RESTAURANT,Bronx,10452,JEROME AVENUE,low income,40.837816,-73.920287
ANGKOR CAMBODIAN BISTRO,Manhattan,10065,EAST   64 STREET,high income,40.765226,-73.96636600000001
ANKA GRILL,Manhattan,10022,LEXINGTON AVENUE,high income,40.758928000000004,-73.970514
ANKA GRILL,Manhattan,10022,LEXINGTON AVENUE,high income,40.758928000000004,-73.970514
ANKA GRILL,Manhattan,10022,LEXINGTON AVENUE,high income,40.758928000000004,-73.970514
